LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,ParameterList
1003,12-17,21:27:20.685,1795,1795,D,HwPFWLogger,PFW.HwPFWService:mBroadcastReceiver action = android.intent.action.SCREEN_OFF,0abafcf6,<*> <*> = <*>,"['PFW.HwPFWService:mBroadcastReceiver action', 'android.intent.action.SCREEN_OFF']"
1004,12-17,19:42:44.585,1795,3247,D,PowerManagerService,"ready=true,policy=0,wakefulness=0,wksummary=0x1,uasummary=0x0,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=33,auto=-1,adj=0.0userId=0",2bd0bdb0,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>","['0', '0', '0x1', '0x0', '33', '1', '0', '0']"
1005,12-18,15:29:25.524,1795,6985,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=33,auto=-1,adj=0.0userId=0",2bd0bdb0,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>","['3', '1', '0x0', '0x1', '33', '1', '0', '0']"
1006,12-18,10:52:05.515,4492,4492,I,SendBroadcastPermission,"action:com.tencent.mm.ui.ACTION_DEACTIVE, mPermissionType:0",6b0b29a4,<*> mPermissionType:<*>,"['action:com.tencent.mm.ui.ACTION_DEACTIVE,', '0']"
1007,12-18,18:26:01.176,3858,4126,I,amsnl   ,"t:false, fl: false, p: 2147483647000, ce: true, we: false",bc2fb95a,"t:false, fl: false, p: <*>, ce: true, we: <*>","['2147483647000', 'false']"
1008,12-17,21:28:24.776,2852,2925,W,ExifData,The tag is null error!,add4625a,The tag is null error!,[]
1009,12-17,21:32:22.373,803,803,E,Pged-IPgedBinderService,"****monitorNetworkPacket num is too larger,num is 0***",64344aed,"****monitorNetworkPacket num is too larger,num is <*>***",['0']
1010,12-18,17:32:59.084,2852,2852,I,PhoneStatusBar,updateNotificationShade,06327cf8,updateNotificationShade,[]
1011,12-17,20:23:02.427,2852,2852,D,HwCustMobileSignalControllerImpl,"sub =0,strMccMnc =null,hashMccMnc =[],strPlmn =hw_show_4_5G_for_mcc",a20cc1e2,"sub =<*>,strMccMnc =null,hashMccMnc =[],strPlmn <*>","['0', '=hw_show_4_5G_for_mcc']"
1012,12-17,20:51:15.924,1795,3124,D,MTM.MultiTaskPolicyMemoryCreator,no policy found in static policy!,417a2d73,no policy found in static policy!,[]
1013,12-18,18:32:00.058,1795,1795,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",ea3cf8e4,<*> suspend blocker <*>,"['Releasing', '""PowerManagerService.WakeLocks"".']"
1014,12-18,07:29:43.794,1795,16500,D,PowerManagerService,"acquire lock=217886286, flags=0x1, tag=""eventloop"", name=android, ws=null, uid=1000, pid=7194",c68fa020,"acquire lock=<*>, flags=<*>, <*> <*> <*> uid=<*>, pid=<*>","['217886286', '0x1', 'tag=""eventloop"",', 'name=android, ws=null,', '1000', '7194']"
1015,12-18,08:09:11.410,2852,2852,D,HwCustMobileSignalControllerImpl,"sub =0,strMccMnc =null,hashMccMnc =[],strPlmn =hw_show_4g",a20cc1e2,"sub =<*>,strMccMnc =null,hashMccMnc =[],strPlmn <*>","['0', '=hw_show_4g']"
1016,12-17,21:18:15.869,2852,2852,I,HwSignalClusterView,getOrInflateState subId:0,412cb58c,getOrInflateState subId:<*>,['0']
1017,12-17,19:57:21.533,5215,5215,D,wpa_supplicant,CTRL_IFACE: GET_NETWORK id=0 name='wep_key1',ecf44762,CTRL_IFACE: GET_NETWORK id=<*> <*>,"[""0 name='wep_key1'""]"
1018,12-17,23:48:39.460,1795,2377,E,ProcessInfoCollector,getProcessInfo: failed to find this proc,afd95bb9,getProcessInfo: failed to find this proc,[]
1019,12-18,08:26:58.644,1795,2736,E,hwintelligencewifi,getCurrentCellid type type = PHONE_TYPE_GSM,8c9d4f89,getCurrentCellid type type = PHONE_TYPE_GSM,[]
1020,12-17,21:33:45.645,2852,2852,D,StatusBar,updateNotification(StatusBarNotification(pkg=com.huawei.health user=UserHandle{0} id=10010 tag=null key=0|com.huawei.health|10010|null|10099: Notification(pri=0 contentView=null vibrate=null sound=null defaults=0x0 flags=0x62 color=0x00000000 vis=PRIVATE))),4933f370,updateNotification(StatusBarNotification(pkg=<*> user=UserHandle{<*>} id=<*> tag=null key=<*>|<*>|<*>|null|<*>: Notification(pri=<*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE))),"['com.huawei.health', '0', '10010', '0', 'com.huawei.health|10010', '10099', '0', '0x0', '0x62', '0x00000000']"
1021,12-17,23:01:09.585,1795,1795,I,NotificationManager,"cancelNotification,index:-1",31252fc1,"cancelNotification,index:-<*>",['1']
1022,12-18,09:18:49.479,3858,4126,I,amsnl   ,"t:false, fl: false, p: 2147483647000, ce: true, we: false",bc2fb95a,"t:false, fl: false, p: <*>, ce: true, we: <*>","['2147483647000', 'false']"
1023,12-18,18:16:03.490,3168,19692,D,HwRepairHelper,getRcvData() TimeCdmaLevel0 :  0,b0536e14,<*> <*> : <*>,"['getRcvData() TimeCdmaLevel0', ' 0']"
1024,12-17,22:25:15.088,1795,1795,D,DeviceIdleController,updateDisplayLocked: screenOn=false,0ea30ac9,updateDisplayLocked: <*>,['screenOn=false']
1025,12-17,22:30:35.874,633,31870,I,SDK     ,<2016-12-17 22:30:35> [WARN] SDK: UE-SeC 2016-12-17 22:30:35:874 Level[WARN] magic[3362781472 684]:PubEvt_Close Getting a socket[82] from the Socket-table Failed!,b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-17 22', '30:35', '[WARN]', '', '2016-12-17 22', '30', '35:874 Level[WARN]', '3362781472', '684]:PubEvt_Close', 'Getting', 'a', 'socket[82] from the Socket-table Failed!']"
1026,12-17,23:05:16.808,4492,4492,I,SendBroadcastPermission,"action:com.tencent.mm.ui.ACTION_ACTIVE, mPermissionType:0",6b0b29a4,<*> mPermissionType:<*>,"['action:com.tencent.mm.ui.ACTION_ACTIVE,', '0']"
1027,12-18,07:23:03.112,3218,3517,I,QImsService,ImsSenderRxr :  networkMode = -1 status = 0 restrictCause = 0 registered = 2[SUB0],c5dfee59,ImsSenderRxr :  networkMode = -<*> status = <*> restrictCause = <*> registered = <*>[SUB0],"['1', '0', '0', '2']"
1028,12-18,00:04:49.152,2852,2914,I,HwMobileSignalController,updateSignalStrength: signalStrength=SignalStrength: -1 0 -1 255 -1 255 -1 255 255 21 -104 -15 40 2147483647 2147483647 false gw|lte,08e3e569,updateSignalStrength: signalStrength=SignalStrength: -<*> <*> -<*> <*> -<*> <*> -<*> <*> <*> <*> -<*> -<*> <*> <*> <*> false gw|lte,"['1 0', '1 255', '1 255', '1', '255 255 21', '104', '15', '40 2147483647 2147483647']"
1029,12-18,14:15:18.058,3180,3578,I,PgedBinderAdapter,"Listener network packet by uids: [10105, 10102]",49435f7c,"Listener network packet by uids: [<*>, <*>]","['10105', '10102']"
1030,12-17,22:30:34.614,5199,5199,D,BetaClub_LogUpload,[LogUploadService.resumeUpload],d8f4ab02,[LogUploadService.resumeUpload],[]
1031,12-18,15:37:46.583,12919,12919,E,HW-JPEG-DEC,[HME_JPEG_DEC_Delete](3298): HME_JPEG_DEC_Delete: decoder_ctx=null,d95819d7,[HME_JPEG_DEC_Delete](<*>): HME_JPEG_DEC_Delete: decoder_ctx=null,['3298']
1032,12-18,09:41:21.017,2852,2852,I,HwPhoneStatusBar,updateNotificationShade,06327cf8,updateNotificationShade,[]
1033,12-18,09:17:27.479,2852,2852,W,DisabledFeatureUtils,Dis-Feature : 0,dc7b1768,Dis-Feature : <*>,['0']
1034,12-18,10:23:37.869,2852,2852,I,HwNotificationIconAreaController,showNotificationAll,b4f7e619,showNotificationAll,[]
1035,12-18,14:10:45.953,2852,2852,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:true,d6169692,updateDimmedActivatedHideSensitive <*>,['overlap:true']
1036,12-17,23:19:26.884,633,31870,I,SDK     ,<2016-12-17 23:19:26> [WARN] SDK: UE-SeC 2016-12-17 23:19:26:884 Level[WARN] magic[3362781472 684]:PubEvt_Close Getting a socket[237] from the Socket-table Failed!,b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-17 23', '19:26', '[WARN]', '', '2016-12-17 23', '19', '26:884 Level[WARN]', '3362781472', '684]:PubEvt_Close', 'Getting', 'a', 'socket[237] from the Socket-table Failed!']"
1037,12-18,17:43:09.285,1795,1805,I,MediaProcessHandler,"processOp opType: 1, uid: 10018, pid: 14899",93ce3ea2,"<*> <*> <*>, <*> <*>, <*> <*>","['processOp', 'opType: 1', 'uid: 10018', 'pid: 14899']"
1038,12-18,15:33:18.553,1795,1812,I,ActivityManager_broadcast,"dispatch ordered broadcast [bgkeyapp] BroadcastRecord{745c487 u0 ALARM_ACTION(23480)}, has 1 receivers",65d64fd5,dispatch ordered broadcast <*> BroadcastRecord{<*> <*> <*> has <*> receivers,"['[bgkeyapp]', '745c487', 'u0 ALARM_ACTION(23480)},', '1']"
1039,12-18,00:20:25.137,2852,2914,I,HwMobileSignalController,updateSignalStrength: signalStrength=SignalStrength: -1 0 -1 255 -1 255 -1 255 255 19 -101 -9 112 2147483647 2147483647 false gw|lte,08e3e569,updateSignalStrength: signalStrength=SignalStrength: -<*> <*> -<*> <*> -<*> <*> -<*> <*> <*> <*> -<*> -<*> <*> <*> <*> false gw|lte,"['1 0', '1 255', '1 255', '1', '255 255 19', '101', '9', '112 2147483647 2147483647']"
1040,12-18,15:34:19.299,1795,1806,E,libteec ,receive data len = 108,c7d11cb0,<*> <*> <*> = <*>,"['receive', 'data len', '108']"
1041,12-18,19:49:55.126,835,2385,E,libteec ,receive data len = 192,c7d11cb0,<*> <*> <*> = <*>,"['receive', 'data len', '192']"
1042,12-18,09:50:33.798,3626,3626,E,PTM.FileNodeInfo,"getTempInfo error: null, 0",4de3e872,"getTempInfo error: null, <*>",['0']
1043,12-17,21:59:51.038,1795,2671,D,PowerManagerService,"ready=true,policy=0,wakefulness=0,wksummary=0x11,uasummary=0x0,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=33,auto=-1,adj=0.0userId=0",2bd0bdb0,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>","['0', '0', '0x11', '0x0', '33', '1', '0', '0']"
1044,12-18,15:32:58.074,10388,10388,I,HwWiFiDirectFT,WiFiDirectStateReceiver info: WiFi P2P Connected ? :false,9d95350a,WiFiDirectStateReceiver info: WiFi P2P Connected ? :false,[]
1045,12-18,13:06:01.511,1795,2376,I,ActivityManager_broadcast,Enqueueing ordered broadcast[background] BroadcastRecord{c11454d u0 com.huawei.espace.pushcheck}: prev had 0,c2cf47b6,Enqueueing ordered <*> BroadcastRecord{<*> <*> <*>}: prev had <*>,"['broadcast[background]', 'c11454d', 'u0 com.huawei.espace.pushcheck', '0']"
1046,12-18,15:36:57.552,1795,20747,D,WifiService,"startScan, pid:12127, uid:10146",ef5af28a,"startScan, pid:<*>, uid:<*>","['12127', '10146']"
1047,12-17,19:42:05.485,17709,20888,I,CalendarSync,init mIsReceiverRegistered : false,68e34144,<*> mIsReceiverRegistered : <*>,"['init', 'false']"
1048,12-18,18:52:20.773,2852,2852,V,KeyguardUpdateMonitor,RefreshBatteryInfo isBatteryLow: 85,1d75714a,RefreshBatteryInfo isBatteryLow: <*>,['85']
1049,12-18,08:26:57.280,2852,2852,I,HwMobileSignalController,"notifyListenerHuawei::origin typeIcon:2130839195 icons.mName:4G isSuspend:false, showDataIcon=true, dataConnected=true, isRoaming=false",c280a002,"notifyListenerHuawei::origin typeIcon:<*> <*> isSuspend:false, showDataIcon=true, dataConnected=true, isRoaming=false",['2130839195 icons.mName:4G']
1050,12-18,07:38:39.496,2852,2852,D,NetWorkUtils,"is3GCalling is false,mCdmaSlot is -1",6e0e5f14,"is3GCalling is false,mCdmaSlot is -<*>",['1']
1051,12-18,11:24:15.639,3626,3626,E,PTM.FileNodeInfo,"getTempInfo error: null, 0",4de3e872,"getTempInfo error: null, <*>",['0']
1052,12-17,20:01:56.659,5224,5283,I,Step_DataCache,20002302|getTodayTotalSteps 4637,dede275d,<*> <*>,['20002302|getTodayTotalSteps 4637']
1053,12-18,07:47:49.911,633,31870,I,SDK     ,<2016-12-18 07:47:49> [WARN] SDK: UE-SeC 2016-12-18 7:47:49:911 Level[WARN] magic[3362781472 684]:PubEvt_Close Getting a socket[79] from the Socket-table Failed!,b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-18 07', '47:49', '[WARN]', '', '2016-12-18 7', '47', '49:911 Level[WARN]', '3362781472', '684]:PubEvt_Close', 'Getting', 'a', 'socket[79] from the Socket-table Failed!']"
1054,12-18,19:25:16.120,1795,24491,D,ActivityManager,cleanUpApplicationRecord -- 24170,369d5eff,cleanUpApplicationRecord -- <*>,['24170']
1055,12-18,10:41:00.687,2852,2852,D,HwCustMobileSignalControllerImpl,isCurrentBySim()=false,2701f85c,isCurrentBySim()=false,[]
1056,12-18,17:37:06.438,1795,2748,D,HwAmbientLuxFilterAlgo,"t=141432302,BT=141433302,DT=141436302,BT1=141436302,DT1=141440302,Bn=false,Dn=false,lx=[337.0/141430797, 333.0/141431098, 349.0/141431400, 357.0/141431701, 362.0/141432002, 362.0/141432302],mLx=488.0,s=5.0,ss=0.0043745735,AuIntervened=false,mProximityState=false,bLux=1221.0,dLux=82.08002,bLux1=1221.0,dLux1=82.08002",36225107,"<*> <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>","['t=141432302,BT=141433302,DT=141436302,BT1=141436302,DT1=141440302,Bn=false,Dn=false,lx=[337', '0/141430797', '', '333.0/141431098', '', '349.0/141431400', '', '357.0/141431701', '362.0/141432002, 362.0/141432302],mLx=488.0,s=5.0,ss=0.0043745735,AuIntervened=false,mProximityState=false,bLux=1221.0,dLux=82.08002,bLux1=1221.0,dLux1=82.08002']"
1057,12-18,15:33:13.059,3858,4126,I,amsnl   ,"c: true, w: true, t: false, l: false",0dac4754,"c: true, w: <*> t: false, l: false","['true,']"
1058,12-17,22:08:00.882,2852,2852,W,StatusBarWindowManager,Apply window Height 72,a181318b,Apply window Height <*>,['72']
1059,12-18,07:58:59.383,3626,3626,E,PTM.FileNodeInfo,"getTempInfo error: null, 0",4de3e872,"getTempInfo error: null, <*>",['0']
1060,12-17,21:02:54.590,3858,4126,I,amsnl   ,m1: false,8e829e30,<*> false,['m1:']
1061,12-18,00:12:26.974,2852,2852,I,HwSignalClusterView,getOrInflateState subId:0,412cb58c,getOrInflateState subId:<*>,['0']
1062,12-18,10:06:10.086,3626,3753,I,LogCollectService,msg = 103 received,af1a6af9,msg = <*> received,['103']
1063,12-18,11:55:28.024,28113,28113,W,System.err,at org.json.JSONObject.<init>(JSONObject.java:173),d7497a9b,at <*>,['org.json.JSONObject.<init>(JSONObject.java:173)']
1064,12-17,21:15:00.088,2852,2852,W,ExpandableNotificationRow,"setActionsBackground,null == view,mPublicLayout",ce068f7b,"setActionsBackground,null == view,mPublicLayout",[]
1065,12-18,14:36:03.106,5994,5994,D,wpa_supplicant,WPS: attr type=0x1024 len=3,5c5162a9,WPS: attr type=<*> len=<*>,"['0x1024', '3']"
1066,12-17,21:26:57.302,1046,2704,D,audio_hw_spkr_prot,audio_extn_fbsp_set_parameters: Speaker protection disabled,92666e0a,audio_extn_fbsp_set_parameters: Speaker protection disabled,[]
1067,12-17,20:31:44.967,24766,24766,I,nativeProcess,iqiyi message: failed to open /proc/1137/cmdline,f15ac362,iqiyi message: failed to open <*>,['/proc/1137/cmdline']
1068,12-18,07:58:59.383,3626,3626,E,PTM.FileNodeInfo,"getTempInfo error: null, 0",4de3e872,"getTempInfo error: null, <*>",['0']
1069,12-17,19:58:56.703,1795,2671,D,WifiNative-wlan0,disprint SET_NETWORK log,9bfe9aed,disprint SET_NETWORK log,[]
1070,12-18,07:36:16.036,1795,2748,D,HwAmbientLuxFilterAlgo,earliestValidTime + POWER_ON_DARKENING_LIGHT_DEBOUNCE,20dde6b6,earliestValidTime + <*>,['POWER_ON_DARKENING_LIGHT_DEBOUNCE']
1071,12-18,00:08:34.436,3858,4126,I,amsnl   ,"c: true, w: false, t: false, l: false",0dac4754,"c: true, w: <*> t: false, l: false","['false,']"
1072,12-17,20:28:02.384,633,692,I,ECS     ,tcp.recv{4488} SimpleThread.close(SimpleThread.java:88) stopped Heartbeat timer.timers{6212},930a7edc,tcp.recv{<*>} SimpleThread.close(SimpleThread.java:<*>) stopped Heartbeat timer.timers{<*>},"['4488', '88', '6212']"
1073,12-18,08:08:01.636,1795,1795,I,ActivityManager_activity,"completedResumed: ActivityRecord{930e418 u0 com.huawei.android.launcher/.unihome.UniHomeLauncher t297}, launchTrack: outofsleep resumeTopComplete",c9bd2f64,"completedResumed: ActivityRecord{<*> u0 <*>/.unihome.UniHomeLauncher t297}, launchTrack: outofsleep resumeTopComplete","['930e418', 'com.huawei.android.launcher']"
1074,12-18,00:23:05.794,2852,3556,D,NetworkController.MobileSignalController(0),mSimSubId:0 onDataActivity: direction=3,3769b1e7,mSimSubId:<*> onDataActivity: direction=<*>,"['0', '3']"
1075,12-18,14:08:24.390,2883,4486,I,HwSystemManager,HoldService:locationInfo switch is on . pid = 5157,09377b45,HoldService:locationInfo switch is on . pid = <*>,['5157']
1076,12-17,22:29:32.379,606,2379,E,libteec ,send data return = 128,c7d11cb0,<*> <*> <*> = <*>,"['send', 'data return', '128']"
1077,12-17,23:50:44.550,1795,17831,W,NetworkStatsFactory,mStatsXtProcUid: /proc/net/comm/stats does not exist!,3a5f71e8,mStatsXtProcUid: <*> does not exist!,['/proc/net/comm/stats']
1078,12-18,11:21:04.172,2224,2242,I,OUC_COTA,"{""status"":""1""}(/HttpCommunicator.java:312)",d0d39239,"{""status"":""<*>""}(<*>.java:<*>)","['1', '/HttpCommunicator', '312']"
1079,12-18,07:53:50.642,2852,2914,I,HwMobileSignalController,updateSignalStrength: signalStrength=SignalStrength: -1 0 -1 255 -1 255 -1 255 255 19 -101 -8 140 2147483647 2147483647 false gw|lte,08e3e569,updateSignalStrength: signalStrength=SignalStrength: -<*> <*> -<*> <*> -<*> <*> -<*> <*> <*> <*> -<*> -<*> <*> <*> <*> false gw|lte,"['1 0', '1 255', '1 255', '1', '255 255 19', '101', '8', '140 2147483647 2147483647']"
1080,12-18,08:17:18.226,1795,2381,D,libfingersense_wrapper,Calling fingersense_classify_touch(),370498a7,Calling <*>,['fingersense_classify_touch()']
1081,12-18,18:27:15.541,1795,2748,D,HwAmbientLuxFilterAlgo,"t=142230131,BT=142231131,DT=142234131,BT1=142234131,DT1=142238131,Bn=false,Dn=false,lx=[10.0/142228629, 10.0/142228929, 10.0/142229230, 10.0/142229530, 10.0/142229831, 8.0/142230131],mLx=10.0,s=5.0,ss=0.15902966,AuIntervened=false,mProximityState=false,bLux=29.0,dLux=0.0,bLux1=29.0,dLux1=0.0",36225107,"<*> <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>","['t=142230131,BT=142231131,DT=142234131,BT1=142234131,DT1=142238131,Bn=false,Dn=false,lx=[10', '0/142228629', '', '10.0/142228929', '', '10.0/142229230', '', '10.0/142229530', '10.0/142229831, 8.0/142230131],mLx=10.0,s=5.0,ss=0.15902966,AuIntervened=false,mProximityState=false,bLux=29.0,dLux=0.0,bLux1=29.0,dLux1=0.0']"
1082,12-17,20:57:55.533,1795,5350,I,MQoS    ,"QOS_level:4(4),use RTTLvl:4;RATLvl:5",9f8ce8e9,"QOS_level:<*>(<*>),use <*>","['4(4', 'RTTLvl:4;RATLvl:5']"
1083,12-18,14:15:20.324,7784,7784,I,HwOUC   ,[main-1]getCryptToUncryptDir return null(/HwOucUtility.java:6764),ca111892,[main<*>]getCryptToUncryptDir return null(<*>.java:<*>),"['-1', '/HwOucUtility', '6764']"
1084,12-18,15:27:56.243,5994,5994,D,wpa_supplicant,nl80211: Drv Event 34 (NL80211_CMD_NEW_SCAN_RESULTS) received for wlan0,4a834866,nl80211: Drv Event <*> (NL80211_CMD_NEW_SCAN_RESULTS) received for wlan0,['34']
1085,12-18,15:29:17.069,3218,4070,W,PhoneInterfaceManager,shouldBlockLocation running ...,78791997,shouldBlockLocation running ...,[]
1086,12-17,21:42:02.599,1795,11746,D,SmartHeartBeat,setAlarmsPending ...,b18e9436,<*> ...,['setAlarmsPending']
1087,12-18,15:36:12.451,4139,7069,W,System.err,at android.content.ContentProvider.enforceReadPermissionInner(ContentProvider.java:608),d7497a9b,at <*>,['android.content.ContentProvider.enforceReadPermissionInner(ContentProvider.java:608)']
1088,12-18,12:38:48.221,633,3148,I,SDK     ,<2016-12-18 12:38:48> [NOTICE] SDK: UE-SeC 2016-12-18 12:38:48:221 Level[NOTICE] magic[2149992736 2415]:SetRegisterAuthID : create tunnel app name  is com.huawei.espacev2,17d8d75c,<<*><*><*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:SetRegisterAuthID : create tunnel app name  is <*>,"['', '<2016-12-18 12', '38:48', '', '2016-12-18 12', '38', '48:221', '2149992736 2415', 'com.huawei.espacev2']"
1089,12-18,07:30:07.464,1795,17831,D,ActivityManager,getRecentTasks: topActivity=ComponentInfo{com.tencent.mm/com.tencent.mm.ui.LauncherUI},de9aca52,getRecentTasks: <*>,['topActivity=ComponentInfo{com.tencent.mm/com.tencent.mm.ui.LauncherUI}']
1090,12-18,17:42:38.751,2852,2852,I,BarTransitions.HwPhoneStatusBarView,"transitionTo: mode=MODE_TRANSLUCENT, animate=false",84db6a37,transitionTo: <*> animate=false,"['mode=MODE_TRANSLUCENT,']"
1091,12-17,20:14:32.061,633,31875,I,SDK     ,<2016-12-17 20:14:32> [NOTICE] SDK: UE-SeC 2016-12-17 20:14:32:60 Level[NOTICE] magic[3359111456 1541]:FSM_Tool_Tree_Enc_Path =>Access [/data/user/0/com.huawei.espacev2/AnyOfficeSDKWorkPath/Tracker/jGiJ9c5HnkSFPV5xq49XhmycAytJoT7fL+30Wc8YlLk=] real path  ok,c94847fb,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-17 20', '14:32', '[NOTICE]', '', '2016-12-17 20', '14', '32:60 Level[NOTICE]', '3359111456', '1541]:FSM_Tool_Tree_Enc_Path', '=>Access', '[/data/user/0/com.huawei.espacev2/AnyOfficeSDKWorkPath/Tracker/jGiJ9c5HnkSFPV5xq49XhmycAytJoT7fL+30Wc8YlLk=] real path  ok']"
1092,12-18,14:11:40.327,5994,5994,D,wpa_supplicant,WPS: attr type=0x103b len=1,5c5162a9,WPS: attr type=<*> len=<*>,"['0x103b', '1']"
1093,12-17,23:07:56.633,2852,3556,I,NetworkController.MobileSignalController(0),"onSignalStrengthsChanged signalStrength=SignalStrength: -1 0 -1 255 -1 255 -1 255 255 20 -105 -12 40 2147483647 2147483647 false gw|lte level=4 isSuspend=false levelOld=4,mSignalStrength level=4",62c38581,"onSignalStrengthsChanged signalStrength=SignalStrength: -<*> <*> -<*> <*> -<*> <*> -<*> <*> <*> <*> -<*> -<*> <*> <*> <*> false gw|lte level=<*> isSuspend=false levelOld=<*>,mSignalStrength level=<*>","['1 0', '1 255', '1 255', '1', '255 255 20', '105', '12', '40 2147483647 2147483647', '4', '4', '4']"
1094,12-18,15:42:16.162,1795,2380,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=140936009, event=2, flags=0x0, uid=1000",e9aa76e5,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","['140936009', '2', '0x0', '1000']"
1095,12-18,09:17:29.858,1795,2396,I,HwActivityManagerService,keyAppBroadcastQueueForIntent intent Intent { act=com.tencent.mm.ui.ACTION_ACTIVE flg=0x10 (has extras) } on bgkeyapp queue,1d257956,keyAppBroadcastQueueForIntent intent Intent { <*> <*> (has extras) } on bgkeyapp queue,['act=com.tencent.mm.ui.ACTION_ACTIVE flg=0x10']
1096,12-18,12:38:46.764,1795,3111,W,ActivityManager,getRunningAppProcesses: caller 10105 does not hold REAL_GET_TASKS; limiting output,5881aa26,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,"['getRunningAppProcesses:', '10105']"
1097,12-18,00:13:37.183,2852,2852,D,HwCustMobileSignalControllerImpl,isCurrentBySim()=false,2701f85c,isCurrentBySim()=false,[]
1098,12-18,00:04:56.772,31949,31967,I,PushService,tcp.conn{4787} ServiceC.connectedNotify(ServiceC.java:289) 45.249.213.63,1ae44650,tcp.conn{<*>} ServiceC.connectedNotify(ServiceC.java:<*>) <*>,"['4787', '289', '45.249.213.63']"
1099,12-18,17:30:13.229,1795,2675,D,HwGnssLog_CONNECTIVITY_LOG,"GPS sendMessage: not daily, normal trigger ......",3ef67416,"GPS sendMessage: not daily, normal trigger ......",[]
1100,12-18,17:30:12.786,1795,2685,D,PowerManagerService,"release:lock=184063844, flg=0x0, tag=""NetworkStats"", name=android"", ws=null, uid=1000, pid=1795",9cac4a85,"release:lock=<*>, flg=<*>, <*> <*> ws=null, uid=<*>, pid=<*>","['184063844', '0x0', 'tag=""NetworkStats"", name=android"",', '1000', '1795']"
1101,12-17,20:19:34.332,835,2385,E,libteec ,begin,8d589afa,begin,[]
1102,12-17,20:22:09.945,3218,3375,I,SendBroadcastPermission,"action:com.huawei.android.intent.action.RAC_CHANGED, mPermissionType:0",6b0b29a4,<*> mPermissionType:<*>,"['action:com.huawei.android.intent.action.RAC_CHANGED,', '0']"
1103,12-18,19:35:30.462,3626,3626,E,PTM.FileNodeInfo,"getTempInfo error: null, 0",4de3e872,"getTempInfo error: null, <*>",['0']
1104,12-18,09:31:51.529,606,30366,D,QSEECOMAPI,QSEECom_get_handle sb_length = 0x12000,0abafcf6,<*> <*> = <*>,"['QSEECom_get_handle sb_length', '0x12000']"
1105,12-18,00:17:37.757,1795,3237,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",ea3cf8e4,<*> suspend blocker <*>,"['Acquiring', '""PowerManagerService.WakeLocks"".']"
1106,12-18,14:08:01.347,1795,3253,V,HwWindowManagerService,moveTaskToTop mTaskChanged:true,b5f27b4b,moveTaskToTop mTaskChanged:true,[]
1107,12-18,14:12:42.459,1046,1125,V,audio_hw_primary,stop_output_stream: exit: status(0),550e6fd7,stop_output_stream: exit: status(<*>),['0']
1108,12-18,14:08:17.825,3180,3332,D,ScenarioService,new above launcher pkgs: [com.sankuai.meituanhd],4604656d,new above launcher pkgs: [<*>],['com.sankuai.meituanhd']
