LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,ParameterList
461,12-17,21:01:46.606,2852,2852,D,HwCustMobileSignalControllerImpl,"sub =0,strMccMnc =null,hashMccMnc =[],strPlmn =hw_show_4g",a20cc1e2,"sub =<*>,strMccMnc =null,hashMccMnc =[],strPlmn <*>","['0', '=hw_show_4g']"
462,12-17,19:33:02.145,1795,2750,I,PowerManager_screenOn,"DisplayPowerState Updating screen state: state=ON, backlight=0",3e42a09f,DisplayPowerState Updating screen state: <*> backlight=<*>,"['state=ON,', '0']"
463,12-18,19:25:16.486,633,31868,E,SDK     ,<2016-12-18 19:25:16> [ERR] SDK: UE-SeC 2016-12-18 19:25:16:485 Level[ERR] magic[3365677344 692]:Decoder message type is invalidation;invalidation MMTP_MSG_ENABLE_EXTEND is [36],b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-18 19', '25:16', '[ERR]', '', '2016-12-18 19', '25', '16:485 Level[ERR]', '3365677344', '692]:Decoder', 'message', 'type', 'is invalidation;invalidation MMTP_MSG_ENABLE_EXTEND is [36]']"
464,12-17,22:27:50.200,3608,3608,I,InCall  ,"ProximitySensor - ProximitySensor{keybrd=0, dpad=0, offhook=1, hor=0, ui=1, aud=EARPIECE}",c714f956,"ProximitySensor - ProximitySensor{keybrd=<*>, dpad=<*>, offhook=<*>, hor=<*>, ui=<*>, aud=EARPIECE}","['0', '0', '1', '0', '1']"
465,12-18,07:41:18.746,2852,2852,D,HwCustMobileSignalControllerImpl,isCurrentBySim()=false,2701f85c,isCurrentBySim()=false,[]
466,12-17,21:58:49.380,5224,5283,I,SendBroadcastPermission,"action:android.com.huawei.bone.NOTIFY_SPORT_DATA, mPermissionType:0",6b0b29a4,<*> mPermissionType:<*>,"['action:android.com.huawei.bone.NOTIFY_SPORT_DATA,', '0']"
467,12-17,19:33:03.557,3608,3608,D,InCall  ,InCallActivity - onResume()... end,22ba72b1,InCallActivity - onResume()... end,[]
468,12-18,15:36:28.641,10334,10334,D,wpa_supplicant,CTRL-DEBUG: ctrl_sock-sendmsg: sock=16 sndbuf=229376 outq=0 send_len=41,0e6678d6,CTRL-DEBUG: <*> sock=<*> sndbuf=<*> outq=<*> send_len=<*>,"['ctrl_sock-sendmsg:', '16', '229376', '0', '41']"
469,12-17,20:31:48.502,24266,24266,D,Feed    ,"com.iqiyi.qyplayercardview.j.nul.c()<-1> : emotion [31] = Emotion@fdaed21mOrder = 32,mId = 31,mName = pp_icon_expression_32,mContent = [阴险],mImagePath = null,mImageUrl = http://img5.qiyipic.com/image/qitan/qitan_pp_icon_expression_32_default.png",7fa6b817,"<*>()<-<*>> : emotion [<*>] = <*> = <*>,mId = <*>,mName = <*> = <*> = null,mImageUrl = http:/<*>.qiyipic.com<*>.png","['com.iqiyi.qyplayercardview.j.nul.c', '<-1>', '31', 'Emotion@fdaed21mOrder', '32', '31', 'pp_icon_expression_32,mContent', '[阴险],mImagePath', '/img5', '/image/qitan/qitan_pp_icon_expression_32_default']"
470,12-18,09:35:09.986,3626,3626,E,PTM.FileNodeInfo,"getTempInfo error: null, 0",4de3e872,"getTempInfo error: null, <*>",['0']
471,12-18,19:25:14.017,1046,1125,V,msm8916_platform,platform_get_backend_index:napb: backend port - 0 device - 2,de57a9f8,platform_get_backend_index:napb: backend port - <*> device - <*>,"['0', '2']"
472,12-18,07:36:45.856,2852,2852,D,HwCustMobileSignalControllerImpl,isCurrentBySim()=false,2701f85c,isCurrentBySim()=false,[]
473,12-18,19:35:17.112,3879,3879,I,HwLauncher,Model  onReceive user=UserHandle{0},9aeab320,Model  onReceive user=UserHandle{<*>},['0']
474,12-18,09:39:02.128,1795,2685,D,ConnectivityService,network has: [ Transports: CELLULAR Capabilities: SUPL&INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN&VALIDATED LinkUpBandwidth>=59Kbps LinkDnBandwidth>=236Kbps Specifier: <0>],0c48b1db,network has: [ Transports: CELLULAR Capabilities: SUPL&INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN&VALIDATED LinkUpBandwidth>=59Kbps LinkDnBandwidth>=236Kbps Specifier: <<*>>],['<0>']
475,12-17,21:47:17.955,1795,2685,D,HwPFWLogger,AutoStartupDataMgr:isUnderControll third party not in whitelist: com.netease.newsreader.activity,8ead5b1b,AutoStartupDataMgr:isUnderControll third party not in whitelist: <*>,['com.netease.newsreader.activity']
476,12-18,14:12:14.107,5157,5157,I,chromium,"[INFO:CONSOLE(1)] ""Uncaught ReferenceError: WebViewJavascriptBridge is not defined"", source:  (1)",e33b2d0c,"[INFO:CONSOLE(<*>)] ""Uncaught ReferenceError: WebViewJavascriptBridge is not defined"", source:  (<*>)","['1', '1']"
477,12-17,21:23:21.643,1795,11747,D,PowerManagerService,"ready=false,policy=0,wakefulness=0,wksummary=0x1,uasummary=0x0,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=33,auto=-1,adj=0.0userId=0",29de50f6,"ready=false,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>","['0', '0', '0x1', '0x0', '33', '1', '0', '0']"
478,12-18,14:09:23.712,1795,2748,D,lux trace:,"[2039.0/139678852, 1921.0/139679209, 1625.0/139679568, 2130.0/139679941, 2127.0/139680305, 1574.0/139680662, 1191.0/139681026, 1197.0/139681383, 1214.0/139681739, 1476.0/139682098, 1946.0/139682452, 1511.0/139682811]",cda10a9c,"[<*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>]","['', '2039.0/139678852', '', '1921.0/139679209', '', '1625.0/139679568', '', '2130.0/139679941', '', '2127.0/139680305', '', '1574.0/139680662', '', '1191.0/139681026', '', '1197.0/139681383', '', '1214.0/139681739', '', '1476.0/139682098', '', '1946.0/139682452', '', '1511.0/139682811']"
479,12-18,00:05:02.781,1795,16498,I,HwPFWLogger,AppAutoStartupPolicy:prevent start receiver of package com.ss.android.article.news for action android.intent.action.USER_PRESENT,60409a50,AppAutoStartupPolicy:prevent start receiver of package <*> for action <*>,"['com.ss.android.article.news', 'android.intent.action.USER_PRESENT']"
480,12-17,23:13:40.438,3879,4071,D,ApplicationPackageManager,"queryIntentActivitiesAsUser size results:1, for package:com.tencent.mm",871155e4,"queryIntentActivitiesAsUser size results:<*>, for package:<*>","['1', 'com.tencent.mm']"
481,12-18,04:26:28.804,3626,3754,I,FileUtils,"restrainFilesNum, count = 128",0abafcf6,<*> <*> = <*>,"['restrainFilesNum, count', '128']"
482,12-17,20:34:47.993,1795,2748,D,HwAmbientLuxFilterAlgo,"t=124041690,BT=124042690,DT=124045690,BT1=124045690,DT1=124049690,Bn=false,Dn=false,lx=[8.0/124040185, 8.0/124040486, 8.0/124040787, 8.0/124041088, 8.0/124041389, 8.0/124041690],mLx=5.0,s=5.0,ss=0.0,AuIntervened=false,mProximityState=false,bLux=15.0,dLux=0.0,bLux1=15.0,dLux1=0.0",36225107,"<*> <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>","['t=124041690,BT=124042690,DT=124045690,BT1=124045690,DT1=124049690,Bn=false,Dn=false,lx=[8', '0/124040185', '', '8.0/124040486', '', '8.0/124040787', '', '8.0/124041088', '8.0/124041389, 8.0/124041690],mLx=5.0,s=5.0,ss=0.0,AuIntervened=false,mProximityState=false,bLux=15.0,dLux=0.0,bLux1=15.0,dLux1=0.0']"
483,12-18,15:54:15.281,1795,2323,E,UsbDeviceManager,at android.os.FileUtils.readTextFile(FileUtils.java:267),d7497a9b,at <*>,['android.os.FileUtils.readTextFile(FileUtils.java:267)']
484,12-17,19:35:02.901,5224,5283,I,Step_ExtendStepDataManager,20002302|before compensate: cache step_4240,214ee144,<*> compensate: cache <*>,"['20002302|before', 'step_4240']"
485,12-17,21:51:49.956,2852,2852,D,TintManager,"statusBarIconTint=#B3FFFFFF,navigationBarIconTint=#00000000",b1ca38cf,"statusBarIconTint=#<*>,navigationBarIconTint=#<*>","['B3FFFFFF', '00000000']"
486,12-17,23:58:25.152,1795,16232,I,SendBroadcastPermission,"action:android.intent.action.SIG_STR, mPermissionType:0",6b0b29a4,<*> mPermissionType:<*>,"['action:android.intent.action.SIG_STR,', '0']"
487,12-18,18:28:00.043,2852,2852,I,HwSignalClusterView,getOrInflateState subId:0,cf07345e,<*> subId:<*>,"['getOrInflateState', '0']"
488,12-17,21:26:56.313,31949,31967,I,TCP     ,at java.net.PlainSocketImpl.socketConnect(Native Method),d040c7f0,at <*>(Native Method),['java.net.PlainSocketImpl.socketConnect']
489,12-17,22:05:44.675,2852,2852,E,KeyguardUpdateMonitor,isSimPinSecure mSimDatas is null or empty,6ed37c98,isSimPinSecure mSimDatas is null or empty,[]
490,12-17,21:28:00.703,7741,7758,D,TmoMonitor,Cache monitor msg as screen_off,e77a53c2,Cache monitor msg as screen_off,[]
491,12-18,04:16:50.517,1795,17832,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",ea3cf8e4,<*> suspend blocker <*>,"['Releasing', '""PowerManagerService.WakeLocks"".']"
492,12-17,23:01:45.612,2852,2852,V,KeyguardUpdateMonitor,FingerStat Visible: false; Interactive: true; Switching: false; Bouncer:false; GoingToSleep: true Occluded: false; dreaming: false; Authenticated: false,28bff522,FingerStat Visible: <*> Interactive: <*> Switching: false; Bouncer:false; GoingToSleep: <*> Occluded: false; dreaming: false; Authenticated: false,"['false;', 'true;', 'true']"
493,12-17,23:12:42.931,1795,2381,D,libfingersense_wrapper,fingersense_classify_touch() finished,97fdd2c8,<*> finished,['fingersense_classify_touch()']
494,12-18,07:51:54.071,31949,31967,I,TCP     ,tcp.recv{4790} TcpClientThread.onRecv(TcpClientThread.java:522) tcp connection event TCP_CLOSED,1dc33255,<*> TcpClientThread.onRecv(TcpClientThread.java:<*>) tcp connection event <*>,"['tcp.recv{4790}', '522', 'TCP_CLOSED']"
495,12-18,07:34:56.641,3626,3626,E,PTM.FileNodeInfo,"getTempInfo error: null, 0",4de3e872,"getTempInfo error: null, <*>",['0']
496,12-18,18:23:46.946,1795,3237,D,HwActivityManagerService,"handleANRFilterFIFO,uid = 10146cmd = 1",c7d11cb0,<*> <*> <*> = <*>,"['handleANRFilterFIFO,uid', '= 10146cmd', '1']"
497,12-17,21:58:35.753,3218,13125,W,PhoneInterfaceManager,shouldBlockLocation running ...,386684f0,<*> running ...,['shouldBlockLocation']
498,12-18,07:58:59.382,3626,3626,E,PTM.FileNodeInfo,"getTempInfo error: null, 0",4de3e872,"getTempInfo error: null, <*>",['0']
499,12-18,19:49:57.889,835,2385,E,libteec ,begin,8d589afa,begin,[]
500,12-18,08:15:53.892,1795,16501,I,ActivityManager_service,"bindServiceLocked, r: ServiceRecord{a3c507f u0 euid: 0 com.huawei.systemmanager/.util.content.HsmIntentService_bg}, euid: 0",b083982b,"bindServiceLocked, r: ServiceRecord{<*> u0 euid: <*> <*> euid: <*>","['a3c507f', '0 com.huawei.systemmanager/.util.content.HsmIntentService_bg},', '0']"
501,12-18,08:25:39.189,802,802,E,Thermal-daemon,"[Thermal_Hw] temperature_valid, battery : temperature is invalid, invalid temperatrue is 31",76e26663,"[Thermal_Hw] temperature_valid, battery : temperature is invalid, invalid temperatrue is <*>",['31']
502,12-18,15:36:03.808,1795,2748,D,HwAmbientLuxFilterAlgo,"t=140563667,BT=140564667,DT=140567667,BT1=140567667,DT1=140571667,Bn=false,Dn=false,lx=[189.0/140562164, 188.0/140562465, 188.0/140562765, 188.0/140563066, 185.0/140563367, 185.0/140563667],mLx=254.0,s=5.0,ss=0.0037420213,AuIntervened=false,mProximityState=false,bLux=870.0,dLux=44.64,bLux1=870.0,dLux1=44.64",36225107,"<*> <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>","['t=140563667,BT=140564667,DT=140567667,BT1=140567667,DT1=140571667,Bn=false,Dn=false,lx=[189', '0/140562164', '', '188.0/140562465', '', '188.0/140562765', '', '188.0/140563066', '185.0/140563367, 185.0/140563667],mLx=254.0,s=5.0,ss=0.0037420213,AuIntervened=false,mProximityState=false,bLux=870.0,dLux=44.64,bLux1=870.0,dLux1=44.64']"
503,12-18,19:16:41.298,818,1152,I,logserver,handle_exception_events enter,39c1db13,handle_exception_events enter,[]
504,12-18,14:38:11.947,3382,3399,D,QcrilMsgTunnelSocket,"Rac Change (PDC) data: [-1, -1]",d00ff103,"Rac Change (PDC) data: [-<*>, -<*>]","['1', '1']"
505,12-18,17:41:18.941,14448,17190,I,HwIntelligent3_IntelligentProvider,Provider.call: getPrefString,b950822f,Provider.call: getPrefString,[]
506,12-17,23:03:12.769,1795,11747,I,SendBroadcastPermission,"action:android.intent.action.SIG_STR, mPermissionType:0",6b0b29a4,<*> mPermissionType:<*>,"['action:android.intent.action.SIG_STR,', '0']"
507,12-18,08:09:50.020,1795,16500,W,ActivityManager,getRunningAppProcesses: caller 10102 does not hold REAL_GET_TASKS; limiting output,5881aa26,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,"['getRunningAppProcesses:', '10102']"
508,12-17,19:34:56.943,1795,2701,I,HwAudioService,"isAdjustVolumeEnable,mEnableAdjustVolume:true",944eb680,"isAdjustVolumeEnable,mEnableAdjustVolume:true",[]
509,12-18,09:18:20.024,5224,5283,I,Step_HSNH,20002302|upDateHealthNotification()|34|1.13|1584,f4aaa700,<*>|upDateHealthNotification()|<*>|<*>.<*>|<*>,"['20002302', '34|1', '13|1584']"
510,12-17,23:01:12.352,3858,4126,I,amsnl   ,"c: true, w: false, t: false, l: false",0dac4754,"c: true, w: <*> t: false, l: false","['false,']"
511,12-17,22:30:33.891,3218,3218,I,QImsService,"ImsServiceSubHandler : enter detectImsRegisterState, dataRegState=0, rilRat=14",5abbda5a,"ImsServiceSubHandler : enter detectImsRegisterState, dataRegState=<*>, rilRat=<*>","['0', '14']"
512,12-18,17:33:11.256,1795,6988,I,SendBroadcastPermission,"action:android.intent.action.SIG_STR, mPermissionType:0",6b0b29a4,<*> mPermissionType:<*>,"['action:android.intent.action.SIG_STR,', '0']"
513,12-18,14:12:12.424,5157,5157,I,chromium,"[INFO:CONSOLE(1)] ""Uncaught ReferenceError: WebViewJavascriptBridge is not defined"", source:  (1)",e33b2d0c,"[INFO:CONSOLE(<*>)] ""Uncaught ReferenceError: WebViewJavascriptBridge is not defined"", source:  (<*>)","['1', '1']"
514,12-17,21:47:25.263,2852,2852,I,HwSignalClusterView,getOrInflateState subId:0,cf07345e,<*> subId:<*>,"['getOrInflateState', '0']"
515,12-18,14:37:52.210,2852,2852,I,EventCenter,EventCenter Get :android.com.huawei.bone.NOTIFY_SPORT_DATA,c5afc1ed,EventCenter Get :<*>,['android.com.huawei.bone.NOTIFY_SPORT_DATA']
516,12-17,21:58:35.719,1795,1795,D,HwConnectivityService,TurnOffDCState: false,8e829e30,<*> false,['TurnOffDCState:']
517,12-17,21:26:09.804,2852,2852,I,HwSignalClusterView,getOrInflateState subId:0,cf07345e,<*> subId:<*>,"['getOrInflateState', '0']"
518,12-17,20:22:53.740,2852,2852,I,ToggleSlider,mSeekListener onProgressChanged progress:5586 fromUser:false,21a28837,mSeekListener onProgressChanged progress:<*> fromUser:false,['5586']
519,12-18,14:12:27.223,5157,5157,I,chromium,"[INFO:CONSOLE(1)] ""Uncaught SyntaxError: Unexpected token var"", source:  (1)",db4d0254,"[INFO:CONSOLE(<*>)] ""Uncaught SyntaxError: Unexpected token var"", source:  (<*>)","['1', '1']"
520,12-18,15:29:59.659,3180,3578,I,ash     ,permit restrict net app: com.huawei.camera,b1a596c5,permit restrict net app: <*>,['com.huawei.camera']
521,12-17,20:12:10.403,2852,2852,I,HwNavigationBarTransitions,"transitionTo:mode=4, isEmuiStyle=false",f1500e09,"transitionTo:mode=<*>, <*>","['4', 'isEmuiStyle=false']"
522,12-18,09:18:23.301,2852,2852,D,NetWorkUtils,mVSimCurCardType is -1,f14ebdce,mVSimCurCardType is -<*>,['1']
523,12-17,20:39:46.507,2852,2852,D,HwCustMobileSignalControllerImpl,"sub =0,strMccMnc =null,hashMccMnc =[],strPlmn =hw_mcc_mnc",a20cc1e2,"sub =<*>,strMccMnc =null,hashMccMnc =[],strPlmn <*>","['0', '=hw_mcc_mnc']"
524,12-17,20:11:56.742,2852,2852,I,ToggleSlider,mSeekListener onProgressChanged progress:1574 fromUser:false,21a28837,mSeekListener onProgressChanged progress:<*> fromUser:false,['1574']
525,12-18,15:39:30.294,1795,1795,I,QosMonitor,resetRtt: rtt_type = 3,0abafcf6,<*> <*> = <*>,"['resetRtt: rtt_type', '3']"
526,12-18,14:12:27.742,5157,5157,D,test    ,"sending:{""handlerName"":""getRegisteredJsHandler"",""callbackId"":""java_cb_1"",""data"":null}",ff2248b9,"sending:{""handlerName"":""getRegisteredJsHandler"",""callbackId"":""java_cb_1"",""data"":null}",[]
527,12-18,14:07:28.930,1795,1805,D,PowerManagerService,"acquire lock=184063844, flags=0x1, tag=""NetworkStats"", name=android, ws=null, uid=1000, pid=1795",c68fa020,"acquire lock=<*>, flags=<*>, <*> <*> <*> uid=<*>, pid=<*>","['184063844', '0x1', 'tag=""NetworkStats"",', 'name=android, ws=null,', '1000', '1795']"
528,12-18,15:36:23.493,1795,3139,D,HwActivityManagerService,"handleANRFilterFIFO,uid = 10146cmd = 0",c7d11cb0,<*> <*> <*> = <*>,"['handleANRFilterFIFO,uid', '= 10146cmd', '0']"
529,12-18,15:42:42.449,10334,10334,D,wpa_supplicant,wlan0: Control interface command 'PKTCNT_POLL',333b6e01,wlan0: Control interface command <*>,"[""'PKTCNT_POLL'""]"
530,12-18,07:35:45.325,1795,2748,D,HwAmbientLuxFilterAlgo,earliestValidTime + POWER_ON_DARKENING_LIGHT_DEBOUNCE,20dde6b6,earliestValidTime + <*>,['POWER_ON_DARKENING_LIGHT_DEBOUNCE']
531,12-18,11:20:52.789,1795,2323,E,UsbDeviceManager,at android.os.FileUtils.readTextFile(FileUtils.java:267),d7497a9b,at <*>,['android.os.FileUtils.readTextFile(FileUtils.java:267)']
532,12-17,21:26:53.384,1795,1825,I,PowerManager_screenOn,"DisplayPowerController updatePowerState mPendingRequestLocked=policy=OFF, useProximitySensor=true, useProximitySensorbyPhone=true, screenBrightness=33, screenAutoBrightnessAdjustment=0.0, brightnessSetByUser=true, useAutoBrightness=true, blockScreenOn=false, lowPowerMode=false, boostScreenBrightness=false, dozeScreenBrightness=-1, dozeScreenState=UNKNOWN, useTwilight=false, useSmartBacklight=true, brightnessWaitMode=false, brightnessWaitRet=true, screenAutoBrightness=-1, userId=0",06ecb2d7,"DisplayPowerController updatePowerState <*> <*> useProximitySensorbyPhone=true, screenBrightness=<*>, screenAutoBrightnessAdjustment=<*>.<*>, brightnessSetByUser=true, useAutoBrightness=true, blockScreenOn=false, lowPowerMode=false, boostScreenBrightness=false, dozeScreenBrightness=-<*>, dozeScreenState=UNKNOWN, useTwilight=false, useSmartBacklight=true, <*> <*> screenAutoBrightness=-<*>, userId=<*>","['mPendingRequestLocked=policy=OFF, useProximitySensor=true,', '33', '0.0', '1', 'brightnessWaitMode=false, brightnessWaitRet=true,', '1', '0']"
533,12-18,17:30:08.855,1795,1795,D,HwWifiP2pService,"onReceive, action:android.intent.action.SCREEN_ON",e84c590b,<*> action:<*>,"['onReceive,', 'android.intent.action.SCREEN_ON']"
534,12-17,20:37:25.373,2852,2852,D,NetWorkUtils,mVSimCurCardType is -1,f14ebdce,mVSimCurCardType is -<*>,['1']
535,12-18,17:43:52.769,2852,3556,I,NetworkController.MobileSignalController(0),"Change in state from: connected=true,enabled=true,level=5,inetCondition=1,iconGroup=IconGroup(4GPLUS),activityIn=false,activityOut=false,rssi=0,lastModified=12-18 05:43:48,isRoaming=false,dataSim=true,networkName=中国移动,networkNameData=中国移动,dataConnected=true,isDefault=true,isEmergency=false,airplaneMode=false,carrierNetworkChangeMode=false,userSetup=true",9a41e9df,Change in state from: <*> <*>,"['connected=true,enabled=true,level=5,inetCondition=1,iconGroup=IconGroup(4GPLUS),activityIn=false,activityOut=false,rssi=0,lastModified=12-18 05:43:48,isRoaming=false,dataSim=true,networkName=中国移动,networkNameData=中国移动,dataConnected=true,isDefault=true,isEmergency=false,airplaneMode=false,carrierNetworkChangeMode=false,userSetup=true']"
536,12-17,19:33:42.202,2852,2852,I,PhoneStatusBar,onStartedWakingUp,680625b1,onStartedWakingUp,[]
537,12-18,09:26:05.004,5224,5283,I,Step_LSC,20002302|REPORT : 2214 47185 1574 0,147e02fb,<*>|REPORT : <*> <*> <*> <*>,"['20002302', '2214', '47185 1574 0']"
538,12-17,21:33:31.719,2852,2852,I,TrafficPanelViewContent,onShowStatusChange show:false,a7dcc523,onShowStatusChange show:false,[]
539,12-18,08:49:14.444,633,31870,I,SDK     ,<2016-12-18 08:49:14> [WARN] SDK: UE-SeC 2016-12-18 8:49:14:444 Level[WARN] magic[3362781472 684]:PubEvt_Close Getting a socket[168] from the Socket-table Failed!,b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-18 08', '49:14', '[WARN]', '', '2016-12-18 8', '49', '14:444 Level[WARN]', '3362781472', '684]:PubEvt_Close', 'Getting', 'a', 'socket[168] from the Socket-table Failed!']"
540,12-18,17:32:42.371,3218,7071,W,PhoneInterfaceManager,shouldBlockLocation running ...,386684f0,<*> running ...,['shouldBlockLocation']
541,12-17,20:00:20.399,1795,1819,D,NetworkManagement,notifyInterfaceClassActivity: client is com.android.server.net.NetworkPolicyManagerService$13@4df0feb,cea6a32f,notifyInterfaceClassActivity: client is <*>,['com.android.server.net.NetworkPolicyManagerService$13@4df0feb']
542,12-18,19:45:42.462,3382,3399,D,QcrilMsgTunnelSocket,Broadcasting intent ACTION_RAC_CHANGED,4b7fa003,Broadcasting intent <*>,['ACTION_RAC_CHANGED']
543,12-18,14:11:20.741,2852,2852,I,BarTransitions.HwPhoneStatusBarView,"transitionTo: mode=MODE_TRANSPARENT, animate=false",84db6a37,transitionTo: <*> animate=false,"['mode=MODE_TRANSPARENT,']"
544,12-18,15:28:35.465,3879,3879,I,HwLauncher,DynamicIcon onResume  isvisible = false   mAttachedToWindow:true    mWindowVisible:falsecom.android.calendar,57f1869f,DynamicIcon onResume isvisible = <*> <*> mWindowVisible:<*>,[]
545,12-17,20:26:47.842,1795,16498,D,PowerManagerService,"ready=true,policy=0,wakefulness=0,wksummary=0x1,uasummary=0x0,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=33,auto=-1,adj=0.0userId=0",2bd0bdb0,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>","['0', '0', '0x1', '0x0', '33', '1', '0', '0']"
546,12-17,23:10:20.429,606,2379,E,libteec ,qsc_send_cmd finish,a072ad60,qsc_send_cmd finish,[]
547,12-18,00:00:50.909,633,31870,I,SDK     ,<2016-12-18 00:00:50> [WARN] SDK: UE-SeC 2016-12-18 0:0:50:909 Level[WARN] magic[3362781472 684]:PubEvt_Close Getting a socket[162] from the Socket-table Failed!,b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-18 00', '00:50', '[WARN]', '', '2016-12-18 0', '0', '50:909 Level[WARN]', '3362781472', '684]:PubEvt_Close', 'Getting', 'a', 'socket[162] from the Socket-table Failed!']"
548,12-18,15:36:07.613,12127,12127,V,BoostFramework,BoostFramework() : mPerf = com.qualcomm.qti.Performance@cfba8f3,4382623a,<*> <*> <*> = <*>@<*>,"['BoostFramework()', ': mPerf', 'com.qualcomm.qti.Performance@cfba8f3']"
549,12-18,00:19:12.641,2852,2852,D,HwCustMobileSignalControllerImpl,"sub =0,strMccMnc =null,hashMccMnc =[],strPlmn =hw_hspap_show_4g",a20cc1e2,"sub =<*>,strMccMnc =null,hashMccMnc =[],strPlmn <*>","['0', '=hw_hspap_show_4g']"
550,12-17,22:51:20.535,1046,1125,D,audio_hw_primary,out_standby: enter: stream (0xf14f0600) usecase(1: low-latency-playback),ca48830d,out_standby: enter: stream (<*>) usecase(<*>: low-latency-playback),"['0xf14f0600', '1']"
551,12-18,18:28:54.181,3626,3626,I,iMonitor,create: 903002006,dede275d,<*> <*>,['create: 903002006']
552,12-18,17:34:37.719,1795,2323,E,UsbDeviceManager,at android.os.FileUtils.readTextFile(FileUtils.java:267),d7497a9b,at <*>,['android.os.FileUtils.readTextFile(FileUtils.java:267)']
553,12-17,20:24:19.304,2852,2852,I,PhoneStatusBar,updateNotificationShade,06327cf8,updateNotificationShade,[]
554,12-17,23:15:26.579,2852,2852,D,NetWorkUtils,mVSimCurCardType is -1,f14ebdce,mVSimCurCardType is -<*>,['1']
555,12-17,20:11:41.593,5215,5215,D,wpa_supplicant,WPS: attr type=0x1042 len=5,5c5162a9,WPS: attr type=<*> len=<*>,"['0x1042', '5']"
556,12-18,19:26:32.600,2852,3556,I,HwNetworkControllerImpl,onReceive: action = android.intent.action.LTE_CA_STATE,0abafcf6,<*> <*> = <*>,"['onReceive: action', 'android.intent.action.LTE_CA_STATE']"
557,12-17,23:20:58.352,1795,10935,I,PowerManager_vibrator,Turning vibrator on for 200 ms.,4ca0d934,Turning vibrator on for <*> ms.,['200']
558,12-18,08:18:48.895,1795,3238,I,AlarmManager,set(PendingIntent{7e8d79c: PendingIntentRecord{e7d85a5 com.tencent.mm broadcastIntent}}) : type=2 triggerAtTime=489137619 win=202498 tElapsed=489137619 maxElapsed=489340117 interval=0 flags=0x8,87ad48a0,set(PendingIntent{<*>: PendingIntentRecord{<*> <*> <*> : type=<*> triggerAtTime=<*> win=<*> tElapsed=<*> maxElapsed=<*> interval=<*> flags=<*>,"['7e8d79c', 'e7d85a5', 'com.tencent.mm broadcastIntent}})', '2', '489137619', '202498', '489137619', '489340117', '0', '0x8']"
559,12-17,23:34:27.890,1046,9753,I,APM_AudioPolicyManager,setOutputDevice() device 0x0002 delayMs 0 force 1,67fc6117,setOutputDevice() device <*> delayMs <*> force <*>,"['0x0002', '0', '1']"
560,12-17,20:26:03.725,1795,17831,D,PowerManagerService,"ready=true,policy=0,wakefulness=0,wksummary=0x1,uasummary=0x0,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=33,auto=-1,adj=0.0userId=0",2bd0bdb0,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>","['0', '0', '0x1', '0x0', '33', '1', '0', '0']"
561,12-17,19:33:42.283,5215,5215,D,wpa_supplicant,wlan0: Starting radio work 'scan'@0x7fb502f3c0 after 0.000036 second wait,0d34c8a4,wlan0: Starting radio work 'scan'@<*> after <*>.<*> second wait,"['0x7fb502f3c0', '0.000036']"
562,12-18,09:26:04.075,2852,2852,W,AppHandler,sendMessage 4,dede275d,<*> <*>,['sendMessage 4']
