LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate,ParameterList
828,Jul,7,08:14:02,calvisitor-10-105-162-178,locationd,82,,Location icon should now be in state 'Inactive',3813df52,Location icon should now be in state <*>,"[""'Inactive'""]"
829,Jul,1,10:13:43,calvisitor-10-105-160-95,SpotlightNetHelper,352,,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",37c8aee1,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",[]
830,Jul,6,03:12:38,calvisitor-10-105-160-37,kernel,0,,kern_open_file_for_direct_io took 9 ms,2bd47c8f,<*> took <*> ms,"['kern_open_file_for_direct_io', '9']"
831,Jul,7,12:23:12,authorMacBook-Pro,com.apple.WebKit.WebContent,37965,,[12:23:12.556] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7fc0606afd60] Byte flume reports host unavailable.,0f0c2047,<*> <<<< CRABS >>>> crabsFlumeHostUnavailable: <*> Byte flume reports host unavailable.,"['[12:23:12.556]', '[0x7fc0606afd60]']"
832,Jul,2,10:54:00,calvisitor-10-105-163-202,com.apple.AddressBook.InternetAccountsBridge,646,,Daemon connection invalidated!,98709a6a,Daemon connection invalidated!,[]
833,Jul,7,21:00:03,calvisitor-10-105-160-85,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 323, items, fQueryRetries, 0, fLastRetryTimestamp, 521178904.7",a12012c8,"NETWORK: requery, 0, 0, 0, 0, <*> items, fQueryRetries, <*> fLastRetryTimestamp, <*>","['323,', '0,', '521178904.7']"
834,Jul,7,23:27:27,calvisitor-10-105-160-85,UserEventAgent,43,,extension com.apple.dt.XcodeBuiltInExtensions -> com.apple.dt.Xcode,1f1a515e,extension <*> -> <*>,"['com.apple.dt.XcodeBuiltInExtensions', '-> com.apple.dt.Xcode']"
835,Jul,4,14:40:37,calvisitor-10-105-162-105,com.apple.WebKit.WebContent,32778,,[14:40:37.034] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,d8cfefd6,<*> <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,['[14:40:37.034]']
836,Jul,7,21:58:05,calvisitor-10-105-160-85,locationd,82,,Location icon should now be in state 'Inactive',3813df52,Location icon should now be in state <*>,"[""'Inactive'""]"
837,Jul,4,23:45:26,calvisitor-10-105-162-105,QQ,10018,,FA||Url||taskID[2019353522] dealloc,a507ad97,<*> dealloc,['FA||Url||taskID[2019353522]']
838,Jul,3,09:33:41,authorMacBook-Pro,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",61cb43e6,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",['com.apple.security.sos.error']
839,Jul,5,23:09:36,authorMacBook-Pro,networkd,195,,nw_path_query_lqm Tried to query LQM on path with no interfaces,9bf40a88,nw_path_query_lqm Tried to query LQM on path with no interfaces,[]
840,Jul,4,06:53:16,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12851 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
841,Jul,7,06:48:45,authorMacBook-Pro,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 865 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
842,Jul,4,08:48:14,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 15417 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
843,Jul,2,18:38:32,authorMacBook-Pro,corecaptured,32639,,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,2fe4ad5c,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,[]
844,Jul,1,13:47:33,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread,016decae,AppleCamIn::wakeEventHandlerThread,[]
845,Jul,5,11:01:41,calvisitor-10-105-160-179,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO,6a6d7984,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from <*> to <*>,"['SUSPENDED', 'AUTO']"
846,Jul,1,11:46:17,authorMacBook-Pro,corecaptured,31437,,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,2fe4ad5c,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,[]
847,Jul,1,23:19:24,calvisitor-10-105-163-202,sandboxd,129,[31940],com.apple.Addres(31940) deny network-outbound /private/var/run/mDNSResponder,19147422,<*> deny network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(31940)']
848,Jul,1,20:17:07,calvisitor-10-105-163-202,quicklookd,31687,,Error returned from iconservicesagent: (null),4d69df78,Error returned from iconservicesagent: (null),[]
849,Jul,6,18:50:29,calvisitor-10-105-162-178,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 2 us,04f0e432,AppleThunderboltNHIType2::prePCIWake - power up complete - took <*> us,['2']
850,Jul,6,08:46:53,calvisitor-10-105-163-253,Safari,9852,,KeychainGetICDPStatus: status: off,7a123c93,KeychainGetICDPStatus: status: off,[]
851,Jul,6,01:11:06,calvisitor-10-105-162-138,kernel,0,,AppleActuatorDevice::stop Entered,0b29f176,<*> Entered,['AppleActuatorDevice::stop']
852,Jul,1,09:34:48,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438099 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
853,Jul,1,11:48:16,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 4615 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
854,Jul,3,18:34:15,calvisitor-10-105-162-32,kernel,0,,ARPT: 683554.362098: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],8f8ef862,ARPT: <*> AirPort_Brcm43xx::syncPowerState: WWEN[enabled],['683554.362098:']
855,Jul,3,07:57:31,authorMacBook-Pro,kernel,0,,ARPT: 673188.800263: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],01660cbd,ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: <*>,"['673188.800263:', 'WWEN[disable]']"
856,Jul,3,16:07:45,authorMacBook-Pro,corecaptured,33544,,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,ea92f231,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,[]
857,Jul,2,18:54:36,calvisitor-10-105-163-202,kernel,0,,"ARPT: 661915.168677: wl0: setup_keepalive: Seq: 973640333, Ack: 2387904247, Win size: 4096",33b587ef,ARPT: <*> wl0: setup_keepalive: Seq: <*> Ack: <*> Win size: 4096,"['661915.168677:', '973640333,', '2387904247,']"
858,Jul,6,13:52:45,calvisitor-10-105-162-178,Mail,11203,,tcp_connection_destination_perform_socket_connect 45241 connectx to 74.125.28.108:143@0 failed: [50] Network is down,c405e5b2,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: <*> Network is <*>,"['45241', '74.125.28.108:143@0', '[50]', 'down']"
859,Jul,3,13:48:27,authorMacBook-Pro,kernel,0,,AppleCamIn::handleWakeEvent_gated,5d3b8c8e,AppleCamIn::handleWakeEvent_gated,[]
860,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0227002b': four character codes must be four characters long.,3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,"[""'0x0227002b':""]"
861,Jul,4,14:26:20,calvisitor-10-105-162-105,CalendarAgent,279,,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],d8e2131a,[<*>] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],['com.apple.calendar.store.log.caldav.coredav']
862,Jul,3,14:07:15,calvisitor-10-105-160-237,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,13635c18,<*> - <*> = <*>,"['AppleCamIn::systemWakeCall', 'messageType', '0xE0000340']"
863,Jul,2,18:09:26,calvisitor-10-105-163-202,kernel,0,,Sandbox: com.apple.Addres(32606) deny(1) network-outbound /private/var/run/mDNSResponder,bb15d06c,Sandbox: <*> deny(1) <*> <*>,"['com.apple.Addres(32606)', 'network-outbound /private/var/run/mDNSResponder']"
864,Jul,6,20:16:45,calvisitor-10-105-162-178,Safari,9852,,KeychainGetICDPStatus: status: off,7a123c93,KeychainGetICDPStatus: status: off,[]
865,Jul,3,13:21:50,calvisitor-10-105-160-237,kernel,0,,AirPort: Link Down on awdl0. Reason 1 (Unspecified).,005b6de9,AirPort: Link Down on awdl0. Reason 1 (Unspecified).,[]
866,Jul,3,22:15:00,airbears2-10-142-110-255,WeChat,24144,,jemmytest,b55176d9,jemmytest,[]
867,Jul,1,10:09:58,authorMacBook-Pro,kernel,0,,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01),6995a7cd,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: <*> <*>,['Host (0x01)']
868,Jul,4,04:15:06,airbears2-10-142-110-255,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,13635c18,<*> - <*> = <*>,"['AppleCamIn::systemWakeCall', 'messageType', '0xE0000340']"
869,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02310016': four character codes must be four characters long.,3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,"[""'0x02310016':""]"
870,Jul,7,13:38:21,authorMacBook-Pro,corecaptured,38124,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-07_13,38,21.650982]-AirPortBrcm4360_Logs-005.txt, Current File [2017-07-07_13,38,21.650982]-AirPortBrcm4360_Logs-005.txt",f1885a0f,CCFile::captureLogRun Skipping current file Dir file <*> Current File <*>,"['[2017-07-07_13,38,21.650982]-AirPortBrcm4360_Logs-005.txt,', '[2017-07-07_13,38,21.650982]-AirPortBrcm4360_Logs-005.txt']"
871,Jul,7,01:33:49,calvisitor-10-105-162-178,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,a5714044,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,['1']
872,Jul,7,12:24:29,authorMacBook-Pro,kernel,0,,ARPT: 770595.414824: framerdy 0x0 bmccmd 3 framecnt 1024,91ae3b89,ARPT: <*> framerdy 0x0 bmccmd <*> framecnt 1024,"['770595.414824:', '3']"
873,Jul,7,12:20:19,calvisitor-10-105-162-178,WindowServer,184,,"handle_will_sleep_auth_and_shield_windows: Ordering out authw 0x7fa82419cc00(2000), shield 0x7fa825a1f000(2001) (lock state: 2)",0b5a47e8,"handle_will_sleep_auth_and_shield_windows: Ordering out authw 0x7fa82419cc00(2000), shield 0x7fa825a1f000(2001) (lock state: 2)",[]
874,Jul,4,09:57:36,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1791 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
875,Jul,3,16:29:05,calvisitor-10-105-160-184,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,6a6d7984,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from <*> to <*>,"['AUTO', 'SUSPENDED']"
876,Jul,7,07:59:27,authorMacBook-Pro,kernel,0,,ARPT: 763726.646534: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,883aa790,ARPT: <*> AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,['763726.646534:']
877,Jul,2,02:45:55,calvisitor-10-105-163-202,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,a5714044,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,['1']
878,Jul,5,19:00:43,authorMacBook-Pro,corecaptured,36291,,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,2fe4ad5c,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,[]
879,Jul,7,13:38:24,authorMacBook-Pro,corecaptured,38124,,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,2fe4ad5c,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,[]
880,Jul,5,16:04:10,calvisitor-10-105-162-107,blued,85,,[BluetoothHIDDeviceController] EventServiceConnectedCallback,9815ad44,[BluetoothHIDDeviceController] <*>,['EventServiceConnectedCallback']
881,Jul,5,03:22:29,calvisitor-10-105-163-10,com.apple.AddressBook.InternetAccountsBridge,35768,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,1b7a983d,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,[]
882,Jul,7,13:58:13,authorMacBook-Pro,configd,53,,network changed: DNS* Proxy,1efe32ce,network changed: DNS* Proxy,[]
883,Jul,7,12:15:44,calvisitor-10-105-162-178,iconservicesagent,328,,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9950411440>.,b7844740,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>,['0x7f9950411440>.']
884,Jul,5,04:12:21,calvisitor-10-105-163-10,kernel,0,,"pages 1298860, wire 411305, act 40000, inact 0, cleaned 0 spec 0, zf 0, throt 0, compr 40, xpmapped 40000",d477ed02,"pages <*> wire <*> act <*> inact <*> cleaned 0 spec <*> zf <*> throt 0, compr <*> xpmapped 40000","['1298860,', '411305,', '40000,', '0,', '0,', '0,', '40,']"
885,Jul,7,06:06:31,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1005 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
886,Jul,3,21:30:39,authorMacBook-Pro,networkd,195,,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,9a054d77,-[NETClientConnection effectiveBundleID] using process name <*> as bundle ID (this is expected for daemons without bundle ID,['apsd']
887,Jul,7,20:31:59,calvisitor-10-105-160-85,quicklookd,38603,,Error returned from iconservicesagent: (null),4d69df78,Error returned from iconservicesagent: (null),[]
888,Jul,6,11:14:57,calvisitor-10-105-163-253,kernel,0,,en0::IO80211Interface::postMessage bssid changed,b7a2d271,en0::IO80211Interface::postMessage bssid changed,[]
889,Jul,7,08:56:08,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 14943 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
890,Jul,2,13:03:27,calvisitor-10-105-163-202,kernel,0,,"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0",fddcfc77,"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0",[]
891,Jul,4,09:01:43,authorMacBook-Pro,networkd,195,,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,9a054d77,-[NETClientConnection effectiveBundleID] using process name <*> as bundle ID (this is expected for daemons without bundle ID,['apsd']
892,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x020d0009': four character codes must be four characters long.,3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,"[""'0x020d0009':""]"
893,Jul,4,21:35:52,calvisitor-10-105-162-105,kernel,0,,ARPT: 713437.127878: wl0: setup_keepalive: Remote IP: 17.249.28.85,703d433b,ARPT: <*> wl0: <*> <*> <*> <*>,"['713437.127878:', 'setup_keepalive:', 'Remote IP: 17.249.28.85']"
894,Jul,3,01:54:28,authorMacBook-Pro,ntpd,207,,wake time set +0.574907 s,b35055fa,wake time set <*> s,['+0.574907']
895,Jul,3,05:07:43,authorMacBook-Pro,kernel,0,,ARPT: 672660.715113: wl0: MDNS: IPV6 Addr: fe80:0:0:0:c6b3:1ff:fecd:467f,55561498,ARPT: <*> wl0: MDNS: IPV6 Addr: <*>,"['672660.715113:', 'fe80:0:0:0:c6b3:1ff:fecd:467f']"
896,Jul,5,10:57:01,calvisitor-10-105-160-179,QQ,10018,,2017/07/05 10:57:01.133 | I | VoipWrapper  | DAVEngineImpl.cpp:1400:Close             | close video chat. llFriendUIN = 535204893.,e3d70e64,<*> <*> | I | VoipWrapper | DAVEngineImpl.cpp:1400:Close | close video chat. llFriendUIN = <*>,[]
897,Jul,7,16:45:59,authorMacBook-Pro,corecaptured,38241,,"CCLogTap::profileRemoved, Owner: com.apple.iokit.IO80211Family, Name: OneStats",19ae0400,"<*> Owner: <*>, Name: <*>","['CCLogTap::profileRemoved,', 'com.apple.iokit.IO80211Family', 'OneStats']"
898,Jul,2,19:34:33,calvisitor-10-105-163-202,com.apple.cts,43,,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2796 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
899,Jul,6,14:07:50,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,13635c18,<*> - <*> = <*>,"['AppleCamIn::systemWakeCall', 'messageType', '0xE0000340']"
900,Jul,3,04:55:53,authorMacBook-Pro,kernel,0,,ARPT: 672626.125910: wl0: setup_keepalive: Remote IP: 17.249.12.82,703d433b,ARPT: <*> wl0: <*> <*> <*> <*>,"['672626.125910:', 'setup_keepalive:', 'Remote IP: 17.249.12.82']"
901,Jul,3,15:47:12,calvisitor-10-105-160-237,kernel,0,,ARPT: 682683.419523: AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,917783b9,ARPT: <*> AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,['682683.419523:']
902,Jul,6,03:12:49,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 23674 failed: 3 - No network route,54c05f44,tcp_connection_handle_connect_conditions_bad <*> failed: 3 - No network route,['23674']
903,Jul,7,22:59:47,calvisitor-10-105-160-85,kernel,0,,in6_unlink_ifa: IPv6 address 0x77c911454f1524fb has no prefix,df7d7c2a,in6_unlink_ifa: IPv6 address <*> has no prefix,['0x77c911454f1524fb']
904,Jul,3,05:33:54,authorMacBook-Pro,kernel,0,,"PM response took 446 ms (54, powerd)",c6d1845b,PM response took <*> ms <*> <*>,"['446', '(54, powerd)']"
905,Jul,3,13:40:27,calvisitor-10-105-160-237,QQ,10018,,2017/07/03 13:40:27.580 | I | VoipWrapper  | DAVEngineImpl.cpp:1400:Close             | close video chat. llFriendUIN = 270674029.,e3d70e64,<*> <*> | I | VoipWrapper | DAVEngineImpl.cpp:1400:Close | close video chat. llFriendUIN = <*>,[]
906,Jul,5,14:56:13,authorMacBook-Pro,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO,6a6d7984,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from <*> to <*>,"['SUSPENDED', 'AUTO']"
907,Jul,4,04:27:27,airbears2-10-142-110-255,com.apple.cts,258,,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 31064 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
908,Jul,3,12:05:18,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[12:05:18.850] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,d8cfefd6,<*> <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,['[12:05:18.850]']
909,Jul,7,23:13:24,calvisitor-10-105-160-85,Mail,11203,,tcp_connection_destination_perform_socket_connect 47509 connectx to 123.125.50.30:143@0 failed: [50] Network is down,c405e5b2,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: <*> Network is <*>,"['47509', '123.125.50.30:143@0', '[50]', 'down']"
910,Jul,7,21:37:56,calvisitor-10-105-160-85,locationd,82,,Location icon should now be in state 'Inactive',3813df52,Location icon should now be in state <*>,"[""'Inactive'""]"
911,Jul,3,21:18:09,calvisitor-10-105-161-225,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,ca501184,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,[]
912,Jul,1,22:26:58,calvisitor-10-105-163-202,CommCenter,263,,Telling CSI to go low power.,7fac0d01,Telling CSI to <*> low power.,['go']
913,Jul,3,12:35:59,authorMacBook-Pro,corecaptured,33373,,"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-03_12,35,57.446283] - AssocFail:sts:2_rsn:0.xml",8dc94ec9,doSaveChannels@286: Will write to: <*> - <*>,"['/Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-03_12,35,57.446283]', 'AssocFail:sts:2_rsn:0.xml']"
914,Jul,5,14:04:25,authorMacBook-Pro,corecaptured,36034,,Received Capture Event,3f143fab,Received Capture Event,[]
915,Jul,2,18:09:04,calvisitor-10-105-163-202,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 541 seconds.  Ignoring.",8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",[]
916,Jul,5,22:29:15,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 23548 failed: 3 - No network route,54c05f44,tcp_connection_handle_connect_conditions_bad <*> failed: 3 - No network route,['23548']
917,Jul,5,19:00:15,authorMacBook-Pro,kernel,0,,ARPT: 728482.996146: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,883aa790,ARPT: <*> AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,['728482.996146:']
918,Jul,7,07:15:32,calvisitor-10-105-162-178,kernel,0,,ARPT: 763490.115583: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:91bb:e566:683f:7f6,55561498,ARPT: <*> wl0: MDNS: IPV6 Addr: <*>,"['763490.115583:', '2607:f140:6000:8:91bb:e566:683f:7f6']"
919,Jul,5,14:04:24,authorMacBook-Pro,corecaptured,36034,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,2d0d617f,CCFile::captureLogRun() Exiting CCFile::captureLogRun,[]
920,Jul,4,23:11:16,calvisitor-10-105-162-105,kernel,0,,kern_open_file_for_direct_io took 5 ms,2bd47c8f,<*> took <*> ms,"['kern_open_file_for_direct_io', '5']"
921,Jul,3,21:13:29,calvisitor-10-105-161-225,Safari,9852,,KeychainGetICDPStatus: status: off,7a123c93,KeychainGetICDPStatus: status: off,[]
922,Jul,1,11:45:05,calvisitor-10-105-160-95,mDNSResponder,91,,mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF),a65ff77f,<*> Frequent transitions for interface <*> <*>,"['mDNS_DeregisterInterface:', 'awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF)']"
923,Jul,3,09:21:34,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,33201,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 2,fe0771c3,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,['2']
924,Jul,4,07:10:01,calvisitor-10-105-162-105,kernel,0,,"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0",fddcfc77,"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0",[]
925,Jul,3,16:42:38,authorMacBook-Pro,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,209c69a9,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,[]
926,Jul,7,00:43:26,calvisitor-10-105-162-178,kernel,0,,ARPT: 761627.357625: AirPort_Brcm43xx::powerChange: System Sleep,e61842f1,ARPT: <*> AirPort_Brcm43xx::powerChange: System Sleep,['761627.357625:']
927,Jul,5,16:24:29,authorMacBook-Pro,corecaptured,36150,,CCFile::captureLog,4a019d20,CCFile::captureLog,[]
928,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x029f0059': four character codes must be four characters long.,3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,"[""'0x029f0059':""]"
929,Jul,6,14:15:59,authorMacBook-Pro,corecaptured,37027,,Received Capture Event,3f143fab,Received Capture Event,[]
930,Jul,7,00:43:08,calvisitor-10-105-162-178,QQ,10018,,2017/07/07 00:43:08.754 | I | VoipWrapper  | DAVEngineImpl.cpp:1400:Close             | close video chat. llFriendUIN = 1742124257.,e3d70e64,<*> <*> | I | VoipWrapper | DAVEngineImpl.cpp:1400:Close | close video chat. llFriendUIN = <*>,[]
931,Jul,6,09:03:36,calvisitor-10-105-163-253,com.apple.AddressBook.InternetAccountsBridge,36700,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,fe0771c3,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,['3']
932,Jul,3,13:31:32,calvisitor-10-105-160-237,kernel,0,,ARPT: 681446.072377: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],01660cbd,ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: <*>,"['681446.072377:', 'WWEN[disable]']"
933,Jul,1,14:52:03,calvisitor-10-105-160-95,BezelServices 255.10,94,,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,83801e0d,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,[]
934,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02cd0003': four character codes must be four characters long.,3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,"[""'0x02cd0003':""]"
