LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate,ParameterList
913,Jul,6,19:32:24,calvisitor-10-105-162-178,com.apple.cts,258,,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 63167 seconds.  Ignoring.",ce2b0e13,<*> scheduler_evaluate_activity told me to run this job; however but the start time isn't for <*> seconds. Ignoring.,"['com.apple.EscrowSecurityAlert.daily', '63167']"
914,Jul,7,00:26:36,calvisitor-10-105-162-178,Preview,11512,,Unable to simultaneously satisfy constraints:,40c4381f,Unable to simultaneously satisfy constraints,[]
915,Jul,1,09:01:41,calvisitor-10-105-160-95,kernel,0,,ARPT: 620698.465936: wl0: setup_keepalive: Local IP: 10.105.160.95,59d5bf23,ARPT <*> wl0 setup_keepalive <*> IP <*>,"['620698.465936:', 'Local', '10.105.160.95']"
916,Jul,1,09:44:23,authorMacBook-Pro,kernel,0,,ARPT: 621641.111099: ARPT: Wake Reason: Wake on Scan offload,9deb43f7,ARPT <*> ARPT Wake Reason Wake on Scan offload,['621641.111099:']
917,Jul,1,09:32:16,calvisitor-10-105-160-95,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,a4767cd8,IO80211AWDLPeerManager setAwdlAutoMode Resuming AWDL,[]
918,Jul,2,23:48:49,authorMacBook-Pro,kernel,0,,Wake reason: RTC (Alarm),03bd8bcc,Wake reason <*>,['RTC (Alarm']
919,Jul,7,02:01:24,calvisitor-10-105-162-178,com.apple.CDScheduler,43,,Thermal pressure state: 0 Memory pressure state: 0,6688d8b1,Thermal pressure state 0 Memory pressure state 0,[]
920,Jul,3,15:46:29,calvisitor-10-105-160-237,sandboxd,129,[10018],QQ(10018) deny mach-lookup com.apple.networking.captivenetworksupport,6510063f,QQ(10018) <*> mach-lookup <*>,"['deny', 'com.apple.networking.captivenetworksupport']"
921,Jul,5,03:08:47,calvisitor-10-105-163-10,com.apple.AddressBook.InternetAccountsBridge,35762,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,db81b272,dnssd_clientstub ConnectToServer connect()-> No of tries <*>,['3']
922,Jul,3,12:36:17,calvisitor-10-105-160-237,Evernote,12456,,CFNetwork SSLHandshake failed (-9807),515677b7,CFNetwork SSLHandshake failed <*>,['9807']
923,Jul,3,01:43:04,authorMacBook-Pro,kernel,0,,ARPT: 671999.849339: AirPort_Brcm43xx::powerChange: System Sleep,bf54a5d4,ARPT <*> AirPort_Brcm43xx powerChange System Sleep,['671999.849339:']
924,Jul,8,03:32:43,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 25935 failed: 3 - No network route,324e9f27,tcp_connection_handle_connect_conditions_bad <*> failed 3 - No network route,['25935']
925,Jul,3,14:20:47,calvisitor-10-105-160-237,Dock,307,,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-03 21:20:47 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),ab83a05b,-[UABestAppSuggestionManager notifyBestAppChanged type options bundleIdentifier activityType dynamicIdentifier when confidence deviceName deviceIdentifier deviceType ] (null) UASuggestedActionType 0 (null)/(null) opts (null) when <*> <*> <*> <*> +0000 confidence 1 from (null)/(null) (UABestAppSuggestionManager.m #319),"['', '', '2017-07-03 21:20:47']"
926,Jul,3,13:54:05,calvisitor-10-105-160-237,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,20494596,AppleThunderboltNHIType2 waitForOk2Go2Sx - <*>,['intel_rp = 1 dlla_reporting_supported = 0']
927,Jul,3,16:28:39,authorMacBook-Pro,corecaptured,33544,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_16,28,39.971064]-AirPortBrcm4360_Logs-053.txt, Current File [2017-07-03_16,28,39.971064]-AirPortBrcm4360_Logs-053.txt",ce70ef54,CCFile captureLogRun Skipping current file Dir file <*> <*> <*> Current File <*>,"['', '[2017-07-03_16,28,39.971064]-AirPortBrcm4360_Logs-053.txt', '2017-07-03_16,28,39.971064]-AirPortBrcm4360_Logs-053.txt']"
928,Jul,1,09:30:43,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12868 seconds.  Ignoring.",ce2b0e13,<*> scheduler_evaluate_activity told me to run this job; however but the start time isn't for <*> seconds. Ignoring.,"['com.apple.EscrowSecurityAlert.daily', '12868']"
929,Jul,3,08:57:14,authorMacBook-Pro,kernel,0,,AppleCamIn::handleWakeEvent_gated,5612c34c,AppleCamIn handleWakeEvent_gated,[]
930,Jul,7,13:38:24,authorMacBook-Pro,kernel,0,,ARPT: 770674.512603: framerdy 0x0 bmccmd 3 framecnt 1024,957c9551,ARPT <*> framerdy 0x0 bmccmd <*> framecnt 1024,"['770674.512603:', '3']"
931,Jul,7,20:58:42,calvisitor-10-105-160-85,WeChat,24144,,jemmytest,b55176d9,jemmytest,[]
932,Jul,7,18:11:56,calvisitor-10-105-160-85,kernel,0,,"ARPT: 775778.741991: wl0: setup_keepalive: Seq: 2533952060, Ack: 4265938572, Win size: 4096",a6622136,ARPT <*> wl0 <*> <*> Seq <*> Ack <*> Win size 4096,"['775778.741991:', 'setup_keepalive:', '2533952060,', '4265938572,']"
933,Jul,7,12:24:29,authorMacBook-Pro,corecaptured,38064,,"CCFile::copyFile fileName is [2017-07-07_12,24,25.108711]-CCIOReporter-007.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-07_12,24,25.108711]-CCIOReporter-007.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-07_12,24,29.298901]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-07_12,24,25.108711]-CCIOReporter-007.xml",bfd4754b,CCFile copyFile fileName is [2017-07-07_12 24 <*> source path /var/log/CoreCapture/<*>/OneStats//[2017-07-07_12 24 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07_12 24 <*> <*> sts <*> <*> 24 <*>,"['25.108711]-CCIOReporter-007.xml,', 'com.apple.iokit.IO80211Family', '25.108711]-CCIOReporter-007.xml,', 'com.apple.iokit.IO80211Family', '29.298901]=AuthFail', '5_rsn:0/OneStats//[2017-07-07_12', '25.108711]-CCIOReporter-007.xml']"
934,Jul,1,10:00:22,calvisitor-10-105-160-95,kernel,0,,en0: channel changed to 1,71a3183a,en0 channel changed to <*>,['1']
935,Jul,7,08:26:44,calvisitor-10-105-162-178,kernel,0,,ARPT: 763838.141061: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,b963e0e1,ARPT <*> wl0 leaveModulePoweredForOffloads Wi-Fi will stay on.,['763838.141061:']
936,Jul,5,10:31:18,calvisitor-10-105-163-10,blued,85,,Error: [AppleBluetoothHIDDeviceGen2][_setEventService:]Couldn't copy BD_ADDR,e49b03a8,Error [AppleBluetoothHIDDeviceGen2][_setEventService ]Couldn't copy BD_ADDR,[]
937,Jul,3,14:20:47,calvisitor-10-105-160-237,kernel,0,,AppleCamIn::wakeEventHandlerThread,bb8e78cb,AppleCamIn wakeEventHandlerThread,[]
938,Jul,5,21:08:02,authorMacBook-Pro,kernel,0,,[IOBluetoothHostController::setConfigState] calling registerService,d22eb749,[IOBluetoothHostController setConfigState] calling registerService,[]
939,Jul,5,11:42:06,authorMacBook-Pro,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,79e3d1d0,IO80211AWDLPeerManager setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,[]
940,Jul,6,12:05:06,authorMacBook-Pro,kernel,0,,en0: channel changed to 1,71a3183a,en0 channel changed to <*>,['1']
941,Jul,3,06:46:00,authorMacBook-Pro,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",d4385c20,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure Error Domain <*> Code 1035 ""Account identity not set"" UserInfo {NSDescription Account identity not set}",['com.apple.security.sos.error']
942,Jul,1,09:23:26,calvisitor-10-105-160-95,kernel,0,,AirPort: Link Up on awdl0,43827e0b,AirPort Link Up on <*>,['awdl0']
943,Jul,7,20:52:49,calvisitor-10-105-160-85,Safari,9852,,KeychainGetICDPStatus: status: off,141be128,KeychainGetICDPStatus status off,[]
944,Jul,1,09:34:42,calvisitor-10-105-160-95,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,c25cc5f9,IOThunderboltSwitch<0>(0x0) listenerCallback - Thunderbolt HPD packet for route 0x0 port <*> unplug 0,['= 11']
945,Jul,4,07:08:10,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 11957 seconds.  Ignoring.",ce2b0e13,<*> scheduler_evaluate_activity told me to run this job; however but the start time isn't for <*> seconds. Ignoring.,"['com.apple.suggestions.harvest', '11957']"
946,Jul,7,14:47:12,calvisitor-10-105-160-205,kernel,0,,ARPT: 771454.486247: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],819a413c,ARPT <*> AirPort_Brcm43xx platformWoWEnable <*>,"['771454.486247:', 'WWEN[enable']"
947,Jul,7,13:40:31,authorMacBook-Pro,configd,53,,network changed: v6(en0-:2607:f140:6000:8:cc52:203c:db5:3f62) DNS- Proxy-,60214de1,network changed <*> <*> <*> <*> <*> <*> <*> <*> <*> DNS- Proxy-,"['', '', '', '', '', 'v6(en0-:2607:f140:6000:8:cc52:203c:db5:3f62']"
948,Jul,6,05:04:00,calvisitor-10-105-163-168,kernel,0,,Wake reason: RTC (Alarm),03bd8bcc,Wake reason <*>,['RTC (Alarm']
949,Jul,4,18:07:00,calvisitor-10-105-162-105,kernel,0,,RTC: PowerByCalendarDate setting ignored,f16d6f35,RTC PowerByCalendarDate setting ignored,[]
950,Jul,7,02:42:59,calvisitor-10-105-162-178,kernel,0,,ARPT: 762237.789650: wl0: setup_keepalive: Remote IP: 17.249.28.94,59d5bf23,ARPT <*> wl0 setup_keepalive <*> IP <*>,"['762237.789650:', 'Remote', '17.249.28.94']"
951,Jul,3,03:31:47,authorMacBook-Pro,kernel,0,,AppleCamIn::handleWakeEvent_gated,5612c34c,AppleCamIn handleWakeEvent_gated,[]
952,Jul,4,01:48:57,airbears2-10-142-110-255,kernel,0,,"ARPT: 698152.618920: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 3442243053, Ack 1263055863, Win size 278",90e20638,ARPT <*> wl0 wl_update_tcpkeep_seq Updated seq/ack/win from UserClient Seq <*> Ack <*> Win size <*>,"['698152.618920:', '3442243053,', '1263055863,', '278']"
953,Jul,6,20:14:47,calvisitor-10-105-162-178,Safari,9852,,KeychainGetICDPStatus: keychain: -25300,e74ce4d4,KeychainGetICDPStatus keychain -25300,[]
954,Jul,7,21:58:05,calvisitor-10-105-160-85,locationd,82,,Location icon should now be in state 'Inactive',3813df52,Location icon should now be in state <*>,['Inactive']
955,Jul,5,17:24:18,calvisitor-10-105-163-9,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,79938720,-[NetworkAnalyticsEngine _writeJournalRecord fromCellFingerprint key atLOI ofKind lqm isFaulty ] Hashing of the primary key failed. Dropping the journal record.,[]
956,Jul,4,19:56:39,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35229,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 2,db81b272,dnssd_clientstub ConnectToServer connect()-> No of tries <*>,['2']
957,Jul,3,18:56:27,authorMacBook-Pro,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,79938720,-[NetworkAnalyticsEngine _writeJournalRecord fromCellFingerprint key atLOI ofKind lqm isFaulty ] Hashing of the primary key failed. Dropping the journal record.,[]
958,Jul,5,16:46:50,airbears2-10-142-108-38,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,f55981fa,send_datagram_available_ping pid 445 failed to act on a ping it dequeued before timing out.,[]
959,Jul,4,08:07:31,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 8396 seconds.  Ignoring.",ce2b0e13,<*> scheduler_evaluate_activity told me to run this job; however but the start time isn't for <*> seconds. Ignoring.,"['com.apple.suggestions.harvest', '8396']"
960,Jul,1,11:49:35,calvisitor-10-105-160-95,configd,53,,"setting hostname to ""calvisitor-10-105-160-95.calvisitor.1918.berkeley.edu""",91eeaa24,setting hostname to <*>,['calvisitor-10-105-160-95.calvisitor.1918.berkeley.edu']
961,Jul,2,13:00:07,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,71ed56f2,AppleCamIn systemWakeCall - messageType <*>,['0xE0000340']
962,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x024d0002': four character codes must be four characters long.,3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,"[""'0x024d0002':""]"
963,Jul,4,01:49:17,airbears2-10-142-110-255,kernel,0,,Sandbox: com.apple.Addres(34197) deny(1) network-outbound /private/var/run/mDNSResponder,74ccb6be,Sandbox <*> deny(1) network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(34197)']
964,Jul,2,20:15:46,calvisitor-10-105-163-202,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1052 seconds.  Ignoring.",ce2b0e13,<*> scheduler_evaluate_activity told me to run this job; however but the start time isn't for <*> seconds. Ignoring.,"['com.apple.Safari.SafeBrowsing.Update', '1052']"
965,Jul,2,22:29:50,authorMacBook-Pro,locationd,82,,Location icon should now be in state 'Active',3813df52,Location icon should now be in state <*>,['Active']
966,Jul,4,11:28:36,authorMacBook-Pro,kernel,0,,"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0",a0627c3b,Setting BTCoex Config enable_2G 1 profile_2g 0 enable_5G 1 profile_5G 0,[]
967,Jul,3,12:36:15,calvisitor-10-105-160-237,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,a4767cd8,IO80211AWDLPeerManager setAwdlAutoMode Resuming AWDL,[]
968,Jul,4,20:38:13,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1846 seconds.  Ignoring.",ce2b0e13,<*> scheduler_evaluate_activity told me to run this job; however but the start time isn't for <*> seconds. Ignoring.,"['com.apple.Safari.SafeBrowsing.Update', '1846']"
969,Jul,4,04:51:41,airbears2-10-142-110-255,kernel,0,,ARPT: 698896.831598: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],819a413c,ARPT <*> AirPort_Brcm43xx platformWoWEnable <*>,"['698896.831598:', 'WWEN[enable']"
970,Jul,7,11:28:11,calvisitor-10-105-162-178,com.apple.ncplugin.WorldClock,37954,,Error in CoreDragRemoveTrackingHandler: -1856,e17e31e5,Error in <*> -1856,['CoreDragRemoveTrackingHandler:']
971,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x007b0003': four character codes must be four characters long.,3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,"[""'0x007b0003':""]"
972,Jul,6,12:02:58,authorMacBook-Pro,corecaptured,36918,,CCFile::captureLog,41cc71b5,CCFile captureLog <*>,[]
973,Jul,5,00:18:01,authorMacBook-Pro,networkd,195,,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc22672 184.105.67.74:8080,086cf4fa,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>,"['', 'QQ.10018 tc22672 184.105.67.74:8080']"
974,Jul,7,14:03:25,calvisitor-10-105-160-205,identityservicesd,272,,<IMMacNotificationCenterManager: 0x7ff1b2d17980>:    NC Disabled: NO,2f9cca89,<IMMacNotificationCenterManager <*> NC Disabled NO,['0x7ff1b2d17980>:']
975,Jul,1,11:49:29,calvisitor-10-105-160-95,kernel,0,,en0: channel changed to 1,71a3183a,en0 channel changed to <*>,['1']
976,Jul,6,16:29:42,authorMacBook-Pro,kernel,0,,en0: 802.11d country code set to 'US'.,591758ae,en0 802.11d country code set to <*>,['US']
977,Jul,7,12:30:29,calvisitor-10-105-162-178,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,a4767cd8,IO80211AWDLPeerManager setAwdlAutoMode Resuming AWDL,[]
978,Jul,5,16:04:10,calvisitor-10-105-162-107,blued,85,,[BluetoothHIDDeviceController] EventServiceConnectedCallback,23320c25,[BluetoothHIDDeviceController] EventServiceConnectedCallback,[]
979,Jul,1,20:28:42,calvisitor-10-105-163-202,QQ,10018,,FA||Url||taskID[2019353075] dealloc,e15b782a,FA||Url||taskID[2019353075] dealloc,[]
980,Jul,4,10:56:48,calvisitor-10-105-162-105,Dock,307,,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-04 17:56:48 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),ab83a05b,-[UABestAppSuggestionManager notifyBestAppChanged type options bundleIdentifier activityType dynamicIdentifier when confidence deviceName deviceIdentifier deviceType ] (null) UASuggestedActionType 0 (null)/(null) opts (null) when <*> <*> <*> <*> +0000 confidence 1 from (null)/(null) (UABestAppSuggestionManager.m #319),"['', '', '2017-07-04 17:56:48']"
981,Jul,1,09:04:33,calvisitor-10-105-160-95,kernel,0,,en0: channel changed to 1,71a3183a,en0 channel changed to <*>,['1']
982,Jul,4,08:20:56,calvisitor-10-105-162-105,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO,79e3d1d0,IO80211AWDLPeerManager setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,[]
983,Jul,1,11:41:45,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1580 seconds.  Ignoring.",ce2b0e13,<*> scheduler_evaluate_activity told me to run this job; however but the start time isn't for <*> seconds. Ignoring.,"['com.apple.Safari.SafeBrowsing.Update', '1580']"
984,Jul,6,11:15:13,calvisitor-10-105-163-253,kernel,0,,ARPT: 739013.351161: wl0: setup_keepalive: Remote IP: 17.249.12.95,59d5bf23,ARPT <*> wl0 setup_keepalive <*> IP <*>,"['739013.351161:', 'Remote', '17.249.12.95']"
985,Jul,7,18:11:45,calvisitor-10-105-160-85,corecaptured,38477,,"CCFile::copyFile fileName is [2017-07-07_18,11,45.030236]-AirPortBrcm4360_Logs-002.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-07_18,11,45.030236]-AirPortBrcm4360_Logs-002.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-07_18,11,44.912991]=AuthFail:sts:2_rsn:0/DriverLogs//[2017-07-07_18,11,45.030236]-AirPortBrcm4360_Logs-002.txt",1fb1cc38,CCFile copyFile fileName is [2017-07-07_18 11 45.030236]-AirPortBrcm4360_Logs-002.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-07_18 11 45.030236]-AirPortBrcm4360_Logs-002.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07_18 11 44.912991] AuthFail sts 2_rsn 0/DriverLogs//[2017-07-07_18 11 45.030236]-AirPortBrcm4360_Logs-002.txt,"['com.apple.driver.AirPort.Brcm4360.0', 'com.apple.driver.AirPort.Brcm4360.0']"
986,Jul,5,17:01:12,airbears2-10-142-108-38,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,f55981fa,send_datagram_available_ping pid 445 failed to act on a ping it dequeued before timing out.,[]
987,Jul,1,13:42:09,calvisitor-10-105-160-95,kernel,0,,Sandbox: com.apple.Addres(31601) deny(1) network-outbound /private/var/run/mDNSResponder,74ccb6be,Sandbox <*> deny(1) network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(31601)']
988,Jul,7,18:37:08,calvisitor-10-105-160-85,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds,c910c040,AppleThunderboltGenericHAL earlyWake - complete - took <*> milliseconds,['0']
989,Jul,2,19:07:18,calvisitor-10-105-163-202,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,71ed56f2,AppleCamIn systemWakeCall - messageType <*>,['0xE0000340']
990,Jul,7,20:28:07,calvisitor-10-105-160-85,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,f55981fa,send_datagram_available_ping pid 445 failed to act on a ping it dequeued before timing out.,[]
991,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0246040c': four character codes must be four characters long.,3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,"[""'0x0246040c':""]"
992,Jul,3,12:31:17,authorMacBook-Pro,kernel,0,,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Button (0x03),3009024c,[HID] [ATC] AppleDeviceManagementHIDEventService processWakeReason Wake reason <*>,['Button (0x03']
993,Jul,4,04:03:13,airbears2-10-142-110-255,kernel,0,,Sandbox: com.apple.Addres(34289) deny(1) network-outbound /private/var/run/mDNSResponder,74ccb6be,Sandbox <*> deny(1) network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(34289)']
994,Jul,4,01:12:27,airbears2-10-142-110-255,kernel,0,,in6_unlink_ifa: IPv6 address 0x77c9114551ab23ab has no prefix,737f318e,in6_unlink_ifa IPv6 address <*> has no prefix,['0x77c9114551ab23ab']
995,Jul,3,23:23:14,airbears2-10-142-110-255,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO,79e3d1d0,IO80211AWDLPeerManager setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,[]
996,Jul,3,15:47:14,calvisitor-10-105-160-237,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,79e3d1d0,IO80211AWDLPeerManager setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,[]
997,Jul,5,16:12:54,authorMacBook-Pro,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,22f380e7,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,[]
998,Jul,2,18:38:31,authorMacBook-Pro,kernel,0,,"ARPT: 661761.485723: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,",d22a11a1,ARPT <*> IOPMPowerSource Information <*> SleepType Normal Sleep 'ExternalConnected' <*> 'TimeRemaining' <*>,"['661761.485723:', 'onWake,', 'Yes,', '0']"
999,Jul,7,13:38:22,authorMacBook-Pro,corecaptured,38124,,CCFile::captureLog,41cc71b5,CCFile captureLog <*>,[]
1000,Jul,5,12:12:34,calvisitor-10-105-160-226,sharingd,30299,,12:12:34.161 : Purged contact hashes,90d02efd,12 <*> <*> Purged contact hashes,['12:34.161 :']
1001,Jul,3,20:25:14,calvisitor-10-105-161-225,GoogleSoftwareUpdateAgent,33847,,"2017-07-03 20:25:14.622 GoogleSoftwareUpdateAgent[33847/0x7000002a0000] [lvl=2] -[KSAgentApp uploadStats:] Successfully uploaded stats <KSStatsCollection:0x1005305f0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Stats/Keystone.stats"", count=5, stats={",f3fd406a,"2017-07-03 20 25 14.622 GoogleSoftwareUpdateAgent[33847/0x7000002a0000] [lvl 2] -[KSAgentApp uploadStats ] Successfully uploaded stats <KSStatsCollection 0x1005305f0 path ""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Stats/Keystone.stats"" count 5 stats {",[]
1002,Jul,1,13:20:12,calvisitor-10-105-160-95,kernel,0,,Bluetooth -- LE is supported - Disable LE meta event,c86dfdd9,Bluetooth -- LE is supported - Disable LE meta event,[]
1003,Jul,3,11:54:22,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:54:22.798] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1c74b0a2,<*> <*> <*> <<<< Boss >>>> figPlaybackBossPrerollCompleted unexpected preroll-complete notification,"['', '11:54:22.798]']"
1004,Jul,1,09:01:24,calvisitor-10-105-160-95,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,79e3d1d0,IO80211AWDLPeerManager setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,[]
1005,Jul,3,22:04:12,airbears2-10-142-110-255,WeChat,24144,,jemmytest,b55176d9,jemmytest,[]
1006,Jul,7,02:28:43,calvisitor-10-105-162-178,sandboxd,129,[37670],com.apple.Addres(37670) deny network-outbound /private/var/run/mDNSResponder,19147422,<*> deny network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(37670']
1007,Jul,3,18:57:57,calvisitor-10-105-162-32,kernel,0,,hibernate_rebuild_pmap_structs done: last_valid_compact_indx 285685,880b031b,hibernate_rebuild_pmap_structs done last_valid_compact_indx <*>,['285685']
1008,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00bc0000': four character codes must be four characters long.,3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,"[""'0x00bc0000':""]"
1009,Jul,8,05:52:48,calvisitor-10-105-162-124,QQ,10018,,FA||Url||taskID[2019353858] dealloc,701bcd13,FA||Url||taskID[2019353858] dealloc,[]
1010,Jul,1,13:06:58,calvisitor-10-105-160-95,com.apple.AddressBook.InternetAccountsBridge,31583,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 2,db81b272,dnssd_clientstub ConnectToServer connect()-> No of tries <*>,['2']
