LineId,LogId,Node,Component,State,Time,Flag,Content,EventId,EventTemplate,ParameterList
1069,26212,gige7,gige,temperature,1101179538,1,normal,fea08751,normal,[]
1070,236881,node-219,action,start,1079015233,1,wait  (command 2559),28889bc4,wait (command <*>,['2559']
1071,155602,node-139,node,temperature,1113539706,1,ambient=31,92f0ab0d,ambient<*>,['31']
1072,379627,Interconnect-0N00,switch_module,fan,1141828030,1,Fan speeds ( 3534 3534 3375 6081 3497 3479 ),45f1e193,Fan speeds ( 3534 <*> 3375 <*> <*> 3479 ),"['3534', '6081 3497']"
1073,341118,Interconnect-1N00,switch_module,error,1083629985,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1074,135563,node-148,node,status,1077805873,1,configured out,8cfafe98,configured out,[]
1075,240482,gige6,gige,temperature,1118168136,1,warning,7b83d3f0,warning,[]
1076,164059,Interconnect-0N03,switch_module,error,1114095555,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1077,280744,Interconnect-1T01,switch_module,error,1079735330,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1078,340082,node-120,node,status,1083317700,0,running,75101dcd,running,[]
1079,186378,Interconnect-0N03,switch_module,error,1077903181,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1080,72508,gige3,gige,temperature,1127067324,1,warning,7b83d3f0,warning,[]
1081,406755,node-251,node,status,1089900155,1,running,75101dcd,running,[]
1082,2559950,Interconnect-1N01,switch_module,error,1073148987,1,Link in reset,db5aa7f9,Link in reset,[]
1083,56264,node-113,node,status,1126814969,0,running,75101dcd,running,[]
1084,125134,node-86,node,temperature,1111528530,1,ambient=31,92f0ab0d,ambient<*>,['31']
1085,340897,gige7,gige,temperature,1083583951,1,warning,7b83d3f0,warning,[]
1086,250845,node-D0,clusterfilesystem,clusterfilesystem.no_server,1118925584,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage242,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['storage242']
1087,410038,Interconnect-1N03,switch_module,error,1091252839,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1088,166078,Interconnect-1N02,switch_module,error,1114096209,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1089,70449,node-137,action,start,1108647163,1,boot  (command 3415),8d336518,boot (command <*>,['3415']
1090,2600093,node-172,unix.hw,net.niff.up,1074297841,1,NIFF: node node-172 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-172', '10.128.0.0', 'ee0']"
1091,191495,node-10,action,start,1131239710,1,boot  (command 3964),8d336518,boot (command <*>,['3964']
1092,313791,gige3,gige,temperature,1137253184,1,normal,fea08751,normal,[]
1093,198918,Interconnect-1N01,switch_module,error,1078025963,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1094,4192,node-31,node,status,1124004002,1,configured out,8cfafe98,configured out,[]
1095,61935,node-31,unix.hw,net.niff.up,1076866223,1,NIFF: node node-31 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-31', '10.128.0.0', 'ee0']"
1096,124449,gige1,gige,temperature,1111362557,1,warning,7b83d3f0,warning,[]
1097,395926,Interconnect-0N00,switch_module,error,1089208831,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1098,76245,node-D1,clusterfilesystem,clusterfilesystem.not_served,1077204808,1,ClusterFileSystem: ServerFileSystem domain root12_local is no longer served by node node-43,8f3207a1,ClusterFileSystem ServerFileSystem domain <*> is no longer served by node <*>,"['root12_local', 'node-43']"
1099,50975,gige3,gige,temperature,1106335651,1,warning,7b83d3f0,warning,[]
1100,432790,node-105,node,status,1095349520,1,running,75101dcd,running,[]
1101,393502,node-70,unix.hw,net.niff.up,1088392560,1,NIFF: node node-70 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-70', '5.5.224.0', 'alt0']"
1102,314001,gige6,gige,temperature,1122564425,1,warning,7b83d3f0,warning,[]
1103,2563006,Interconnect-1T03,switch_module,error,1073600864,1,Link error,ec4e03ec,Link error,[]
1104,148214,gige6,gige,temperature,1129912026,1,warning,7b83d3f0,warning,[]
1105,451543,gige7,gige,temperature,1145022508,1,critical,7e85bcb6,critical,[]
1106,228979,Interconnect-1T00,switch_module,bcast-error,1132353007,1,Link error on broadcast tree Interconnect-1T00:00:2:0,fdd6a490,Link error on broadcast tree <*> 00 <*>,"['Interconnect-1T', '00:2:0']"
1107,233923,node-236,unix.hw,net.niff.up,1079013172,1,NIFF: node node-236 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-236', '10.128.0.0', 'ee0']"
1108,127707,node-40,node,temperature,1111832700,1,ambient=34,92f0ab0d,ambient<*>,['34']
1109,253895,node-62,unix.hw,net.niff.up,1118929644,1,NIFF: node node-62 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-62', '5.5.224.0', 'alt0']"
1110,162789,node-166,node,status,1114089930,1,not responding,6edfd1c7,<*> responding,['not']
1111,312849,gige3,gige,temperature,1136699367,1,normal,fea08751,normal,[]
1112,2580970,node-148,node,status,1074217254,1,not responding,6edfd1c7,<*> responding,['not']
1113,457482,gige6,gige,temperature,1100395226,1,warning,7b83d3f0,warning,[]
1114,350678,gige7,gige,temperature,1084657988,1,normal,fea08751,normal,[]
1115,219404,node-65,unix.hw,net.niff.up,1132154292,1,NIFF: node node-65 has detected an available network connection on network 0.0.0.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-65', '0.0.0.0', 'alt0']"
1116,387603,node-242,unix.hw,net.niff.up,1087502416,1,NIFF: node node-242 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-242', '5.5.224.0', 'alt0']"
1117,391716,Interconnect-0N03,switch_module,error,1087862258,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1118,37104,node-D7,clusterfilesystem,clusterfilesystem.no_server,1076533538,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1313,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['storage1313']
1119,363258,node-28,action,start,1085071963,1,wait  (command 2948),28889bc4,wait (command <*>,['2948']
1120,143411,2345,boot_cmd,new,1077816552,1,Targeting domains:node-D2 and nodes:node-[72-95] child of command 2335,4ddd30d6,Targeting domains <*> and nodes <*>,"['node-D2', 'node-[72-95] child of command 2335']"
1121,204631,node-180,node,status,1131527913,1,active,c76a5e84,active,[]
1122,163590,node-113,node,temperature,1130665711,1,ambient=27,92f0ab0d,ambient<*>,['27']
1123,178702,node-D1,clusterfilesystem,fdmn.full,1114600204,1,ServerFileSystem: ServerFileSystem domain root14_local is full,9cac1bf6,ServerFileSystem ServerFileSystem domain <*> is full,['root14_local']
1124,190512,node-117,node,temperature,1115938503,1,ambient=27,92f0ab0d,ambient<*>,['27']
1125,172111,node-D7,clusterfilesystem,clusterfilesystem.no_server,1077891017,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage921,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['storage921']
1126,320127,Interconnect-0N03,switch_module,error,1139323155,1,link errors remain current,551adf73,link errors remain current,[]
1127,215538,node-15,action,start,1078467778,1,boot  (command 2503),8d336518,boot (command <*>,['2503']
1128,128046,Interconnect-1N00,switch_module,error,1111847153,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1129,74082,gige3,gige,temperature,1127394630,1,warning,7b83d3f0,warning,[]
1130,460465,node-172,unix.hw,net.niff.up,1145552036,1,NIFF: node node-172 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-172', '10.128.0.0', 'ee0']"
1131,223679,node-121,node,status,1132161463,1,running,75101dcd,running,[]
1132,2595794,node-D0,clusterfilesystem,clusterfilesystem.no_server,1074288832,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage643,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['storage643']
1133,118293,Interconnect-0N01,switch_module,error,1111186386,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1134,228859,Interconnect-1N01,switch_module,error,1078927813,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1135,342074,node-232,node,temperature,1083875521,1,ambient=32,92f0ab0d,ambient<*>,['32']
1136,443541,node-74,unix.hw,net.niff.up,1098389792,1,NIFF: node node-74 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-74', '10.128.0.0', 'ee0']"
1137,461935,node-241,action,start,1145552614,1,wait  (command 4227),28889bc4,wait (command <*>,['4227']
1138,403617,Interconnect-0N02,switch_module,error,1089897431,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1139,280539,Interconnect-1N01,switch_module,error,1079717993,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1140,146968,gige7,gige,temperature,1112577255,1,critical,7e85bcb6,critical,[]
1141,39378,gige7,gige,temperature,1104538671,1,normal,fea08751,normal,[]
1142,71802,node-253,action,start,1108647664,1,boot  (command 3421),8d336518,boot (command <*>,['3421']
1143,253826,node-D0,clusterfilesystem,clusterfilesystem.not_served,1079069182,1,ClusterFileSystem: ServerFileSystem domain root10_local is no longer served by node node-9,8f3207a1,ClusterFileSystem ServerFileSystem domain <*> is no longer served by node <*>,"['root10_local', 'node-9']"
1144,260267,Interconnect-1T01,switch_module,error,1133234297,1,link errors remain current,551adf73,link errors remain current,[]
1145,284116,Interconnect-1N01,switch_module,error,1080113645,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1146,74589,node-3,node,temperature,1127512380,1,ambient=27,92f0ab0d,ambient<*>,['27']
1147,258627,Interconnect-0N00,switch_module,fan,1133170994,1,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),9811d692,Fan speeds ( 3552 <*> <*> **** 3515 <*> ),"['3534 3391', '3479']"
1148,375325,node-238,unix.hw,net.niff.up,1141677103,1,NIFF: node node-238 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-238', '5.5.224.0', 'alt0']"
1149,448801,node-159,node,status,1098394862,0,running,75101dcd,running,[]
1150,322381,Interconnect-1N02,switch_module,error,1083197320,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1151,185196,Interconnect-0N01,switch_module,error,1077902822,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1152,2560530,gige7,gige,temperature,1073249803,1,warning,7b83d3f0,warning,[]
1153,163675,Interconnect-0N03,switch_module,error,1114093927,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1154,2600832,node-82,unix.hw,net.niff.up,1074298097,1,NIFF: node node-82 has detected an available network connection on network 5.5.226.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-82', '5.5.226.0', 'alt0']"
1155,90030,gige5,gige,temperature,1109488893,1,normal,fea08751,normal,[]
1156,228571,gige7,gige,temperature,1078875871,1,normal,fea08751,normal,[]
1157,36068,node-222,node,temperature,1103233470,1,ambient=29,92f0ab0d,ambient<*>,['29']
1158,360933,2951,boot_cmd,success,1085071197,1,Command has completed successfully,b4e25afc,Command has completed successfully,[]
1159,147983,gige7,gige,temperature,1112916865,1,warning,7b83d3f0,warning,[]
1160,456925,gige7,gige,temperature,1100110816,1,critical,7e85bcb6,critical,[]
1161,206248,node-57,unix.hw,net.niff.up,1116532847,1,NIFF: node node-57 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-57', '10.128.0.0', 'ee0']"
1162,122,node-184,node,temperature,1123705564,1,ambient=28,92f0ab0d,ambient<*>,['28']
1163,2598157,Interconnect-0N03,switch_module,error,1074290674,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1164,204716,node-199,node,status,1131527917,1,not responding,6edfd1c7,<*> responding,['not']
1165,2614405,gige5,gige,temperature,1074719229,1,warning,7b83d3f0,warning,[]
1166,314248,gige4,gige,temperature,1122663480,1,warning,7b83d3f0,warning,[]
1167,97825,node-236,node,temperature,1110235980,1,ambient=29,92f0ab0d,ambient<*>,['29']
1168,201275,Interconnect-1T03,switch_module,error,1078157542,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1169,230202,node-6,action,start,1078980407,1,wait  (command 2535),28889bc4,wait (command <*>,['2535']
1170,211084,node-26,unix.hw,net.niff.up,1078456285,1,NIFF: node node-26 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-26', '5.5.224.0', 'alt0']"
1171,415908,Interconnect-1T01,switch_module,error,1092927413,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1172,257979,Interconnect-0N00,switch_module,fan,1133166772,1,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),9811d692,Fan speeds ( 3552 <*> <*> **** 3515 <*> ),"['3534 3391', '3479']"
1173,450056,gige7,gige,temperature,1144657404,1,warning,7b83d3f0,warning,[]
1174,410615,gige7,gige,temperature,1091310549,1,normal,fea08751,normal,[]
1175,54676,gige7,gige,temperature,1107371878,1,warning,7b83d3f0,warning,[]
1176,164295,node-108,action,start,1114095699,1,boot  (command 3572),8d336518,boot (command <*>,['3572']
1177,33337,Interconnect-1N03,switch_module,error,1076434504,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1178,54824,node-244,action,start,1126813353,1,boot  (command 3847),8d336518,boot (command <*>,['3847']
1179,83546,gige5,gige,temperature,1108831868,1,normal,fea08751,normal,[]
1180,106917,gige4,gige,temperature,1128606166,1,warning,7b83d3f0,warning,[]
1181,276056,node-220,action,start,1079617054,1,boot  (command 2688),8d336518,boot (command <*>,['2688']
1182,82625,node-241,node,temperature,1108811430,1,ambient=31,92f0ab0d,ambient<*>,['31']
1183,263182,node-166,node,status,1079247376,1,configured out,8cfafe98,configured out,[]
1184,376911,node-144,action,start,1086025817,1,wait  (command 3024),28889bc4,wait (command <*>,['3024']
1185,216015,node-203,unix.hw,net.niff.up,1078467909,1,NIFF: node node-203 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-203', '10.128.0.0', 'ee0']"
1186,345592,node-254,node,temperature,1084304190,1,ambient=36,92f0ab0d,ambient<*>,['36']
1187,259612,Interconnect-1N01,switch_module,error,1079098926,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1188,455342,node-4,node,temperature,1099417800,1,ambient=31,92f0ab0d,ambient<*>,['31']
1189,124144,gige2,gige,temperature,1111264810,1,warning,7b83d3f0,warning,[]
1190,87322,Interconnect-1N01,switch_module,error,1077411538,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1191,37495,node-D0,clusterfilesystem,clusterfilesystem.not_served,1076533676,1,ClusterFileSystem: ServerFileSystem domain root10_local is no longer served by node node-9,8f3207a1,ClusterFileSystem ServerFileSystem domain <*> is no longer served by node <*>,"['root10_local', 'node-9']"
1192,162379,Interconnect-0N02,switch_module,error,1077877565,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1193,448827,node-185,node,status,1098394862,0,running,75101dcd,running,[]
1194,126545,gige3,gige,temperature,1111826477,1,normal,fea08751,normal,[]
1195,77329,Interconnect-0N00,switch_module,error,1077215969,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1196,41420,Interconnect-0N00,switch_module,fan,1125929546,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),9811d692,Fan speeds ( 3552 <*> <*> **** 3515 <*> ),"['3534 3375', '3479']"
1197,37958,gige7,gige,temperature,1103842064,1,normal,fea08751,normal,[]
1198,379815,Interconnect-0N00,switch_module,fan,1141831448,1,Fan speeds ( 3534 3534 3375 4141 3497 3479 ),45f1e193,Fan speeds ( 3534 <*> 3375 <*> <*> 3479 ),"['3534', '4141 3497']"
1199,2583965,Interconnect-1N00,switch_module,error,1074230152,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1200,416261,node-159,node,temperature,1143132901,1,ambient=36,92f0ab0d,ambient<*>,['36']
1201,43107,node-244,node,status,1105242349,1,running,75101dcd,running,[]
1202,205940,node-201,unix.hw,net.niff.up,1116532441,1,NIFF: node node-201 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-201', '5.5.224.0', 'alt0']"
1203,34405,gige6,gige,temperature,1102805855,1,warning,7b83d3f0,warning,[]
1204,165076,Interconnect-0N01,switch_module,error,1077881428,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1205,293182,Interconnect-1N01,switch_module,error,1081312095,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1206,421357,node-26,node,status,1094571950,1,running,75101dcd,running,[]
1207,2602485,node-171,unix.hw,net.niff.up,1074300632,1,NIFF: node node-171 has detected an available network connection on network 0.0.0.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-171', '0.0.0.0', 'alt0']"
1208,215948,node-119,action,start,1078467896,1,boot  (command 2509),8d336518,boot (command <*>,['2509']
1209,240446,gige7,gige,temperature,1118157334,1,warning,7b83d3f0,warning,[]
1210,127015,node-245,node,status,1111828203,1,configured out,8cfafe98,configured out,[]
1211,90677,gige7,gige,temperature,1109646519,1,warning,7b83d3f0,warning,[]
1212,273518,Interconnect-0N03,switch_module,error,1079615479,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1213,33443,node-255,node,temperature,1102556760,1,ambient=33,92f0ab0d,ambient<*>,['33']
1214,425245,node-217,node,temperature,1095341315,1,ambient=30,92f0ab0d,ambient<*>,['30']
1215,250464,Interconnect-1N01,switch_module,error,1079065586,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1216,454196,gige3,gige,temperature,1099294734,1,warning,7b83d3f0,warning,[]
1217,26712,gige4,gige,temperature,1125028967,1,warning,7b83d3f0,warning,[]
1218,73683,Interconnect-1N01,switch_module,error,1077086441,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1219,398744,node-46,node,status,1089811941,1,configured out,8cfafe98,configured out,[]
1220,368873,node-68,node,status,1085567531,1,not responding,6edfd1c7,<*> responding,['not']
1221,117621,node-109,node,status,1111074926,0,running,75101dcd,running,[]
1222,56495,node-46,node,status,1126815181,1,configured out,8cfafe98,configured out,[]
1223,128855,node-97,action,start,1111855754,1,wait  (command 3504),28889bc4,wait (command <*>,['3504']
1224,431328,node-112,node,temperature,1143802711,1,ambient=29,92f0ab0d,ambient<*>,['29']
1225,161889,Interconnect-0N00,switch_module,error,1077877443,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1226,100530,Interconnect-1N01,switch_module,error,1077709168,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1227,309707,node-223,unix.hw,net.niff.up,1082039272,1,NIFF: node node-223 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-223', '5.5.224.0', 'alt0']"
1228,224521,Interconnect-0T00,switch_module,bcast-error,1078503415,1,Link error,ec4e03ec,Link error,[]
1229,450555,Interconnect-1N00,switch_module,error,1144827229,1,link errors remain current,551adf73,link errors remain current,[]
1230,288331,gige7,gige,temperature,1080664086,1,warning,7b83d3f0,warning,[]
1231,445183,Interconnect-0N00,switch_module,fan,1144366624,1,Fan speeds ( 3534 3534 3375 **** 3497 3479 ),45f1e193,Fan speeds ( 3534 <*> 3375 <*> <*> 3479 ),"['3534', '**** 3497']"
1232,287576,2719,boot_cmd,success,1080561025,1,Command has completed successfully,b4e25afc,Command has completed successfully,[]
1233,432868,node-183,node,status,1095349520,1,running,75101dcd,running,[]
1234,363225,node-250,action,start,1085071950,1,wait  (command 2962),28889bc4,wait (command <*>,['2962']
1235,125911,gige6,gige,temperature,1111787241,1,normal,fea08751,normal,[]
1236,399207,node-23,node,status,1089893718,1,not responding,6edfd1c7,<*> responding,['not']
1237,228933,Interconnect-1N00,switch_module,error,1132348961,1,link errors remain current,551adf73,link errors remain current,[]
1238,463652,node-132,node,status,1145554526,0,running,75101dcd,running,[]
1239,176966,node-230,node,temperature,1131227610,1,ambient=32,92f0ab0d,ambient<*>,['32']
1240,308987,node-190,action,start,1082038936,1,boot  (command 2832),8d336518,boot (command <*>,['2832']
1241,118298,node-108,action,start,1111186514,1,boot  (command 3485),8d336518,boot (command <*>,['3485']
1242,345742,gige7,gige,temperature,1084327682,1,normal,fea08751,normal,[]
1243,347816,gige5,gige,temperature,1140380649,1,normal,fea08751,normal,[]
1244,3303,Interconnect-1N01,switch_module,error,1075611432,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1245,80980,gige7,gige,temperature,1127646996,1,warning,7b83d3f0,warning,[]
1246,369830,node-100,node,status,1085682217,1,not responding,6edfd1c7,<*> responding,['not']
1247,276826,node-D7,clusterfilesystem,clusterfilesystem.no_server,1119920165,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1332,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['storage1332']
1248,90032,gige3,gige,temperature,1109490164,1,warning,7b83d3f0,warning,[]
1249,443064,node-1,action,start,1098389547,1,wait  (command 3191),28889bc4,wait (command <*>,['3191']
1250,445241,Interconnect-0N00,switch_module,fan,1144366965,1,Fan speeds ( 3534 3534 3375 **** 3497 3479 ),45f1e193,Fan speeds ( 3534 <*> 3375 <*> <*> 3479 ),"['3534', '**** 3497']"
1251,289085,full,partition,status,1121096400,1,blocked,61326117,blocked,[]
1252,259488,Interconnect-0N00,switch_module,fan,1133178193,1,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),9811d692,Fan speeds ( 3552 <*> <*> **** 3515 <*> ),"['3534 3391', '3479']"
1253,239532,node-138,node,status,1079019273,1,running,75101dcd,running,[]
1254,402900,Interconnect-0N00,switch_module,error,1089897286,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1255,282806,gige7,gige,temperature,1080005832,1,warning,7b83d3f0,warning,[]
1256,37049,node-24,node,temperature,1103649930,1,ambient=31,92f0ab0d,ambient<*>,['31']
1257,235183,Interconnect-1N03,switch_module,error,1079014170,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1258,312766,Interconnect-1T01,switch_module,error,1136622409,1,link errors remain current,551adf73,link errors remain current,[]
1259,160045,gige7,gige,temperature,1113654499,1,warning,7b83d3f0,warning,[]
1260,257787,Interconnect-0N00,switch_module,fan,1133165865,1,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),9811d692,Fan speeds ( 3552 <*> <*> **** 3515 <*> ),"['3534 3391', '3479']"
1261,289071,Interconnect-1N01,switch_module,error,1080763801,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1262,97344,gige5,gige,temperature,1110166919,1,normal,fea08751,normal,[]
1263,2572927,Interconnect-0N03,switch_module,error,1074129681,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1264,311148,node-172,node,status,1082041080,0,running,75101dcd,running,[]
1265,292111,Interconnect-0N00,switch_module,fan,1121548690,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),9811d692,Fan speeds ( 3552 <*> <*> **** 3515 <*> ),"['3534 3375', '3479']"
1266,36847,gige6,gige,temperature,1103620967,1,warning,7b83d3f0,warning,[]
1267,172423,node-86,node,status,1077891480,1,configured out,8cfafe98,configured out,[]
1268,223911,node-41,node,status,1078500141,1,running,75101dcd,running,[]
1269,296925,Interconnect-1N01,switch_module,error,1081604700,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1270,205045,gige6,gige,temperature,1078387720,1,warning,7b83d3f0,warning,[]
1271,80898,gige4,gige,temperature,1127622456,1,warning,7b83d3f0,warning,[]
1272,449684,gige3,gige,temperature,1098476921,1,warning,7b83d3f0,warning,[]
1273,281137,gige3,gige,temperature,1120308077,1,warning,7b83d3f0,warning,[]
1274,160157,gige7,gige,temperature,1113699798,1,critical,7e85bcb6,critical,[]
1275,201495,Interconnect-0N01,switch_module,error,1078161550,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1276,137165,node-99,action,start,1077809641,1,wait  (command 2323),28889bc4,wait (command <*>,['2323']
1277,409064,gige6,gige,temperature,1091154857,1,warning,7b83d3f0,warning,[]
1278,157500,node-197,action,start,1077870389,1,boot  (command 2365),8d336518,boot (command <*>,['2365']
1279,404392,node-232,unix.hw,net.niff.up,1089897773,1,NIFF: node node-232 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-232', '5.5.224.0', 'alt0']"
1280,99842,node-9,node,status,1077649605,1,running,75101dcd,running,[]
1281,452894,node-119,node,temperature,1098906690,1,ambient=31,92f0ab0d,ambient<*>,['31']
1282,338366,Interconnect-0N03,switch_module,error,1083304175,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1283,240941,node-224,action,start,1079031546,1,boot  (command 2563),8d336518,boot (command <*>,['2563']
1284,274135,Interconnect-1N02,switch_module,error,1079616436,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1285,165661,node-232,node,temperature,1130718090,1,ambient=31,92f0ab0d,ambient<*>,['31']
1286,424761,node-185,node,status,1095339931,1,not responding,6edfd1c7,<*> responding,['not']
1287,2573324,Interconnect-1N01,switch_module,error,1074131430,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1288,259593,Interconnect-0N00,switch_module,fan,1133180152,1,Fan speeds ( 3552 3534 3391 4090 3515 3479 ),3f77edb0,Fan speeds ( 3552 3534 3391 <*> 3515 3479 ),['4090']
1289,34917,gige7,gige,temperature,1076495052,1,warning,7b83d3f0,warning,[]
1290,301317,node-244,node,temperature,1081976130,1,ambient=32,92f0ab0d,ambient<*>,['32']
1291,154368,gige6,gige,temperature,1130124128,1,warning,7b83d3f0,warning,[]
1292,313340,node-13,node,temperature,1122341880,1,ambient=25,92f0ab0d,ambient<*>,['25']
1293,2599294,node-193,action,start,1074297418,1,boot  (command 1978),8d336518,boot (command <*>,['1978']
1294,2581057,Interconnect-1N02,switch_module,error,1074217265,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1295,236021,Interconnect-1T01,switch_module,error,1132410795,1,link errors remain current,551adf73,link errors remain current,[]
1296,272484,node-92,node,status,1079615336,0,not responding,6edfd1c7,<*> responding,['not']
1297,218896,node-171,unix.hw,net.niff.down,1132154139,1,NIFF: node node-171 detected a failed network connection on network 5.5.224.0 via interface alt0,71fbbc9e,NIFF node <*> detected a failed network connection on network <*> via interface alt0,"['node-171', '5.5.224.0']"
1298,162401,Interconnect-1N03,switch_module,error,1077877571,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1299,367279,node-110,node,status,1085210626,1,running,75101dcd,running,[]
1300,429979,node-254,action,start,1095347171,1,wait  (command 3149),28889bc4,wait (command <*>,['3149']
1301,455759,node-246,node,temperature,1099516320,1,ambient=26,92f0ab0d,ambient<*>,['26']
1302,14755,node-197,node,status,1124378018,1,running,75101dcd,running,[]
1303,459660,node-32,node,status,1145542500,1,not responding,6edfd1c7,<*> responding,['not']
