EventId,EventTemplate,Occurrences
bca2baaf,FrameReceiverMessageCallback KernelFrameDropNotification (Frames are dropping). The firmware is not returning buffers quickly enough.,4
ab6ed25f,mDNS_RegisterInterface Frequent transitions for interface en0 (FE80 0000 0000 0000 C6B3 01FF FECD 467F),9
a2a4d2de,network_reachability_changed network is not reachable netbiosd is shutting down,17
6e2d95a4,12 12 55.986 BTLE scanner Powered Off,1
67dbad95,FA||Url||taskID[2019353184] dealloc,1
341ec391,-> DNSServiceQueryRecord 0x0000D000 0 <*>. (PTR) PID[53](),3
80707f40,ignored is_io_service_close(0x100000420 IOHIDParamUserClient),1
09c4ecd7,CCFile copyFile fileName is [2017-07-03_19 04 <*> source path <*> 04 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_19 04 <*> AuthFail sts 5_rsn <*> 04 <*>,2
96dab61c,CCXPCService setStreamEventHandler Registered for notification callback.,5
fcb9a35f,PMStats Hibernate read took <*> ms,5
ae0cc18e,[CardDAVPlugin-ERROR] -getHomeInfo [_controller containersAtURLs {(,3
a93df961,<*> <*> <*> <*> <*> [lvl 2] main() Fetcher received a request <NSMutableURLRequest <*> { URL https //<*>/service/update2?cup2hreq <*> 7 <*> },3
ae2b6398,18 <*> <*> BTLE scanner Powered On,3
e21b7c00,"XPC Error while checking if iCDP is enabled for DSID 874161398 Error Domain NSCocoaErrorDomain Code 4099 ""The connection to service named <*> was invalidated."" UserInfo {NSDebugDescription The connection to service named <*> was invalidated.}",4
911332f6,FA||Url||taskID[2019353474] dealloc,1
c5e1670c,<*> <*> Host controller <*>,15
446fa9f3,FA||Url||taskID[2019353450] dealloc,1
d22eb749,[IOBluetoothHostController setConfigState] calling registerService,4
c887ecf4,15 <*> <*> BTLE scanner Powered Off,3
dfd2f7f2,FA||Url||taskID[2019353622] dealloc,1
04bb0c62,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- <*> ****,3
24508ac9,plugin <*> invalidated,8
9f5d01b3,"[<*>] [Sync report for calendar home iCloud failed with error Error Domain NSURLErrorDomain Code -1009 ""<NASCII>"" UserInfo {NSUnderlyingError 0x7fa11fde8050 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""<NASCII>"" UserInfo {NSErrorFailingURLStringKey https //13957525385%40163.com@<*>/874161398/calendars/ NSErrorFailingURLKey https //13957525385%40163.com@<*>/874161398/calendars/ _kCFStreamErrorCodeKey 57 _kCFStreamErrorDomainKey 1 NSLocalizedDescription <NASCII>}} NSErrorFailingURLStringKey https //13957525385%40163.com@<*>/874161398/calendars/ NSErrorFailingURLKey https //13957525385%40163.com@<*>/874161398/calendars/ _kCFStreamErrorDomainKey 1 _kCFStreamErrorCodeKey 57 NSLocalizedDescription <NASCII>}]",1
8b8b94a7,Google Chrome <*> triggered unnest of range 0x7fff93c00000->0x7fff93e00000 of DYLD shared region in VM map <*> While not abnormal for debuggers this increases system memory footprint until the target exits.,10
20532798,en0 BSSID changed to f8 4f 57 3b <*>,2
97f8c1a7,10 58 44.033 BTLE scanning stopped,1
5b21b754,"[00 <*> <*> <<<< FigFile >>>> FigFileForkOpenMainByCFURL opening url ""file ///private/var/folders/nt/fvzdv1fn7n1d5bpgqb_wcfxh0000gn/T/<*>/WebKit/MediaCache/CachedMedia-AF9ZZJ"" path ""/private/var/folders/nt/fvzdv1fn7n1d5bpgqb_wcfxh0000gn/T/<*>/WebKit/MediaCache/CachedMedia-AF9ZZJ"" options 0x00000480 failed errno 35 Resource temporarily unavailable",2
93ccf765,hibernate_setup(0) took <*> ms,8
dfa0475c,en0 STOP,1
367169ab,FA||Url||taskID[2019353186] dealloc,1
522d8a33,Endpoint has been activated through legacy launch(3) APIs. Please switch to XPC or bootstrap_check_in() <*>,6
202ad77b,<*> <*> <*> FigFileForkOpenMainByCFURL signalled err 35 (errno) (open failed) at /Library/Caches/<*>/Sources/CoreMedia_frameworks/<*>/Sources/Platform/Darwin/DarwinFile.c line 456,3
c8dcd7d0,FA||Url||taskID[2019353866] dealloc,1
1532988f,2017-07-07 10 54 41.167 GoogleSoftwareUpdateAgent[37924/0x7fff79824000] [lvl 2] -[KSAgentApp checkForUpdates] Starting update check.,1
99a38dd3,RTC Maintenance 2017/7/6 00 15 46 sleep 2017/7/6 00 03 16,1
87c39774,notify name <*> has been registered <*> times - this may be a leak,2
c6ada93e,RTC Maintenance 2017/7/3 15 59 57 sleep 2017/7/3 15 57 44,1
c0fbb4e2,2017-07-07 10 54 41.167 GoogleSoftwareUpdateAgent[37924/0x7000002a0000] [lvl 2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg ] Starting engine thread,1
c48603ee,07 27 <*> ERROR 177 timed out after 0.012s (27042 27042); mMajorChangePending 0,2
0c960e24,12 <*> <*> Scanning mode Contacts Only,3
052e0ad2,<*> <*> <*> <*> signalled err -12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line <*>,22
bcfb5e69,en0 BSSID changed to 0c 68 03 <*>,8
9f845962,10 31 19.875 BTLE scanning started,1
0eeaba1d,Invalid Connection ID 0,3
e0b62db4,<*> <*> <*> <*> <*> [lvl 2] -[FetchDelegate fetcher finishedWithData ] Fetcher downloaded successfully data of length 0,3
6bca6b6b,FA||Url||taskID[2019353662] dealloc,1
73520fa9,WARNING Type1 font data isn't in the correct format required by the Adobe Type 1 Font Format specification.,4
5d12aa01,ChromeExistion main <*> 1,5
84c12fd5,vm_compressor_flush - starting,4
773e06a3,BuildActDeviceEntry enter,4
03c280f9,<*> <*> <*> <*> <*> [lvl 2] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors ] Keystone finished errors 0,2
814e9471,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****,3
a4d13268,[<*>] [Adding [<CalDAVAccountRefreshQueueableOperation <*> Sequence 0>] to failed operations.],4
1a822579,"ChromeExistion main strSendMsg {""websitekey"" false ""commandkey"" true ""browserkey"" true}",5
9600d7a3,"<*> <*> <*> <*> <*> error Error Domain NSURLErrorDomain Code <*> ""<NASCII>"" UserInfo <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> https <*> <*> <*> <*> <*> <*> <*> <*> NSLocalizedDescription <*> <*> <*> <*> <*> <NASCII> <*> <*> NSErrorFailingURLStringKey https <*>",5
b92f5ba3,[20 53 44.529] (Fig) signalled err -12871,1
5dc81e96,[23 50 <*> FigAtomStreamAdvanceToNextAtomWithType signalled err -12894 (kFigAtomStream_BadLengthInAtom) (Atom had a bogus length) at /Library/Caches/<*>/Sources/CoreMedia_frameworks/<*>/Sources/Utilities/FigAtomStream.c line 703,2
f16990d7,(ImportBailout.Error 1331) Asked to exit for Diskarb,5
32682d3f,Service exited with abnormal code 1,1
0b9cd793,NETWORK no response from server reachability 2 queryRetries <*>,5
48ea9589,could discard act <*> inact <*> purgeable <*> spec <*> cleaned 0,3
bdefd2d0,<*> <*> <*> <*> <*> [lvl 2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s) {(,4
3ff9dca4,FA||Url||taskID[2019353599] dealloc,1
c945bfe2,network changed <*> <*> v6(en0! 2607 f140 6000 8 <*> <*> <*> <*> DNS Proxy SMB,2
0c7ee639,ARPT <*> ARPT Wake Reason Wake on TCP Timeout,12
02c53fa6,<*> completed - took <*> msecs,11
099c1c2e,[Accounts] Current connection <NSXPCConnection <*> connection from pid <*> doesn't have account access.,7
aec92e86,02 18 38.005 BTLE scanning stopped,1
93ce4c8f,"BUG in libdispatch client kevent[EVFILT_MEMORYSTATUS] add ""Operation not supported"" - 0x2d",1
72958329,<*> <*> <*> <*> <*> [lvl 2] main() ksfetch fetching URL (<NSMutableURLRequest <*> { URL https //<*>/service/update2?cup2hreq <*> 7 <*> }) to folder <*>,7
0b2080a5,ARPT 728312.821876 wl0 Beacon Loss Event last RSSI[-85],1
528f9e51,<*> <*>(9854) <*> file-read-data /private/etc/hosts,5
1e37653c,Could not find access page in directory /Applications/PyCharm CE.app/Contents/Resources/PY.help,1
e3b3ab5d,CCFile copyFile fileName is [2017-07-07_06 48 <*> source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-07_06 48 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07_06 <*> <*> AuthFail sts 5_rsn 0/DriverLogs//[2017-07-07_06 48 <*>,2
2691913f,AIDA Notification plugin running,4
bb185769,FA||Url||taskID[2019353857] dealloc,1
1532e331,CCFile copyFile fileName is [2017-07-03_16 <*> <*> source path <*> <*> <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_16 07 <*> AuthFail sts 5_rsn <*>,4
52084755,05 <*> <*> BTLE scanning started,2
07864f87,[ChromeExistion Version <*>],7
ff4ea3e6,10 57 00.321 BTLE scanner Powered Off,1
cf717c65,Failed to stop a scan - central is not powered on 4,9
8c60e944,FA||Url||taskID[2019353367] dealloc,1
7719edbb,ChromeExistion main isUndetectWebsite 0,4
3648da5d,moduleFromLegacyDefaults <ScreenSaverDefaults 0x7ffcb0730c10>,1
16aefadb,01 57 59.002 Purged contact hashes,1
50386fd5,hibernate_alloc_pages act <*> inact <*> anon <*> throt 0 spec <*> wire <*> wireinit 39927,7
4da356a7,host connection <NSXPCConnection <*> connection from pid <*> invalidated,12
c35492ee,efi pagecount 72,8
4eb6053d,<*> <*> <*> <*> <*> [lvl 2] -[KSUpdateCheckAction(KSServerUpdateRequestDelegate) serverRequest fetchedWithResponse ] KSUpdateCheckAction received KSServerUpdateResponse <KSOmahaServerUpdateResponse <*>,3
12aaa72b,no application identifier provided can't use provisioning profiles [pid 36198],1
45ae7181,"<*> <*> <*> <*> <*> [lvl 2] -[KSOutOfProcessFetcher beginFetchWithDelegate ] KSOutOfProcessFetcher fetching from URL ""https //<*>/service/update2?cup2hreq <*> 7 <*>",4
d1e63f14,childFrame with no value <_SOAPParserFrame <*> EWSMailboxTypeTypeDefinition __NSCFString (Inlined Arrays (null)),2
e3135676,2017-07-07 01 <*> <*> <*> [lvl 2] -[KSAgentApp performSelfUpdateWithEngine ] This process may be killed if self-update is necessary. In such cases sub-processes may still be running to complete the self-update.,2
6b836b6e,CCFile copyFile fileName is [2017-07-05_11 01 10.503386]-AirPortBrcm4360_Logs-003.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-05_11 01 10.503386]-AirPortBrcm4360_Logs-003.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05_11 01 13.671293] AuthFail sts 5_rsn 0/DriverLogs//[2017-07-05_11 01 10.503386]-AirPortBrcm4360_Logs-003.txt,1
484373e8,FA||Url||taskID[2019353582] dealloc,1
de2b6b15,FA||Url||taskID[2019353296] dealloc,1
c4fe29c6,FA||Url||taskID[2019353286] dealloc,1
d960bc67,BuildActDeviceEntry exit,5
b00f153d,VDCAssistant Found a camera (0x1430000005ac8290) but was not able to start it up (0x0 -- (os/kern) successful),8
9b326005,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fe133701110 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
847b32ef,<*> url <*> <*> <*>,3
de24e21c,hibernate_teardown completed - discarded <*>,3
ce31d375,ARPT <*> wl0 MDNS IPV6 Addr 2607 f140 400 a01b <*>,17
7bb233c9,Couldn't find a requirement string for masquerading client <*>,1
cb78249b,FA||Url||taskID[2019353771] dealloc,1
f804e10f,<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead ByteStream read of <*> bytes @ <*> took <*> <*> to complete <*> reads > <*> sec.,7
b0671938,hibernate image path /var/vm/sleepimage,2
82ee4248,ARPT 784287.937605 wl0 wl_update_tcpkeep_seq Original Seq 3670439732 Ack 1558025947 Win size 4093,1
f98f529d,06 09 46.388 BTLE scanning started,1
b496dc96,FA||Url||taskID[2019353596] dealloc,1
792aec6e,22 24 31.108 BTLE scanning started,1
2fee169d,***** Received request to scan at 30ms/60ms *****,1
820d392f,hciControllerOnline; HID devices? 0,7
8512dd04,FA||Url||taskID[2019353685] dealloc,1
b063161e,full wake request (reason 2) <*> ms,4
f10849e1,CCFile copyFile fileName is [2017-07-06_14 <*> <*> source path <*> <*> <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-06_14 15 <*> AuthFail sts 5_rsn <*>,2
12b27459,PM response took 128 ms (25654 <*>),1
961c81fc,FA||Url||taskID[2019353552] dealloc,1
99f81d02,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fb7eb51ee30 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/clls/wloc NSErrorFailingURLKey https //<*>/clls/wloc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/clls/wloc NSErrorFailingURLKey https //<*>/clls/wloc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
d4f710c2,2017-07-01 19 46 27.306 ksfetch[31704/0x7fff79824000] [lvl 2] KSHelperReceiveAllData() KSHelperTool read 1989 bytes from stdin.,1
3c9097db,FA||Url||taskID[2019353343] dealloc,1
f17e64e0,CCFile copyFile fileName is [2017-07-07_13 <*> <*> source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-07_13 <*> <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07_13 <*> <*> AuthFail sts 5_rsn 0/DriverLogs//[2017-07-07_13 <*>,6
6cb99711,2017-07-07 17 02 00.792 GoogleSoftwareUpdateAgent[38375/0x7fff79824000] [lvl 2] -[KSAgentApp checkForUpdates] Finished update check.,1
b9acfd82,FA||Url||taskID[2019353300] dealloc,1
5058a190,18 <*> <*> Scanning mode Contacts Only,2
7820357c,FA||Url||taskID[2019353223] dealloc,1
3b45fb2e,13 54 18.704 Purged contact hashes,1
deb5d591,en0 BSSID changed to f4 7f 35 f7 81 ac,1
c1b20d9d,FA||Url||taskID[2019353854] dealloc,1
456fd491,00 03 37.301 BTLE discovered device with hash <011bcf00 00000000 0000>,1
d6868aea,did discard act <*> inact <*> purgeable <*> spec <*> cleaned 0,5
ac18d0cb,tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert,4
4fd6c19f,doSaveChannels@286 Will write to /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-04_11 29 09.551635] - DeauthInd sts 0_rsn 7.xml,1
353c2945,bitmap_size 0x7f0fc previewSize <*> writing <*> pages @ <*>,3
ed8f6de5,ERROR | -[LWBuiltInScreenLockAuthLion closeAuthAndReset ] | Attempted to remove an observer when not observing,3
3a241ffe,ChromeExistion main linkUrl (null),5
47cea6e1,Service exited due to signal Killed 9,1
6d6756e7,No items found in keychain,1
aa3f59b7,FA||Url||taskID[2019353220] dealloc,1
1af29524,<*> <*> <*> <*> <*> [lvl 2] -[KSUpdateEngine(PrivateMethods) updateFinish] KSUpdateEngine update processing complete.,2
9ba03bc5,AppleActuatorHIDEventDriver message service is terminated,1
beb2a8e8,ARPT <*> ARPT Wake Reason Wake on Scan offload; Disconnect reason Disassociated due to inactivity,2
da36ce29,handle_will_sleep_auth_and_shield_windows err 0x0,1
2f83c425,"[00 29 <*> <<< CFByteFlume >>> FigCFHTTPReadResponse [0x7fbc7af12f80] New network problem detected error Error Domain kCFErrorDomainCFNetwork Code -1009 ""?????????????"" UserInfo {NSErrorFailingURLStringKey http //<*>/<*>/stream/5wPghFxoaDQBdZdgIHMvgaFw2huL8GeX.mp4?yx &refer weibo_app&Expires 1499243237&ssig 34o4iEpRBW&KID unistore video NSErrorFailingURLKey http //<*>/<*>/stream/5wPghFxoaDQBdZdgIHMvgaFw2huL8GeX.mp4?yx &refer weibo_app&Expires 1499243237&ssig 34o4iEpRBW&KID unistore video _kCFStreamErrorCodeKey 50 _kCFStreamErrorDomainKey 1 NSLocalizedDescription ?????????????}",2
423a7380,[<*>] [Failed to refresh <CalManagedSubscriptionInfo 0x7fa11d67f340> (entity SubscriptionInfo; id 0x401eeb <x-coredata //DB05755C-483D-44B7-B93B-ED06E57FF420/SubscriptionInfo/p1> ; data {,1
780cffa6,"2017-07-04 23 27 41.811 GoogleSoftwareUpdateAgent[35425/0x7000002a0000] [lvl 2] -[KSUpdateEngine updateProductID ] KSUpdateEngine updating product ID ""<*>""",1
b2019eed,Unable to start NetBIOS name service,3
86ca42be,Failed to start scanning,1
4fd28a52,-[SFLListManager(ServiceReplyProtocol) notifyChanges toListWithIdentifier ] Notified of item changes to list with identifier <*>,3
1b41f82a,UNINSTALLED <*> <*>(7.55) 0A7D0520-B9F7-44FD-9BDA-076567784CDD /Applications/Skype.app/Contents/PlugIns/<*>,1
811cba1d,FA||Url||taskID[2019353514] dealloc,1
295ab30b,enabling pid 30298 for plug-in <*>(1.0) <*>,4
d9f15fb8,FA||Url||taskID[2019353344] dealloc,1
c13f20c1,CCFile copyFile fileName is [2017-07-07_13 <*> <*> source path /var/log/CoreCapture/<*>/OneStats//[2017-07-07_13 <*> <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07_13 <*> <*> AuthFail sts 5_rsn 0/OneStats//[2017-07-07_13 <*>,4
910c95f0,<*> <*> <*> <*> <*> [lvl 2] -[KSUpdateCheckAction(PrivateMethods) finishAction] KSUpdateCheckAction found updates {( )},3
2ba67d97,device_generate_lock_screen_screenshot authw <*> 0 <*> <*> shield <*> dev [1440 900],12
06d3bccf,CCFile copyFile fileName is [2017-07-03_16 <*> <*> source path /var/log/CoreCapture/<*>/OneStats//[2017-07-03_16 <*> <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_16 <*> <*> <*> sts 5_rsn 0/OneStats//[2017-07-03_16 <*>,3
99037d2b,"2017-07-05 18 20 00.156 30311 33405200 [CountryConfiguration] Could not determine current country code Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fe1353137c0 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/pep/gcc NSErrorFailingURLKey https //<*>/pep/gcc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/pep/gcc NSErrorFailingURLKey https //<*>/pep/gcc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
52150f50,CCFile copyFile fileName is [2017-07-03_13 50 15.582203]-AirPortBrcm4360_Logs-005.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-03_13 50 15.582203]-AirPortBrcm4360_Logs-005.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_13 51 09.069210] RoamFail sts 1_rsn 1/DriverLogs//[2017-07-03_13 50 15.582203]-AirPortBrcm4360_Logs-005.txt,1
1f387605,2017-07-06 14 57 15.523 GoogleSoftwareUpdateAgent[37059/0x7000002a0000] [lvl 2] -[KSUpdateEngine updateAllExceptProduct ] KSUpdateEngine updating all installed products except '<*>'.,1
06260868,RTC Maintenance 2017/7/4 18 42 11 sleep 2017/7/4 18 29 23,1
65712973,SysAdmChk Throttling activity execution. memFlags 0x0 thermalLevel 0x1,2
23bacf3a,06 35 10.611 Adding my hashes manually,1
fd0bed0e,01 30 30.388 BTLE scanning started,1
1d500097,FA||Url||taskID[2019353106] dealloc,1
aab4b701,"2017-07-06 12 05 07.153 30311 35429ed0 [CountryConfiguration] Could not determine current country code Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fe1352170e0 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/pep/gcc NSErrorFailingURLKey https //<*>/pep/gcc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/pep/gcc NSErrorFailingURLKey https //<*>/pep/gcc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
0c74de3b,<*> 13 <*> Scanning mode Contacts Only,3
54a15710,FA||Url||taskID[2019353731] dealloc,1
35d6acf4,<*> <*> <*> <*> <*> [lvl 2] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath error ] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id <*>,2
44ca5fe6,12 29 04.115 BTLE scanning started,1
e4676cd5,FA||Url||taskID[2019353849] dealloc,1
269badb7,[<*>] [Coalescing failed operation [<CalDAVAccountRefreshQueueableOperation <*> Sequence 0>]],2
ed8f219b,CCFile copyFile fileName is [2017-07-03_16 27 <*> source path <*> 27 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_16 27 <*> AuthFail sts 5_rsn <*> 27 <*>,4
b740306e,Sandbox QuickLookSatelli(38418) deny(1) file-issue-extension /Users/xpc/Library/Caches/<*>,1
9ddf8e56,CCFile copyFile fileName is [2017-07-06_12 <*> <*> source path /var/log/CoreCapture/<*>/OneStats//[2017-07-06_12 <*> <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-06_12 <*> <*> <*> sts 5_rsn 0/OneStats//[2017-07-06_12 <*>,2
7291d5cf,CCFile copyFile fileName is [2017-07-06_16 29 43.711519]-CCIOReporter-001.xml source path /var/log/CoreCapture/<*>/OneStats//[2017-07-06_16 29 43.711519]-CCIOReporter-001.xml dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-06_16 29 42.708684] DeauthInd sts 0_rsn 7/OneStats//[2017-07-06_16 29 43.711519]-CCIOReporter-001.xml,1
af9e631f,Error -60005 creating authorization,1
08025a9c,FA||Url||taskID[2019353263] dealloc,1
de485dbd,CCFile copyFile fileName is [2017-07-06_12 03 12.435042]-io80211Family-042.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-06_12 03 12.435042]-io80211Family-042.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-06_12 03 12.509921] RoamFail sts 1_rsn 4/IO80211AWDLPeerManager//[2017-07-06_12 03 12.435042]-io80211Family-042.pcapng,1
d48cd741,FA||Url||taskID[2019353099] dealloc,1
20f10b5d,Sandbox <*> deny(1) mach-lookup <*>,4
623b4bb5,(Volume.Normal 2464) volume 0x7fe11e0bf000 ********** Bootstrapped Creating a default store 0 SpotLoc (null) SpotVerLoc (null) occlude 0 /Volumes/Recovery HD,1
1a6bd43e,FA||Url||taskID[2019353830] dealloc,1
c7d049a5,Removed expired problem report file ///Library/Logs/DiagnosticReports/<*>,1
d0ea5450,15 33 55.459 Scanning mode Contacts Only,1
51fa98b1,RTC Maintenance 2017/7/7 17 31 21 sleep 2017/7/7 17 18 49,1
a98ec2ca,CCFile copyFile fileName is [2017-07-05_00 29 26.770816]-CCIOReporter-001.xml source path /var/log/CoreCapture/<*>/OneStats//[2017-07-05_00 29 26.770816]-CCIOReporter-001.xml dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05_00 29 25.769076] AssocFail sts 5_rsn 0/OneStats//[2017-07-05_00 29 26.770816]-CCIOReporter-001.xml,1
bba06241,after trim url http <*>,2
e49b03a8,Error [AppleBluetoothHIDDeviceGen2][_setEventService ]Couldn't copy BD_ADDR,8
c6d9bae6,FA||Url||taskID[2019353831] dealloc,1
90465b72,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fe135308980 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorCodeKey 57 _kCFStreamErrorDomainKey 1 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorDomainKey 1 _kCFStreamErrorCodeKey 57 NSLocalizedDescription The Internet connection appears to be offline.}",1
fd39d2ff,_CGXRemoveWindowFromWindowMovementGroup window 0x6caf is not attached to window 0x6f10,1
2f0f03ad,<*> 31 <*> BTLE scanner Powered On,2
93724a52,2017-07-04 23 27 44.321 GoogleSoftwareUpdateAgent[35425/0x7fff79824000] [lvl 2] -[KSAgentApp checkForUpdates] Finished update check.,1
53611d09,01 42 45.019 Scanning mode Contacts Only,1
a6b684c2,<*> <*> <*> <*> <*> [lvl 2] main() Setting up download file handles...,7
5b385f51,"[23 50 <*> <<< FFR_Common >>> FigFormatReaderCreateForStreamReturningMatchingContainerLabelType *** Could not find format reader for URL ""file ///Users/xpc/Desktop/%5BKamigami%5D%20Sword%20Art%20Online%20%5BBDrip%201920x1080%20x264%20FLAC%20MKV%20Sub(Chs <*> path ""/Users/xpc/Desktop/[Kamigami] Sword Art Online [BDrip 1920x1080 x264 FLAC MKV Sub(Chs Jap)]/[Kamigami] Sword Art Online - <*> [BDrip 1920x1080 x264 FLAC].mkv"" extension ""mkv"" FileType '' MIMETYPE ""(null)"" SuggFileName ""(null)"" SuggNameExtension ""(null)""",2
c3bc0783,IOBluetoothUSBDFU probe avoid Bluetooth automatic firmware update because USB Bluetooth active,2
8373d4cd,INSTALLED <*> <*>(7.55) <__NSConcreteUUID <*> <*> /Applications/Skype.app/Contents/PlugIns/<*>,2
7bd9060d,21 Could not write data to client PID[77](apsd) because of error - aborting connection,1
7f9b641f,2017-07-05 <*> <*> <*> PM [AirPlayUIAgent] BecomingInactive NSWorkspaceWillSleepNotification,2
92eece74,PM response took 262 ms (445 softwareupdated),1
e6dd76a0,Got an XPC error Connection invalid,3
dd2fcb0b,FA||Url||taskID[2019353738] dealloc,1
96af9adf,en0 BSSID changed to 18 33 9d 8c 9a cc,1
00f106dd,15 32 34.071 Purged contact hashes,1
7cbde08a,FA||Url||taskID[2019353435] dealloc,1
47f4ea3f,2017-07-04 <*> <*> <*> <*> [lvl 2] -[KSCheckAction performAction] KSCheckAction checking 1 ticket(s).,2
c2e7bdc4,en0 BSSID changed to 64 d9 89 <*>,2
d57cc19a,FA||Url||taskID[2019353690] dealloc,1
0ab3f0aa,FA||Url||taskID[2019353769] dealloc,1
d8414465,FA||Url||taskID[2019353150] dealloc,1
b94b8842,Surface test allowed updates after <*> attempts <*> ms),2
452fdffd,FA||Url||taskID[2019353433] dealloc,1
