LineId,LogId,Node,Component,State,Time,Flag,Content,EventId,EventTemplate,ParameterList
1781,344178,node-109,unix.hw,state_change.available,1084267988,1,Component State Change: Component \042alt0\042 is in the available state (HWID=3180),04d0d857,Component State Change Component <*> is in the <*> state (HWID<*>),"['\\042alt0\\042', 'available', '3180']"
1782,314032,node-244,node,temperature,1122565621,1,ambient=29,92f0ab0d,ambient<*>,['29']
1783,2582076,full,partition,status,1074217539,1,blocked,61326117,blocked,[]
1784,57765,node-131,node,status,1076864361,1,not responding,6edfd1c7,<*> responding,['not']
1785,276326,gige3,gige,temperature,1119827470,1,normal,fea08751,normal,[]
1786,459280,node-202,node,status,1145542009,1,not responding,6edfd1c7,<*> responding,['not']
1787,90686,gige7,gige,temperature,1109648021,1,warning,7b83d3f0,warning,[]
1788,260640,full,partition,status,1079149053,1,blocked,61326117,blocked,[]
1789,160305,node-237,node,temperature,1130576370,1,ambient=24,92f0ab0d,ambient<*>,['24']
1790,250354,node-178,node,status,1079054308,1,running,75101dcd,running,[]
1791,169566,node-151,node,status,1131210630,1,not responding,6edfd1c7,<*> responding,['not']
1792,166264,node-26,unix.hw,net.niff.up,1077881996,1,NIFF: node node-26 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-26', '10.128.0.0', 'ee0']"
1793,282507,2694,boot_cmd,new,1079978867,1,Targeting domains:node-D2 and nodes:node-[75\ 79] child of command 2693,4ddd30d6,Targeting domains <*> and nodes <*>,"['node-D2', 'node-[75\\ 79] child of command 2693']"
1794,262972,Interconnect-1T01,switch_module,error,1133558811,1,link errors remain current,551adf73,link errors remain current,[]
1795,183900,Interconnect-1N00,switch_module,error,1077902506,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1796,92294,gige1,gige,temperature,1109845858,1,warning,7b83d3f0,warning,[]
1797,165019,Interconnect-0N00,switch_module,error,1114095925,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1798,262586,Interconnect-1T01,switch_module,error,1133401259,1,link errors remain current,551adf73,link errors remain current,[]
1799,462581,node-255,unix.hw,net.niff.up,1145553077,1,NIFF: node node-255 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-255', '5.5.224.0', 'alt0']"
1800,244835,Interconnect-1N00,switch_module,error,1079048115,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1801,365226,node-103,unix.hw,state_change.available,1085075265,1,Component State Change: Component \042alt0\042 is in the available state (HWID=2410),04d0d857,Component State Change Component <*> is in the <*> state (HWID<*>),"['\\042alt0\\042', 'available', '2410']"
1802,373806,node-158,action,start,1085979770,1,halt  (command 2992),ffd891af,halt (command <*>,['2992']
1803,147585,node-D0,clusterfilesystem,clusterfilesystem.not_served,1129816959,1,ClusterFileSystem: ServerFileSystem domain root32_local is no longer served by node node-31,8f3207a1,ClusterFileSystem ServerFileSystem domain <*> is no longer served by node <*>,"['root32_local', 'node-31']"
1804,313523,node-137,node,temperature,1122402332,1,ambient=26,92f0ab0d,ambient<*>,['26']
1805,74018,Interconnect-1T01,switch_module,error,1127374018,1,link errors remain current,551adf73,link errors remain current,[]
1806,92944,Interconnect-1N03,switch_module,error,1077644947,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1807,36951,node-D7,clusterfilesystem,clusterfilesystem.no_server,1076533493,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1512,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['storage1512']
1808,98381,node-245,node,temperature,1128204631,1,ambient=27,92f0ab0d,ambient<*>,['27']
1809,240575,gige6,gige,temperature,1118226937,1,normal,fea08751,normal,[]
1810,165632,node-151,unix.hw,net.niff.up,1077881653,1,NIFF: node node-151 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-151', '10.128.0.0', 'ee0']"
1811,2575303,Interconnect-0N02,switch_module,error,1074175995,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1812,39374,Interconnect-0N00,switch_module,fan,1125876221,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),3020731a,Fan speeds ( 3552 3534 <*> <*> 3515 3479 ),['3375 ****']
1813,326734,node-215,node,temperature,1083202529,1,ambient=24,92f0ab0d,ambient<*>,['24']
1814,91109,node-109,node,status,1109725653,1,configured out,8cfafe98,configured out,[]
1815,133878,node-233,unix.hw,net.niff.up,1111862010,1,NIFF: node node-233 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-233', '5.5.224.0', 'alt0']"
1816,25352,gige7,gige,temperature,1100905933,1,normal,fea08751,normal,[]
1817,240960,gige6,gige,temperature,1118405739,1,normal,fea08751,normal,[]
1818,269017,Interconnect-1T01,switch_module,error,1133663276,1,link errors remain current,551adf73,link errors remain current,[]
1819,235402,Interconnect-1N02,switch_module,error,1079014252,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1820,98700,node-117,node,temperature,1128232380,1,ambient=30,92f0ab0d,ambient<*>,['30']
1821,3148,Interconnect-1T01,switch_module,error,1075582708,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1822,382253,gige7,gige,temperature,1086295905,1,normal,fea08751,normal,[]
1823,312618,node-148,node,status,1136558070,1,configured out,8cfafe98,configured out,[]
1824,314500,Interconnect-1T01,switch_module,error,1082164989,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1825,243937,gige2,gige,temperature,1132698262,1,warning,7b83d3f0,warning,[]
1826,2596175,node-218,node,status,1074289105,1,not responding,6edfd1c7,<*> responding,['not']
1827,205070,node--tc4,tserver,status,1131529300,1,responding,6edfd1c7,<*> responding,[]
1828,217089,gige7,gige,temperature,1116648001,1,critical,7e85bcb6,critical,[]
1829,2607417,Interconnect-1T01,switch_module,error,1074449031,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1830,324478,Interconnect-0N03,switch_module,error,1083201160,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1831,2558085,Interconnect-1N01,switch_module,error,1073073995,1,Link ok,641961b9,Link ok,[]
1832,434902,node-108,node,temperature,1095999420,1,ambient=30,92f0ab0d,ambient<*>,['30']
1833,291695,Interconnect-1T01,switch_module,error,1081098417,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1834,37053,node-D7,clusterfilesystem,clusterfilesystem.no_server,1076533535,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage921,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['storage921']
1835,44446,Interconnect-0N00,switch_module,fan,1125958867,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),3020731a,Fan speeds ( 3552 3534 <*> <*> 3515 3479 ),['3375 ****']
1836,453532,node-D0,clusterfilesystem,clusterfilesystem.no_server,1099070905,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage721,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['storage721']
1837,289295,Interconnect-0N00,switch_module,fan,1121188680,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),3020731a,Fan speeds ( 3552 3534 <*> <*> 3515 3479 ),['3375 ****']
1838,114837,node-89,node,status,1077744705,1,running,75101dcd,running,[]
1839,97800,node-236,node,temperature,1110230580,1,ambient=26,92f0ab0d,ambient<*>,['26']
1840,292886,Interconnect-1N01,switch_module,error,1081274774,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1841,480054,gige3,gige,temperature,1146089539,1,normal,fea08751,normal,[]
1842,300815,node-117,node,temperature,1081925580,1,ambient=36,92f0ab0d,ambient<*>,['36']
1843,296697,full,partition,status,1081572448,1,running,75101dcd,running,[]
1844,176166,node-88,unix.hw,net.niff.up,1077893909,1,NIFF: node node-88 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-88', '10.128.0.0', 'ee0']"
1845,384307,node-D0,clusterfilesystem,fdmn.full,1086728132,1,ServerFileSystem: ServerFileSystem domain root25_local is full,9cac1bf6,ServerFileSystem ServerFileSystem domain <*> is full,['root25_local']
1846,124654,gige2,gige,temperature,1111422912,1,warning,7b83d3f0,warning,[]
1847,171521,node-211,unix.hw,net.niff.up,1131216483,1,NIFF: node node-211 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-211', '5.5.224.0', 'alt0']"
1848,340814,gige7,gige,temperature,1083532951,1,warning,7b83d3f0,warning,[]
1849,218020,gige6,gige,temperature,1117000816,1,warning,7b83d3f0,warning,[]
1850,345410,gige7,gige,temperature,1084272480,1,warning,7b83d3f0,warning,[]
1851,139466,node-228,node,status,1112055367,1,configured out,8cfafe98,configured out,[]
1852,179065,Interconnect-0N02,switch_module,error,1114689830,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1853,222136,gige6,gige,temperature,1078488558,1,normal,fea08751,normal,[]
1854,40111,Interconnect-0N00,switch_module,fan,1125911592,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),3020731a,Fan speeds ( 3552 3534 <*> <*> 3515 3479 ),['3375 ****']
1855,41774,Interconnect-0N00,switch_module,fan,1125931149,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),3020731a,Fan speeds ( 3552 3534 <*> <*> 3515 3479 ),['3375 ****']
1856,452723,node-112,node,temperature,1098890580,1,ambient=29,92f0ab0d,ambient<*>,['29']
1857,154781,Interconnect-1T01,switch_module,error,1130192013,1,link errors remain current,551adf73,link errors remain current,[]
1858,138906,node-D0,clusterfilesystem,fdmn.full,1112032108,1,ServerFileSystem: ServerFileSystem domain root16_local is full,9cac1bf6,ServerFileSystem ServerFileSystem domain <*> is full,['root16_local']
1859,314499,gige7,gige,temperature,1082163695,1,normal,fea08751,normal,[]
1860,139052,gige7,gige,temperature,1112046799,1,warning,7b83d3f0,warning,[]
1861,370126,node-169,node,status,1085688012,0,configured out,8cfafe98,configured out,[]
1862,236378,Interconnect-0N00,switch_module,fan,1132421538,1,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),3020731a,Fan speeds ( 3552 3534 <*> <*> 3515 3479 ),['3391 ****']
1863,349851,node-238,node,temperature,1084593720,1,ambient=28,92f0ab0d,ambient<*>,['28']
1864,189879,gige4,gige,temperature,1115546384,1,warning,7b83d3f0,warning,[]
1865,245762,node-203,action,start,1079048422,1,wait  (command 2586),28889bc4,wait (command <*>,['2586']
1866,438801,gige7,gige,temperature,1097420484,1,normal,fea08751,normal,[]
1867,235042,node-D0,clusterfilesystem,clusterfilesystem.no_server,1079014153,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage141,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['storage141']
1868,208204,Interconnect-0N03,switch_module,error,1116601009,1,link errors remain current,551adf73,link errors remain current,[]
1869,454222,gige6,gige,temperature,1099310699,1,normal,fea08751,normal,[]
1870,117938,gige1,gige,temperature,1111097046,1,normal,fea08751,normal,[]
1871,324075,node-10,unix.hw,net.niff.up,1083200781,1,NIFF: node node-10 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-10', '10.128.0.0', 'ee0']"
1872,380342,node-247,node,temperature,1086113100,1,ambient=33,92f0ab0d,ambient<*>,['33']
1873,322626,Interconnect-1N02,switch_module,error,1083197397,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1874,434788,gige7,gige,temperature,1095930329,1,normal,fea08751,normal,[]
1875,218924,node-166,unix.hw,net.niff.down,1132154141,1,NIFF: node node-166 detected a failed network connection on network 5.5.224.0 via interface alt0,a7b6c622,NIFF node <*> detected a failed network connection on network <*> via interface <*>,"['node-166', '5.5.224.0', 'alt0']"
1876,285045,gige6,gige,temperature,1120700540,1,normal,fea08751,normal,[]
1877,112939,Interconnect-0N00,switch_module,error,1111072269,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1878,32720,node-226,node,temperature,1125453840,1,ambient=24,92f0ab0d,ambient<*>,['24']
1879,463678,node-158,node,status,1145554526,0,running,75101dcd,running,[]
1880,33569,gige5,gige,temperature,1102593621,1,warning,7b83d3f0,warning,[]
1881,26006,node-142,node,temperature,1101148500,1,ambient=27,92f0ab0d,ambient<*>,['27']
1882,89221,Interconnect-1T01,switch_module,error,1127883185,1,link errors remain current,551adf73,link errors remain current,[]
1883,343836,node-36,node,status,1084264599,1,running,75101dcd,running,[]
1884,317778,Interconnect-1T01,switch_module,error,1138592611,1,link errors remain current,551adf73,link errors remain current,[]
1885,438597,node-244,node,status,1097268769,1,running,75101dcd,running,[]
1886,2595988,node-113,node,status,1074288934,1,not responding,6edfd1c7,<*> responding,['not']
1887,340365,Interconnect-1N02,switch_module,error,1083355515,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1888,128959,node-103,unix.hw,net.niff.up,1111855806,1,NIFF: node node-103 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-103', '5.5.224.0', 'alt0']"
1889,135738,node-25,node,status,1077808337,1,not responding,6edfd1c7,<*> responding,['not']
1890,262297,node-81,node,status,1079232461,1,running,75101dcd,running,[]
1891,164035,Interconnect-0N01,switch_module,error,1077879537,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1892,25516,gige5,gige,temperature,1100970613,1,normal,fea08751,normal,[]
1893,69057,node-147,node,status,1108645981,1,configured out,8cfafe98,configured out,[]
1894,321695,node-123,node,status,1083195720,1,active,c76a5e84,active,[]
1895,68670,node-62,node,status,1108645890,1,not responding,6edfd1c7,<*> responding,['not']
1896,327096,node-136,action,start,1083202751,1,wait  (command 2900),28889bc4,wait (command <*>,['2900']
1897,246251,node-25,unix.hw,net.niff.up,1079048511,1,NIFF: node node-25 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-25', '5.5.224.0', 'alt0']"
1898,110708,node-141,node,status,1111067395,1,configured out,8cfafe98,configured out,[]
1899,2254321,full,partition,status,1059729727,-1,running,75101dcd,running,[]
1900,226263,Interconnect-1N01,switch_module,error,1078671413,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1901,303192,Interconnect-1N01,switch_module,error,1082032944,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1902,372252,node-0,node,status,1085939490,-1,configured out,8cfafe98,configured out,[]
1903,257461,Interconnect-0N00,switch_module,fan,1133164618,1,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),3020731a,Fan speeds ( 3552 3534 <*> <*> 3515 3479 ),['3391 ****']
1904,26439,gige6,gige,temperature,1124941016,1,warning,7b83d3f0,warning,[]
1905,449931,gige6,gige,temperature,1144618105,1,normal,fea08751,normal,[]
1906,368624,full,partition,status,1085515650,1,blocked,61326117,blocked,[]
1907,284538,node-D1,clusterfilesystem,fdmn.full,1080158943,1,ServerFileSystem: ServerFileSystem domain root29_local is full,9cac1bf6,ServerFileSystem ServerFileSystem domain <*> is full,['root29_local']
1908,289261,Interconnect-1N01,switch_module,error,1080793640,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1909,54923,node-147,node,temperature,1126813436,1,ambient=28,92f0ab0d,ambient<*>,['28']
1910,177251,Interconnect-0N03,switch_module,error,1114536041,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1911,48581,node-241,node,temperature,1126423650,1,ambient=26,92f0ab0d,ambient<*>,['26']
1912,41559,gige7,gige,temperature,1104995278,1,normal,fea08751,normal,[]
1913,438754,gige7,gige,temperature,1097381784,1,warning,7b83d3f0,warning,[]
1914,203236,node-109,action,start,1131295955,1,wait  (command 3987),28889bc4,wait (command <*>,['3987']
1915,33801,node-237,node,temperature,1102648170,1,ambient=25,92f0ab0d,ambient<*>,['25']
1916,408279,gige6,gige,temperature,1090662239,1,normal,fea08751,normal,[]
1917,243951,Interconnect-0N03,switch_module,error,1079046909,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1918,35863,full,partition,status,1103202942,1,running,75101dcd,running,[]
1919,157254,Interconnect-1N03,switch_module,error,1077867483,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1920,285164,node-255,node,temperature,1120735890,1,ambient=33,92f0ab0d,ambient<*>,['33']
1921,406617,node-113,node,status,1089900155,0,running,75101dcd,running,[]
1922,376033,node-122,action,start,1086025614,1,wait  (command 3022),28889bc4,wait (command <*>,['3022']
1923,287794,gige3,gige,temperature,1120977394,1,normal,fea08751,normal,[]
1924,1618,gige7,gige,temperature,1123845101,1,warning,7b83d3f0,warning,[]
1925,32109,node-D0,clusterfilesystem,clusterfilesystem.no_server,1102471524,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage441,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['storage441']
1926,341727,gige7,gige,temperature,1083788555,1,normal,fea08751,normal,[]
1927,301551,gige6,gige,temperature,1122079616,1,normal,fea08751,normal,[]
1928,217333,Interconnect-0N02,switch_module,error,1078468265,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1929,262057,node-70,node,status,1079221102,1,running,75101dcd,running,[]
1930,139209,Interconnect-0N01,switch_module,error,1077810255,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1931,287590,node-83,node,temperature,1120916910,1,ambient=31,92f0ab0d,ambient<*>,['31']
1932,392628,node-D7,domain,status,1088023350,1,inconsistent nodesets node-255 0x1ffffbffe <ok> node-226 0x1fffffffe <ok> node-224 0x1fffffffe <ok> node-254 0x1fffffffe <ok> node-236 0x1fffffffe <ok> node-225 0x1fffffffe <ok> node-235 0x1fffffffe <ok> node-228 0x1fffffffe <ok> node-234 0x1fffffffe <ok> node-237 0x1fffffffe <ok> node-238 0x1fffffffe <ok> node-253 0x1fffffffe <ok> node-248 0x1fffffffe <ok> node-246 0x1fffffffe <ok> node-232 0x1fffffffe <ok> node-249 0x1fffffffe <ok> node-231 0x1fffffffe <ok> node-252 0x1fffffffe <ok> node-233 0x1fffffffe <ok> node-251 0x1fffffffe <ok> node-242 0x1fffffffe <ok> node-227 0x1fffffffe <ok> node-230 0x1fffffffe <ok> node-239 0x1fffffffe <ok> node-243 0x1fffffffe <ok> node-247 0x1fffffffe <ok> node-244 0x1fffffffe <ok> node-241 0x1fffffffe <ok> node-229 0x1fffffffe <ok> node-240 0x1fffffffe <ok> node-250 0x1fffffffe <ok>,b840612b,inconsistent nodesets node-255 0x1ffffbffe <ok> node-226 0x1fffffffe <ok> node-224 0x1fffffffe <ok> node-254 0x1fffffffe <ok> node-236 0x1fffffffe <ok> node-225 0x1fffffffe <ok> node-235 0x1fffffffe <ok> node-228 0x1fffffffe <ok> node-234 0x1fffffffe <ok> node-237 0x1fffffffe <ok> node-238 0x1fffffffe <ok> node-253 0x1fffffffe <ok> node-248 0x1fffffffe <ok> node-246 0x1fffffffe <ok> node-232 0x1fffffffe <ok> node-249 0x1fffffffe <ok> node-231 0x1fffffffe <ok> node-252 0x1fffffffe <ok> node-233 0x1fffffffe <ok> node-251 0x1fffffffe <ok> node-242 0x1fffffffe <ok> node-227 0x1fffffffe <ok> node-230 0x1fffffffe <ok> node-239 0x1fffffffe <ok> node-243 0x1fffffffe <ok> node-247 0x1fffffffe <ok> node-244 0x1fffffffe <ok> node-241 0x1fffffffe <ok> node-229 0x1fffffffe <ok> node-240 0x1fffffffe <ok> node-250 0x1fffffffe <ok>,"['<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>', '<ok>']"
1933,311727,node-D7,clusterfilesystem,clusterfilesystem.no_server,1082041350,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1021,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['storage1021']
1934,19638,node-195,node,temperature,1100785601,1,ambient=25,92f0ab0d,ambient<*>,['25']
1935,158894,Interconnect-1T01,switch_module,error,1130442464,1,link errors remain current,551adf73,link errors remain current,[]
1936,125160,gige6,gige,temperature,1111532536,1,warning,7b83d3f0,warning,[]
1937,286740,Interconnect-1N01,switch_module,error,1080441159,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1938,448813,node-171,node,status,1098394862,0,running,75101dcd,running,[]
1939,2562529,Interconnect-1N01,switch_module,error,1073535642,1,Link ok,641961b9,Link ok,[]
1940,34718,node-161,node,status,1076485124,1,configured out,8cfafe98,configured out,[]
1941,66788,node-238,unix.hw,net.niff.up,1076875338,1,NIFF: node node-238 has detected an available network connection on network 5.5.226.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-238', '5.5.226.0', 'alt0']"
1942,292035,Interconnect-1T01,switch_module,error,1081145473,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1943,275203,node-138,action,start,1079616788,1,wait  (command 2684),28889bc4,wait (command <*>,['2684']
1944,99,node-218,node,temperature,1123705545,1,ambient=32,92f0ab0d,ambient<*>,['32']
1945,37358,gige6,gige,temperature,1103712767,1,normal,fea08751,normal,[]
1946,285785,gige7,gige,temperature,1080284833,1,normal,fea08751,normal,[]
1947,2555488,node-D7,clusterfilesystem,clusterfilesystem.not_served,1072761475,1,ClusterFileSystem: ServerFileSystem domain root12_local is no longer served by node node-235,8f3207a1,ClusterFileSystem ServerFileSystem domain <*> is no longer served by node <*>,"['root12_local', 'node-235']"
1948,412827,gige5,gige,temperature,1092246215,1,warning,7b83d3f0,warning,[]
1949,41253,node-4,node,temperature,1104942630,1,ambient=32,92f0ab0d,ambient<*>,['32']
1950,260231,node-164,node,status,1079127020,1,running,75101dcd,running,[]
1951,88140,Interconnect-1N01,switch_module,error,1077522037,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1952,233718,Interconnect-0N03,switch_module,error,1079013004,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1953,301565,3758,boot_cmd,new,1122082206,1,Targeting domains:node-D7 and nodes:node-241,4ddd30d6,Targeting domains <*> and nodes <*>,"['node-D7', 'node-241']"
1954,289883,node-33,node,status,1134672205,1,running,75101dcd,running,[]
1955,261273,node-11,node,status,1079200399,1,running,75101dcd,running,[]
1956,219311,node-65,unix.hw,net.niff.down,1132154237,1,NIFF: node node-65 detected a failed network connection on network 5.5.224.0 via interface alt0,a7b6c622,NIFF node <*> detected a failed network connection on network <*> via interface <*>,"['node-65', '5.5.224.0', 'alt0']"
1957,313556,node-19,node,temperature,1122408960,1,ambient=26,92f0ab0d,ambient<*>,['26']
1958,2596964,node-0,node,status,1074289950,1,not responding,6edfd1c7,<*> responding,['not']
1959,105757,gige3,gige,temperature,1128384645,1,warning,7b83d3f0,warning,[]
1960,147309,Interconnect-0T03,switch_module,temphigh,1129811340,1,Temperature (42C) exceeds warning threshold,df7b42cd,Temperature <*> exceeds warning threshold,['(42C)']
1961,370855,node-200,unix.hw,state_change.available,1085735928,1,Component State Change: Component \042alt0\042 is in the available state (HWID=2538),04d0d857,Component State Change Component <*> is in the <*> state (HWID<*>),"['\\042alt0\\042', 'available', '2538']"
1962,171211,node-118,action,start,1131216380,1,wait  (command 3934),28889bc4,wait (command <*>,['3934']
1963,443896,node-97,node,temperature,1144209240,1,ambient=35,92f0ab0d,ambient<*>,['35']
1964,454303,node-11,node,status,1099328942,1,configured out,8cfafe98,configured out,[]
1965,246158,Interconnect-1N01,switch_module,error,1079048489,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1966,220554,node-D6,domain,status,1132159530,1,inconsistent nodesets node-194 0x000001fe <ok> node-192 0x0801fdfe <ok>,805629ee,inconsistent nodesets node-194 0x000001fe <ok> node-192 0x0801fdfe <ok>,['<ok>']
1967,41131,gige7,gige,temperature,1104915777,1,normal,fea08751,normal,[]
1968,419900,gige5,gige,temperature,1094143476,1,warning,7b83d3f0,warning,[]
1969,444850,node-20,unix.hw,net.niff.up,1098390279,1,NIFF: node node-20 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-20', '10.128.0.0', 'ee0']"
1970,290465,Interconnect-1N01,switch_module,error,1080932944,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1971,25868,Interconnect-1N03,switch_module,error,1124743850,1,link errors remain current,551adf73,link errors remain current,[]
1972,38059,gige6,gige,temperature,1103884069,1,warning,7b83d3f0,warning,[]
1973,371264,Interconnect-1N00,switch_module,error,1085793218,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1974,251218,node-191,node,status,1118926057,0,not responding,6edfd1c7,<*> responding,['not']
1975,311285,gige3,gige,temperature,1136052262,1,warning,7b83d3f0,warning,[]
1976,2596048,node-146,node,status,1074288992,1,not responding,6edfd1c7,<*> responding,['not']
1977,207335,gige5,gige,temperature,1131767961,1,normal,fea08751,normal,[]
1978,38537,gige4,gige,temperature,1104133723,1,warning,7b83d3f0,warning,[]
1979,185098,Interconnect-0N01,switch_module,error,1115253099,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1980,2553720,node-247,action,start,1072642562,1,boot  (command 1883),8d336518,boot (command <*>,['1883']
1981,2583023,Interconnect-1N00,switch_module,error,1074225215,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1982,34949,Interconnect-1N01,switch_module,error,1076502132,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1983,312956,gige7,gige,temperature,1122325318,1,warning,7b83d3f0,warning,[]
1984,71817,node-245,action,start,1108647667,1,wait  (command 3421),28889bc4,wait (command <*>,['3421']
1985,436531,node-227,node,temperature,1143919501,1,ambient=28,92f0ab0d,ambient<*>,['28']
1986,459054,node-87,node,status,1145541926,1,not responding,6edfd1c7,<*> responding,['not']
1987,208171,node-130,action,start,1116600945,1,boot  (command 3616),8d336518,boot (command <*>,['3616']
1988,10126,node-173,node,status,1075931251,0,configured out,8cfafe98,configured out,[]
1989,199551,Interconnect-0T00,switch_module,bcast-error,1078103930,1,Link error,ec4e03ec,Link error,[]
1990,218362,gige6,gige,temperature,1117111217,1,normal,fea08751,normal,[]
1991,2587101,node-110,unix.hw,net.niff.up,1074241640,1,NIFF: node node-110 has detected an available network connection on network 5.5.226.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-110', '5.5.226.0', 'alt0']"
1992,345394,full,partition,status,1084271305,1,running,75101dcd,running,[]
1993,116956,node-211,node,status,1128899526,1,running,75101dcd,running,[]
1994,2578660,Interconnect-1N02,switch_module,error,1074202781,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
1995,453942,gige7,gige,temperature,1099230900,1,normal,fea08751,normal,[]
1996,155696,gige5,gige,temperature,1113579071,1,normal,fea08751,normal,[]
1997,2599523,node-34,action,start,1074297609,1,wait  (command 1968),28889bc4,wait (command <*>,['1968']
1998,254666,node-107,action,start,1079069529,1,boot  (command 2604),8d336518,boot (command <*>,['2604']
1999,369499,full,partition,status,1085637668,1,blocked,61326117,blocked,[]
2000,442002,Interconnect-0N00,switch_module,fan,1143984290,1,Fan speeds ( 3534 3534 3375 4245 3497 3479 ),38884487,Fan speeds ( 3534 3534 3375 <*> 3497 3479 ),['4245']
