EventId,EventTemplate,Occurrences
2eebeda3,2017-07-07 17 01 58.397 ksfetch[38376/0x7fff79824000] [lvl 2] main() <*> <*> <*> <*> <*> 0x10300dd00> { URL https //<*>/service/update2?cup2hreq a8d8196e660b430335eb3f61d1367522edc058815760dd5dad99614fdeca135b&cup2key 7 3758763715 <*>,2
9120e009,doSaveChannels@286 Will write to <*> <*> <*> - AssocFail sts <*> 0.xml,2
8aff1fc7,hibernate_teardown started,2
3f55cd79,Sandbox SpotlightNetHelp(352) deny(1) ipc-posix-shm-read-data CFPBS 186A7,4
03bd31a5,CCFile copyFile fileName is [2017-07-05_14 04 <*> source path <*> 04 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05_14 04 <*> <*> sts 5_rsn <*> 04 <*>,6
3070113a,[HID] [MT] AppleMultitouchDevice <*> entered,8
cf717c65,Failed to stop a scan - central is not powered on 4,6
47cea6e1,Service exited due to signal Killed 9,1
c8cf49ac,AppleActuatorDevice <*> Entered,2
e975cb8f,CCFile copyFile fileName is [2017-07-01_11 44 <*> source path <*> 44 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-01_11 46 16.756837] AuthFail sts 5_rsn <*> 44 <*>,2
de24e21c,hibernate_teardown completed - discarded <*>,4
0c7ee639,ARPT <*> ARPT Wake Reason Wake on TCP Timeout,7
7b703537,CCProfileMonitor setStreamEventHandler,2
d77fcd41,CCFile copyFile fileName is [2017-07-07_18 09 46.009625]-io80211Family-003.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-07_18 09 46.009625]-io80211Family-003.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07_18 09 46.143275] AuthFail sts 5_rsn 0/IO80211AWDLPeerManager//[2017-07-07_18 09 46.009625]-io80211Family-003.pcapng,1
375fcf93,network changed v4(en0! <*>) DNS+ Proxy+ SMB,5
5ede7912,no sleep images for WillPowerOffWithImages,2
2eb1eb9d,<*> <*> <*> <<<< IQ-CA >>>> piqca_setUsePreQueue <*> rejecting report of layer being serviced - IQ has not yet begun to update,7
d7253f38,16 <*> <*> BTLE scanner Powered Off,2
7435080a,"2017-07-04 15 03 52.936 GoogleSoftwareUpdateAgent[35018/0x7000002a0000] [lvl 2] -[KSUpdateEngine updateProductID ] KSUpdateEngine updating product ID ""<*>""",1
b4da5dd6,2017-07-05 <*> <*> <*> <*> [lvl 2] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath error ] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id <*>,2
b4236ff8,2017-07-03 20 25 14.361 GoogleSoftwareUpdateAgent[33847/0x7000002a0000] [lvl 2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction running KSServerUpdateRequest <KSOmahaServerUpdateRequest 0x100633210,1
86ca42be,Failed to start scanning,2
c13f20c1,CCFile copyFile fileName is [2017-07-07_13 <*> <*> source path /var/log/CoreCapture/<*>/OneStats//[2017-07-07_13 <*> <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07_13 <*> <*> AuthFail sts 5_rsn 0/OneStats//[2017-07-07_13 <*>,3
68e42f4b,FA||Url||taskID[2019353593] dealloc,1
1c366efb,[<*>] [Coalescing failed operation [<CalDAVAccountRefreshQueueableOperation 0x7fa11d3a0c60; Sequence 0>]],1
48e997dd,"02 07 59.927 SDWormholeServer failedToStartScanningWithError Error Domain NSMachErrorDomain Code 8 ""(os/kern) no access"" UserInfo {NSLocalizedDescription wirelessproxd can't start scanning at this time.}",1
9f89de8c,CGSConnectionByID 0 is not a valid connection ID.,2
f513d77c,storeaccountd(345) deny file-write-create /Users/xpc/Library/Caches/<*>,1
260d2f7d,CCFile copyFile fileName is [2017-07-02_22 24 <*> source path <*> 24 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-02_22 24 03.218285] AssocFail sts 5_rsn <*> 24 <*>,2
c3f3d3d5,AppleCameraGetProperties SetPropertyNotificationPort status 0xffffffff,1
43f371ee,2017-07-04 23 27 42.069 GoogleSoftwareUpdateAgent[35425/0x7000002a0000] [lvl 2] -[KSMultiUpdateAction performAction] KSPromptAction had no updates to apply.,1
fcb9a35f,PMStats Hibernate read took <*> ms,4
24508ac9,plugin <*> invalidated,6
6ad06bb0,Failed to obtain sandbox extension for path /Users/xpc/Library/Caches/<*>. Errno 1,1
86bd1b09,2017-07-07 <*> 01 <*> <*> [lvl 2] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors ] Keystone finished errors 0,2
f804e10f,<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead ByteStream read of <*> bytes @ <*> took <*> <*> to complete <*> reads > <*> sec.,4
3462fbfa,FA||Url||taskID[2019353425] dealloc,1
be8418c3,CCFile copyFile fileName is [2017-07-06_12 00 <*> source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-06_12 00 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-06_12 00 <*> AuthFail sts <*> 0/DriverLogs//[2017-07-06_12 00 <*>,3
b00f153d,VDCAssistant Found a camera (0x1430000005ac8290) but was not able to start it up (0x0 -- (os/kern) successful),5
50b5ffe9,CCFile copyFile fileName is [2017-07-06_14 06 <*> source path /var/log/CoreCapture/<*>/OneStats//[2017-07-06_14 06 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-06_14 06 <*> <*> sts <*> 0/OneStats//[2017-07-06_14 06 <*>,2
26dd62f2,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService start Could not make a string from out <*> notification key,5
3068c728,DB Path /Users/xpc/Library/Containers/<*>/Data/Documents/contents/916639562/QQ.db,1
c2b7457f,CCFile copyFile fileName is [2017-07-01_09 21 <*> source path <*> 21 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-01_09 21 <*> AuthFail sts 5_rsn <*> 21 <*>,2
57a03f73,[HID] [MT] MTActuatorManagement getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,5
ef6f7a73,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fe135216df0 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
ae329aa0,Checking iCDP status for DSID 874161398 (checkWithServer 0),2
f0a5ca05,02 <*> <*> BTLE scanner Powered Off,2
9f745623,IOBluetoothUSBDFU probe,4
df0ef01e,21 <*> <*> BTLE scanner Powered Off,2
7e760521,FA||Url||taskID[2019352998] dealloc,1
820d392f,hciControllerOnline; HID devices? 0,3
8519ebb8,mDNS_DeregisterInterface Frequent transitions for interface en0 (<*>),2
04bb0c62,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- <*> ****,2
a766c150,FA||Url||taskID[2019353523] dealloc,1
e0d121ab,hibernate_teardown mark_as_unneeded_pages 4096 55973 34655,1
77227dd2,2017-07-06 <*> <*> <*> <*> [lvl 2] main() Fetcher is exiting.,2
9ba03bc5,AppleActuatorHIDEventDriver message service is terminated,5
734f7afa,SecTaskLoadEntitlements failed error 22,1
9ad697fb,sigio_handler sigio_handler_active ! <*>,10
a4a21edd,In -[NSApplication(NSQuietSafeQuit) _updateCanQuitQuietlyAndSafely] _LSSetApplicationInformationItem(NSCanQuitQuietlyAndSafely) returned error -50,1
8e2f2a06,**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by 300ms ****,1
1efc8c70,CCFile copyFile fileName is [2017-07-04_08 21 25.089068]-io80211Family-001.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-04_08 21 25.089068]-io80211Family-001.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-04_08 21 24.584439] AuthFail sts 2_rsn 0/IO80211AWDLPeerManager//[2017-07-04_08 21 25.089068]-io80211Family-001.pcapng,1
65712973,SysAdmChk Throttling activity execution. memFlags 0x0 thermalLevel 0x1,2
2349b6d6,FA||Url||taskID[2019353115] dealloc,1
f356f9c1,hibernate_rebuild started,3
17d3da16,hibernate_teardown_pmap_structs done last_valid_compact_indx <*>,3
c8ade769,<<<< MediaValidator >>>> <*> Unrecognized codec <*>,2
dce388d4,09 <*> <*> BTLE scanner Powered On,3
341ec391,-> DNSServiceQueryRecord 0x0000D000 0 <*>. (PTR) PID[53](),1
340a563d,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> 64 d9 89 6d a1 fc <*>,2
3a241ffe,ChromeExistion main linkUrl (null),1
36be546a,-[NETPowerManager powerPolicyForTimeslot workload ] failed to find policy for workload 6937556 timeslot 1 / 5,1
f07ebd4a,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fb7ed595ec0 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/clls/wloc NSErrorFailingURLKey https //<*>/clls/wloc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/clls/wloc NSErrorFailingURLKey https //<*>/clls/wloc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
02501d54,en0 manual intervention required!,2
34877711,<*> 02 <*> BTLE scanner Powered On,2
b91d9fe3,Actually performing action revisions for 22589429328,1
872e6736,09 09 58.385 BTLE scanning started,1
b0671938,hibernate image path /var/vm/sleepimage,2
31b6122e,2017-07-03 10 40 43.044 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl 2] -[KSAgentUploader fetcher finishedWithData ] Successfully uploaded stats to <NSMutableURLRequest 0x10063b350> { URL https //<*>/service/update2 },1
01a3bff2,<INFO> RQD create user info for daily using,2
21f04a53,2017-07-02 20 50 48.622 GoogleSoftwareUpdateAgent[32775/0x7000002a0000] [lvl 2] -[KSUpdateEngine(PrivateMethods) updateFinish] KSUpdateEngine update processing complete.,1
4a5e91d8,wake time set +0.808006 s,1
e4ff6143,en0 START uid 501 gid 20,1
e9688048,handle_will_sleep_auth_and_shield_windows Deferring.,2
dabb7aff,CCFile copyFile fileName is [2017-07-03_16 <*> <*> source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-03_16 <*> <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_16 <*> <*> AuthFail sts 5_rsn 0/DriverLogs//[2017-07-03_16 <*>,4
7bac211e,<*> 21 <*> BTLE scanner Powered On,2
dc438aa1,CoreAnimation warning deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS 1 in environment to log backtraces.,1
49452d1f,[BluetoothHIDDeviceController]ERROR Could not find the disconnected object,7
4583d1ee,<*> <*> <*> ERROR 177 timed out after 15.000s (0 0); mMajorChangePending 0,3
6c63ffa4,mDNS_DeregisterInterface Frequent transitions for interface en0 (2607 F140 6000 0008 C6B3 01FF FECD 467F),2
30ac7ccc,CCFile copyFile fileName is [2017-07-05_19 00 38.255428]-io80211Family-004.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-05_19 00 38.255428]-io80211Family-004.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05_19 00 42.887060] AuthFail sts 2_rsn 0/IO80211AWDLPeerManager//[2017-07-05_19 00 38.255428]-io80211Family-004.pcapng,1
f628e4fe,"2017-07-01 19 43 30.789 30311 3512df40 [LogMessageLogging] [aid-types_14000] - Request to send LogMessages of count (6) failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fe1351498d0 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/a/v2/use NSErrorFailingURLKey https //<*>/a/v2/use _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/a/v2/use NSErrorFailingURLKey https //<*>/a/v2/use _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
cb8ccf8c,13 56 23.414 BTLE scanning started,1
56671921,CCFile copyFile fileName is [2017-07-07_16 24 <*> source path <*> 24 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07_16 24 <*> AssocFail sts 2_rsn <*> 24 <*>,3
325ed98d,13 29 28.406 BTLE scanner Powered On,1
f2b51c2a,-[ABAddressBook save] failed. (<ABAddressBook <*>,2
fb506b04,[QL] No sandbox token for thumbnail request file ///private/var/log/SleepWakeStacks.bin it will probably fail,1
9d063e31,FA||Url||taskID[2019353418] dealloc,1
164db6d5,hibernate_machine_init reading,2
0f6d06c3,booter start at 1241 ms smc 0 ms [18 0 0] total 353 ms dsply 0 0 ms tramp 1011 ms,1
73520fa9,WARNING Type1 font data isn't in the correct format required by the Adobe Type 1 Font Format specification.,1
2691913f,AIDA Notification plugin running,2
b8600e15,CCFile copyFile fileName is [2017-07-05_11 01 51.640721]-CCIOReporter-004.xml source path /var/log/CoreCapture/<*>/OneStats//[2017-07-05_11 01 51.640721]-CCIOReporter-004.xml dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05_11 01 55.953317] RoamFail sts 1_rsn 1/OneStats//[2017-07-05_11 01 51.640721]-CCIOReporter-004.xml,1
9a0d99d9,<*> <*> <*> Discoverable mode changed to Contacts Only,4
5dc704bd,hibernate_page_list_setall time <*> ms,3
c3bc0783,IOBluetoothUSBDFU probe avoid Bluetooth automatic firmware update because USB Bluetooth active,1
2604d899,CCFile copyFile fileName is [2017-07-01_10 00 00.000733]-AirPortBrcm4360_Logs-003.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-01_10 00 00.000733]-AirPortBrcm4360_Logs-003.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-01_10 08 20.759059] AuthFail sts 5_rsn 0/DriverLogs//[2017-07-01_10 00 00.000733]-AirPortBrcm4360_Logs-003.txt,1
49d9acc8,06 45 <*> Scanning mode Contacts Only,2
24533384,06 <*> <*> BTLE scanner Powered Off,2
f8f0b116,FA||Url||taskID[2019353114] dealloc,1
feaf6e86,2017-07-07 <*> <*> <*> <*> [lvl 2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg ] <*> <*> engine thread,2
b5c632ff,2017-07-03 20 25 14.516 ksfetch[33849/0x7fff79824000] [lvl 2] main() Fetcher is exiting.,1
4a4a2ddf,FA||Url||taskID[2019353714] dealloc,1
ff908696,en0 BSSID changed to 1c 6a 7a 33 6d 1c,1
692ec28f,Service only ran for 3 seconds. Pushing respawn out by 7 seconds.,1
452fdffd,FA||Url||taskID[2019353433] dealloc,1
afbfee1f,<*> <*> <*> <*> <*> [lvl 2] -[KSAgentApp updateProductWithProductID usingEngine ] <*> <*> for updates for <*> using engine <KSUpdateEngine <*>,4
12c1e690,CCFile copyFile fileName is [2017-07-03_12 36 38.148006]-io80211Family-004.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-03_12 36 38.148006]-io80211Family-004.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_12 36 40.073195] AuthFail sts 5_rsn 0/IO80211AWDLPeerManager//[2017-07-03_12 36 38.148006]-io80211Family-004.pcapng,1
2b18dc6b,hibernate_machine_init pagesDone 485817 sum2 3c8696b6 time 195 ms disk(0x20000) 814 Mb/s comp bytes 39776256 time 27 ms 1401 Mb/s crypt bytes 160333824 time 38 ms 3952 Mb/s,1
466f9a9f,Failed to connect (view) outlet from (NSApplication) to (NSColorPickerGridView) missing setter or instance variable,2
fc133207,"[CardDAVPlugin-ERROR] -getPrincipalInfo [_controller supportsRequestCompressionAtURL https //xpc_ben%40163.com@<*>/principals/users/558548ec28fbd965ade28995b355b70d/] Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7f94cda010f0 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //xpc_ben%40163.com@<*>/principals/users/558548ec28fbd965ade28995b355b70d/ NSErrorFailingURLKey https //xpc_ben%40163.com@<*>/principals/users/558548ec28fbd965ade28995b355b70d/ _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //xpc_ben%40163.com@<*>/principals/users/558548ec28fbd965ade28995b355b70d/ NSErrorFailingURLKey https //xpc_ben%40163.com@<*>/principals/users/558548ec28fbd965ade28995b355b70d/ _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
4b46a2fc,2017-07-04 09 42 <*> GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl 2] -[KSAgentApp performSelfUpdateWithEngine ] <*> self update <*>,2
af1be7f5,hibernate_newruntime_map time 0 ms IOPolledFilePollersOpen() ml_get_interrupts_enabled 0,1
d5cde325,CCFile copyFile fileName is [2017-07-06_14 06 29.471168]-io80211Family-005.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-06_14 06 29.471168]-io80211Family-005.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-06_14 06 29.610824] AuthFail sts 5_rsn 0/IO80211AWDLPeerManager//[2017-07-06_14 06 29.471168]-io80211Family-005.pcapng,1
d76f6838,RTC Maintenance 2017/7/6 20 11 52 sleep 2017/7/6 19 59 14,1
f16990d7,(ImportBailout.Error 1331) Asked to exit for Diskarb,2
bca0128e,*** Break on _NSLockError() to debug.,1
7639dbf5,19 <*> <*> Scanning mode Contacts Only,3
500d64c5,IOPolledFilePollersOpen(0) 5 ms,1
a1935cfe,[<*>] [WARNING CalDAVAccountRefreshQueueableOperation <*> refresh failed],2
070ba254,.sdef warning for argument '' of command 'preset textured' in suite 'Drawing Suite' '4034' is not a valid type name.,1
fa0e8c47,22 30 14.002 Purged contact hashes,1
5a7c290c,PM response took <*> ms <*> <*>),2
519d75ea,RTC Maintenance 2017/7/4 18 24 02 sleep 2017/7/4 18 11 29,1
134aa345,[<*>] [Failed to refresh <CalManagedSubscriptionInfo 0x7fa11fe58130> (entity SubscriptionInfo; id 0x401eeb <x-coredata //DB05755C-483D-44B7-B93B-ED06E57FF420/SubscriptionInfo/p1> ; data {,1
e194959f,IOHibernatePollerOpen(0),1
1ce7f4ae,NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL -9806),1
729e1010,RTC Maintenance 2017/7/5 08 19 54 sleep 2017/7/5 08 07 21,1
3ece8d3b,17 54 01.785 Scanning mode Contacts Only,1
ba8ad7bc,<*> 33 <*> BTLE scanner Powered On,2
691f500f,FA||Url||taskID[2019353768] dealloc,1
95c40e04,2017-07-06 09 24 13.423 ksfetch[36727/0x7fff79824000] [lvl 2] main() Fetcher received a download path /tmp/KSOutOfProcessFetcher.8gWqUun8M3/download,1
37178422,XPC Activity invoked with state 2,1
0f1cb0b0,after trim url https //<*>/_/chrome/newtab?rlz 1C5CHFA_enHK732HK732&espv 2&ie UTF-8,1
addd8055,00 43 <*> Purged contact hashes,2
795fb4ec,FA||Url||taskID[2019353543] dealloc,1
e1552464,en0 BSSID changed to f4 7f 35 f7 56 fc,1
8339c220,CCFile copyFile fileName is [2017-07-05_00 17 49.173668]-AirPortBrcm4360_Logs-004.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-05_00 17 49.173668]-AirPortBrcm4360_Logs-004.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05_00 17 48.993549] AuthFail sts 5_rsn 0/DriverLogs//[2017-07-05_00 17 49.173668]-AirPortBrcm4360_Logs-004.txt,1
c2484bd8,2017-07-07 17 01 59.501 ksfetch[38377/0x7fff79824000] [lvl 2] main() Fetcher is exiting.,1
85c4441c,Uncommited CATransaction. Set CA_DEBUG_TRANSACTIONS 1 in environment to debug.,1
017b01ef,20 <*> <*> ERROR >aq> 3177 AQBuffer * <*> has enqueue count of 1,2
fa507472,RTC Maintenance 2017/7/5 20 03 12 sleep 2017/7/5 19 50 38,1
cfdbe169,FA||Url||taskID[2019353209] dealloc,1
96dab61c,CCXPCService setStreamEventHandler Registered for notification callback.,1
994ab289,CCFile copyFile fileName is [2017-07-02_13 12 09.708328]-CCIOReporter-001.xml source path /var/log/CoreCapture/<*>/OneStats//[2017-07-02_13 12 09.708328]-CCIOReporter-001.xml dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-02_13 12 08.634659] AuthFail sts 2_rsn 0/OneStats//[2017-07-02_13 12 09.708328]-CCIOReporter-001.xml,1
d829974f,[00 <*> <*> <*> signalled err <*> (err) (FigScheduledReadRequestRead failed) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/SampleGeneratorForFormatReader.c line <*>,2
67e1ce2f,CCFile copyFile fileName is [2017-07-01_09 42 50.836805]-CCIOReporter-001.xml source path /var/log/CoreCapture/<*>/OneStats//[2017-07-01_09 42 50.836805]-CCIOReporter-001.xml dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-01_09 42 49.759885] AuthFail sts 5_rsn 0/OneStats//[2017-07-01_09 42 50.836805]-CCIOReporter-001.xml,1
522d8a33,Endpoint has been activated through legacy launch(3) APIs. Please switch to XPC or bootstrap_check_in() <*>,1
766342af,2017-07-06 14 57 14.913 GoogleSoftwareUpdateAgent[37059/0x7000002a0000] [lvl 2] -[KSAgentApp performSelfUpdateWithEngine ] Checking for self update with Engine <KSUpdateEngine 0x100245c40,1
bca2baaf,FrameReceiverMessageCallback KernelFrameDropNotification (Frames are dropping). The firmware is not returning buffers quickly enough.,2
49a3bab2,Internal name did not resolve to internal address!,1
85fdffbb,2017-07-05 10 52 15.997 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl 2] -[KSUpdateEngine updateAllExceptProduct ] KSUpdateEngine updating all installed products except '<*>'.,1
e2463fd8,CCFile copyFile fileName is [2017-07-01_09 28 41.879634]-AirPortBrcm4360_Logs-001.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-01_09 28 41.879634]-AirPortBrcm4360_Logs-001.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-01_09 28 41.410762] AssocFail sts 2_rsn 0/DriverLogs//[2017-07-01_09 28 41.879634]-AirPortBrcm4360_Logs-001.txt,1
522db5fd,assertion failed 15G1510 <*> + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC] 0x7fc235807b90,1
c7c3618f,CCFile copyFile fileName is [2017-07-03_21 30 40.940016]-AirPortBrcm4360_Logs-002.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-03_21 30 40.940016]-AirPortBrcm4360_Logs-002.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_21 30 40.703152] AuthFail sts 5_rsn 0/DriverLogs//[2017-07-03_21 30 40.940016]-AirPortBrcm4360_Logs-002.txt,1
8628eda3,FA||Url||taskID[2019353136] dealloc,1
bcb39374,Sandbox <*> WebKit(co98m.ap54) plede.WebKny(1)i file-reat(d-data98 /priv54) ate/etc/hosts,1
b5bb4de2,<*>(9854) <*> file-read-data /private/etc/hosts,3
d3ba79f3,05 57 49.006 BTLE scanning stopped,1
3020318a,<*> 43 <*> Scanning mode Contacts Only,2
033ba366,FA||Url||taskID[2019353320] dealloc,1
1e7b1fc4,2017-07-01 19 46 26.138 GoogleSoftwareUpdateAgent[31702/0x7000002a0000] [lvl 2] -[KSCheckAction performAction] KSCheckAction checking 1 ticket(s).,1
54e0f4fa,CCFile copyFile fileName is [2017-07-07_12 24 <*> source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-07_12 24 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07_12 24 <*> AuthFail sts 5_rsn 0/DriverLogs//[2017-07-07_12 24 <*>,2
d78b35af,2017-07-05 10 52 15.633 GoogleSoftwareUpdateAgent[35861/0x7fff79824000] [lvl 2] -[KSAgentApp setupLoggerOutput] Agent settings <KSAgentSettings 0x10022ffb0 bundleID <*> lastCheck 2017-07-05 06 27 44 +0000 checkInterval 18000.000000 uiDisplayInterval 604800.000000 sleepInterval 1800.000000 jitterInterval 900 maxRunInterval 0.000000 isConsoleUser 1 ticketStorePath /Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore runMode 3 daemonUpdateEngineBrokerServiceName <*> daemonAdministrationServiceName <*> logEverything 0 logBufferSize 2048 alwaysPromptForUpdates 0 productIDToUpdate (null) lastUIDisplayed (null) alwaysShowStatusItem 0 updateCheckTag (null) printResults NO userInitiated NO>,1
fffbff81,no application identifier provided can't use provisioning profiles [pid 35086],1
19758c41,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- 0xd000 ****,1
02c504e4,FA||Url||taskID[2019353516] dealloc,1
fdc996f9,2017-07-06 00 30 38.995 ksfetch[36444/0x7fff79824000] [lvl 2] main() ksfetch done fetching.,1
f3c8e379,en0 BSSID changed to 88 75 56 a0 95 ed,1
0eeaba1d,Invalid Connection ID 0,1
7ec90b6b,2017-07-03 20 25 13.301 GoogleSoftwareUpdateAgent[33847/0x7000002a0000] [lvl 2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg ] Starting engine thread,1
d1ab284f,en0 BSSID changed to 00 a2 ee 2a 89 4d,1
e4d4e1b0,the url http //weibo.com/1394698394/EzMYpnGoE?type comment,1
6e647456,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fb7f0035dc0 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/clls/wloc NSErrorFailingURLKey https //<*>/clls/wloc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/clls/wloc NSErrorFailingURLKey https //<*>/clls/wloc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
957126a3,CCFile copyFile fileName is [2017-07-03_13 48 39.157728]-AirPortBrcm4360_Logs-002.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-03_13 48 39.157728]-AirPortBrcm4360_Logs-002.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_13 50 14.954481] AssocFail sts 2_rsn 0/DriverLogs//[2017-07-03_13 48 39.157728]-AirPortBrcm4360_Logs-002.txt,1
